,0,1
SCN2A,14.535429,6.624927
CHD8,14.535429,6.624927
ADNP,14.535429,6.624927
SHANK3,14.535429,6.624927
PTEN,14.535429,6.624927
SYNGAP1,14.535429,6.624927
MECP2,14.535429,6.624927
KDM5B,14.535429,6.624927
FOXP1,14.535429,6.624927
ARID1B,14.535429,6.624927
POGZ,14.535429,6.624927
ASH1L,14.535429,6.624927
KMT5B,14.535429,6.624927
SLC6A1,14.535429,6.624927
GIGYF1,14.535429,6.624927
DYRK1A,14.535429,6.624927
CHD2,14.535429,6.624927
ASXL3,14.535429,6.624927
TAOK1,14.535429,6.624927
DNMT3A,14.535429,6.624927
GRIN2B,14.535429,6.624927
BRSK2,14.535429,6.624927
KMT2A,14.535429,6.624927
NF1,14.535429,6.624927
STXBP1,14.535429,6.624927
CUL3,14.535429,6.624927
MED13L,14.535429,6.624927
ANK2,14.535429,6.624927
MYT1L,14.535429,6.624927
RORB,14.535429,6.624927
TBL1XR1,14.535429,6.624927
TBR1,14.535429,6.624927
DYNC1H1,14.535429,6.624927
WAC,14.535429,6.624927
PHF21A,14.535429,6.624927
KDM6B,14.535429,6.624927
DDX3X,14.535429,6.624927
CTNNB1,14.535429,6.624927
MED13,14.535429,6.624927
ANKRD11,14.535429,6.624927
CTCF,14.535429,6.624927
RFX3,14.535429,6.624927
ARHGEF9,14.535429,6.624927
SHANK2,14.535429,6.624927
DEAF1,14.535429,6.624927
SMARCC2,14.535429,6.624927
TLK2,14.535429,6.624927
TCF20,14.535429,6.624927
CNOT3,14.535429,6.624927
SYNCRIP,14.535429,6.624927
SETD5,14.535429,6.624927
NAA15,14.535429,6.624927
SCN1A,14.535429,6.624927
EHMT1,14.535429,6.624927
TCF4,14.535429,6.624927
SRPRA,14.535429,6.624927
MARK2,14.535429,6.624927
KMT2C,14.535429,6.624927
MBD5,14.535429,6.624927
NRXN1,14.535429,6.624927
IRF2BPL,14.535429,6.624927
PHIP,14.535429,6.624927
NFE2L3,14.535429,6.624927
SKI,14.535429,6.624927
PSMD12,14.535429,6.624927
KCNB1,14.535429,6.624927
CSDE1,14.535429,6.624927
TSC1,14.535429,6.624927
DMWD,14.535429,6.624927
CLCN4,14.535429,6.624927
MEIS2,14.535429,6.624927
PBX1,14.535429,6.624927
HNRNPD,14.535429,6.624927
