,0,1,2,3,4,5,6,7
SCN2A,-2.5296426,-0.01365583,0.013173841,0.017096922,-0.01873621,0.92879933,0.4808107,0.27792847
CHD8,-1.1970309,-0.0060808696,0.007368915,0.012349188,-0.01075463,-0.38529631,0.930554,-0.5696855
ADNP,-0.1734823,-0.006230492,0.0073880777,0.01448375,-0.0057880804,-0.33751693,1.4459479,0.09042218
SHANK3,-1.3255051,-0.008989908,0.0008644685,0.00084678084,-0.009163432,-0.084181204,0.18213093,-1.1774616
PTEN,-0.19423926,0.0018512979,0.007369779,0.0048789196,-0.0077237114,1.0582807,0.8950166,0.2250664
SYNGAP1,-0.17380728,-0.0007799268,0.0036073253,0.0021551177,-0.0047295988,0.9563046,0.1801902,-0.79710764
MECP2,-0.5587423,0.00046206266,-0.0107018575,0.010822363,0.0034763515,-0.28498793,1.0756698,-0.30071837
KDM5B,-0.6839892,-0.0030805469,0.001959093,0.012062583,-0.0005166754,0.3932739,1.4522202,0.32956696
FOXP1,-0.14150287,-0.007273618,0.020272404,0.0057520866,-0.009302303,-1.2288954,1.1681204,-0.097206354
ARID1B,-1.0970743,0.0014193952,0.007510744,0.002806168,-0.002768442,-0.35896218,1.2810736,-0.15472019
POGZ,-0.48604387,-0.0034587458,0.007453695,0.010909472,-0.005357042,-0.21551864,1.4905453,0.26871583
ASH1L,-0.9914404,9.782612e-06,0.011330932,0.0144982375,-0.01039999,-0.6920526,1.3284874,0.18374313
KMT5B,-1.2052369,-0.0017039031,0.006413378,0.00517077,-0.0057974756,0.13699001,1.2086957,0.12402475
SLC6A1,-1.2972864,-0.0022726879,0.012457743,0.016999837,-0.011783663,0.72759134,0.43499523,-0.07315156
GIGYF1,-0.43012577,-0.0029178932,0.009653799,0.008548252,-0.0078061596,0.8596838,0.8066091,-0.16338795
DYRK1A,-0.43050793,-0.0016193092,0.011174142,0.010341652,-0.006008394,-0.5174055,1.0659909,-0.5971666
CHD2,-1.0521392,-0.0024231523,0.00925421,0.0137261115,-0.007346466,-0.96745455,1.3975813,0.39357388
ASXL3,-1.8527464,-0.0047313347,-0.010686897,-0.0026877038,-0.003532447,0.552642,0.49909186,-0.7476688
TAOK1,-1.0900164,-0.002639003,0.013737224,0.015257116,-0.008975871,-0.76430446,1.3761356,0.13703069
DNMT3A,-0.31766522,0.009847932,-0.0014282614,-0.002737891,0.0004157275,-0.63547206,1.0842514,-0.5874336
GRIN2B,-1.0938975,0.002969794,-0.001902774,0.00066938996,-0.0028599277,0.34162682,-0.92806816,-0.8972545
BRSK2,-0.85932463,0.0020985156,-0.0025704354,-0.008772414,0.002105102,-0.30076903,1.0011346,-0.89073604
KMT2A,-1.5850196,-0.0033156276,0.012677796,0.017534982,-0.009845786,-0.76396275,1.4372005,0.51455325
NF1,-0.73002166,0.008038007,0.002470471,0.003497295,-0.0019164383,-1.1565528,1.1364052,-0.37144125
STXBP1,-1.0415584,-0.003906831,0.015121773,0.009297878,-0.012613613,1.7867126,0.7999593,0.7039991
CUL3,-0.73601544,3.094971e-05,0.010050125,-0.002442982,-0.0036091357,-0.32728797,1.1054752,-0.5423476
MED13L,-0.91680586,-0.0010754094,0.003022343,0.0076364316,-0.0097711235,-0.0043133944,0.98677176,-0.27689666
ANK2,-2.3628328,-0.0008633733,0.008481219,0.012834657,-0.008432969,0.52544874,1.0595274,0.6784744
MYT1L,-1.8378026,-0.0076522566,0.020459637,0.008433681,-0.014534213,1.676672,0.80145204,0.77732766
RORB,-0.15485273,0.00467699,-0.012051523,-0.0061728396,0.006361909,1.3329303,0.007820815,-0.76217157
TBL1XR1,-0.43340105,-0.0051237196,0.015871227,0.009924315,-0.007040307,-0.36894196,1.4567158,0.27641416
TBR1,1.2318753,-0.008604001,0.006038718,0.002483327,0.0022466853,1.3837104,-0.5181508,-0.36920762
DYNC1H1,-1.153376,-0.0053193234,0.011794701,0.016611073,-0.009083681,-0.5020499,1.5325639,0.62349397
WAC,-0.8056296,-0.004394442,0.0151934475,0.011512723,-0.0057100877,-0.9143915,1.5614135,0.33686563
PHF21A,-0.9048015,0.0016512126,0.0049086288,0.0034851246,0.00076466054,-0.872059,1.0298562,-0.50488013
KDM6B,-0.508508,0.010213278,-0.00075154006,-0.005412709,0.0032163858,0.7221468,1.0072753,-0.22318989
DDX3X,0.00230081,-0.009721063,0.0148725435,0.011993278,-0.008079879,-1.0190017,1.5575488,0.65008754
CTNNB1,0.4132391,-0.0073939525,0.017726399,0.0122120045,-0.008652702,-0.8892941,1.463989,0.46398973
MED13,-0.98784083,-0.0031677932,0.0064477473,0.007380005,-0.0062094927,-0.5320625,1.2726448,-0.23593926
ANKRD11,-1.052062,-0.0045466796,0.00969664,0.015463233,-0.0072312877,-1.1114674,1.3992951,0.20620435
CTCF,-0.6377725,0.0038372874,-0.0015411302,0.0015422292,-0.0003875494,-0.6148274,1.247648,-0.3234974
