,0
GW16.Neurons,0.09292117563743611
GW26.GABAergic.neurons,0.1547560842514722
GW23.GABAergic.neurons,0.01292111345314853
GW16.Stem.cells,0.19755151015440753
GW26.Neurons,-0.2038818892048976
GW10.Neurons,0.03933120749532826
GW23.Neurons,0.04455626063575033
GW10.Stem.cells,0.04949917178959963
GW16.GABAergic.neurons,0.0056849138973521065
GW19.Neurons,0.011870551016953002
GW26.OPC,0.0088648517586452
GW26.Astrocytes,0.07306709234909556
GW12.Neurons,-0.07910489252145733
GW09.Stem.cells,-0.03910515351817486
GW26.Microglia,-0.0577964725863523
GW09.Neurons,-0.0593346362076701
GW23.OPC,0.010086190593990884
GW19.GABAergic.neurons,-0.08383434761293738
GW13.Neurons,-0.07976678306865176
GW08.Neurons,-0.16069444733798113
GW16.OPC,0.09223230694978846
GW12.Stem.cells,0.053628313588576886
GW16.Microglia,-0.11542165236229227
GW23.Microglia,-0.05273807182316109
week_10.hPeric,0.03500904558721079
week_10.hRgl2a,-0.04554441371697552
week_11.hRgl2a,-0.011637911511101764
week_10.Unk,-0.036280214931915286
week_11.hPeric,-0.027355950554525575
week_9.Unk,-0.0347381029503684
week_6.hProgFPM,0.03372822152273355
week_8.Unk,-0.0495470818533113
week_11.hRgl2b,-0.05198740527225153
week_9.hGaba,0.09740107595553017
week_6.hProgBP,-0.03533040841110156
week_8.hNbM,-0.0815184963381264
week_8.hNProg,-0.04311425459092945
week_11.hEndo,-0.026084615738921305
week_11.Unk,-0.1012469382003463
week_6.hProgM,0.022287890952146682
week_6.hProgFPL,0.052322594442467736
week_6.Unk,-0.0392211230468847
week_8.hProgBP,0.027893774428933118
week_8.hNbML1,-0.022957457458140765
week_9.hNbML5,0.04360740187389881
week_8.hOMTN,0.03232361491486957
week_6.hNProg,-0.0021117743324368106
week_6.hOMTN,0.05389215138746317
week_11.hRgl3,0.00663198871830171
week_10.hEndo,0.04648973919698301
week_8.hProgFPM,-0.03156974724281428
week_8.hRN,0.005741955828150606
week_9.hOMTN,0.03125624694854974
week_10.hDA2,-0.036365427382475154
week_10.hRgl3,-0.043581400302643215
week_11.hOPC,-0.015145083907027025
week_11.hRgl2c,-0.10631706795141914
week_10.hNbM,0.04815817302359281
week_10.hDA1,0.038860340565686276
week_9.hProgBP,0.009922207838950843
week_8.hProgM,-0.0594252724119121
week_10.hRgl2b,0.03738462647691653
week_7.hRgl2a,-0.03092246386855186
week_7.hOMTN,0.022492097872634852
week_7.Unk,-0.04865773639759884
week_10.hRgl1,-0.02507566726896584
week_7.hProgBP,-0.009982208192731629
week_10.hDA0,-0.013782028264240841
week_9.hNbGaba,0.07346668498775326
week_9.hDA0,0.07737386291714259
week_9.hDA1,0.10777133239268742
week_9.hNProg,-0.04408099811346228
week_8.hProgFPL,0.032849996682644565
week_9.hRgl2a,0.0001216462601722341
week_9.hDA2,-0.009171708840068932
week_6.hNbML1,-0.0176364467128193
week_9.hNbM,-0.014191382017041447
week_9.hNbML1,0.10479683380465181
week_6.hNbM,-0.04361275978173956
week_10.hGaba,-0.003800481035617748
dn.cls1,0.024283622385622993
dn.cls2,0.007878335302967386
