"","precision","recall","model"
"565",1,0.0076043068640646,"VBASS"
"566",1,0.00761776581426649,"VBASS"
"567",1,0.00763122476446837,"VBASS"
"568",1,0.00764468371467026,"VBASS"
"569",1,0.00765814266487214,"VBASS"
"570",1,0.00767160161507402,"VBASS"
"571",1,0.00768506056527591,"VBASS"
"572",1,0.00769851951547779,"VBASS"
"573",1,0.00771197846567968,"VBASS"
"574",1,0.00772543741588156,"VBASS"
"575",1,0.00773889636608345,"VBASS"
"576",1,0.00775235531628533,"VBASS"
"577",1,0.00776581426648721,"VBASS"
"578",1,0.0077792732166891,"VBASS"
"579",1,0.00779273216689098,"VBASS"
"580",1,0.00780619111709287,"VBASS"
"581",1,0.00781965006729475,"VBASS"
"582",1,0.00783310901749664,"VBASS"
"583",1,0.00784656796769852,"VBASS"
"584",1,0.0078600269179004,"VBASS"
"585",1,0.00787348586810229,"VBASS"
"586",1,0.00788694481830417,"VBASS"
"587",1,0.00790040376850606,"VBASS"
"588",1,0.00791386271870794,"VBASS"
"589",1,0.00792732166890982,"VBASS"
"590",1,0.00794078061911171,"VBASS"
"591",1,0.00795423956931359,"VBASS"
"592",1,0.00796769851951548,"VBASS"
"593",1,0.00798115746971736,"VBASS"
"594",1,0.00799461641991925,"VBASS"
"595",1,0.00800807537012113,"VBASS"
"596",1,0.00802153432032301,"VBASS"
"597",1,0.0080349932705249,"VBASS"
"598",1,0.00804845222072678,"VBASS"
"599",1,0.00806191117092867,"VBASS"
"600",1,0.00807537012113055,"VBASS"
"601",1,0.00808882907133244,"VBASS"
"602",1,0.00810228802153432,"VBASS"
"603",1,0.0081157469717362,"VBASS"
"604",1,0.00812920592193809,"VBASS"
"605",1,0.00814266487213997,"VBASS"
"606",1,0.00815612382234186,"VBASS"
"607",1,0.00816958277254374,"VBASS"
"608",1,0.00818304172274563,"VBASS"
"609",1,0.00819650067294751,"VBASS"
"610",1,0.00820995962314939,"VBASS"
"611",1,0.00822341857335128,"VBASS"
"612",1,0.00823687752355316,"VBASS"
"613",1,0.00825033647375505,"VBASS"
"614",1,0.00826379542395693,"VBASS"
"615",1,0.00827725437415882,"VBASS"
"616",1,0.0082907133243607,"VBASS"
"617",1,0.00830417227456258,"VBASS"
"618",1,0.00831763122476447,"VBASS"
"619",1,0.00833109017496635,"VBASS"
"620",1,0.00834454912516824,"VBASS"
"621",1,0.00835800807537012,"VBASS"
"622",1,0.00837146702557201,"VBASS"
"623",1,0.00838492597577389,"VBASS"
"624",1,0.00839838492597577,"VBASS"
"625",1,0.00841184387617766,"VBASS"
"626",1,0.00842530282637954,"VBASS"
"627",1,0.00843876177658143,"VBASS"
"628",1,0.00845222072678331,"VBASS"
"629",1,0.0084656796769852,"VBASS"
"630",1,0.00847913862718708,"VBASS"
"631",1,0.00849259757738896,"VBASS"
"632",1,0.00850605652759085,"VBASS"
"633",1,0.00851951547779273,"VBASS"
"634",1,0.00853297442799462,"VBASS"
"635",1,0.0085464333781965,"VBASS"
"636",1,0.00855989232839838,"VBASS"
"637",1,0.00857335127860027,"VBASS"
"638",1,0.00858681022880215,"VBASS"
"639",1,0.00860026917900404,"VBASS"
"640",1,0.00861372812920592,"VBASS"
"641",1,0.00862718707940781,"VBASS"
"642",1,0.00864064602960969,"VBASS"
"643",1,0.00865410497981157,"VBASS"
"644",1,0.00866756393001346,"VBASS"
"645",1,0.00868102288021534,"VBASS"
"646",1,0.00869448183041723,"VBASS"
"647",1,0.00870794078061911,"VBASS"
"648",1,0.008721399730821,"VBASS"
