,0,1
SCN2A,1.0688273,1.0691673
CHD8,1.0688273,1.0691673
ADNP,1.0688273,1.0691673
SHANK3,1.0688273,1.0691673
PTEN,1.0688273,1.0691673
SYNGAP1,1.0688273,1.0691673
MECP2,1.0688273,1.0691673
KDM5B,1.0688273,1.0691673
FOXP1,1.0688273,1.0691673
ARID1B,1.0688273,1.0691673
POGZ,1.0688273,1.0691673
ASH1L,1.0688273,1.0691673
KMT5B,1.0688273,1.0691673
SLC6A1,1.0688273,1.0691673
GIGYF1,1.0688273,1.0691673
DYRK1A,1.0688273,1.0691673
CHD2,1.0688273,1.0691673
ASXL3,1.0688273,1.0691673
TAOK1,1.0688273,1.0691673
DNMT3A,1.0688273,1.0691673
GRIN2B,1.0688273,1.0691673
BRSK2,1.0688273,1.0691673
KMT2A,1.0688273,1.0691673
NF1,1.0688273,1.0691673
STXBP1,1.0688273,1.0691673
CUL3,1.0688273,1.0691673
MED13L,1.0688273,1.0691673
ANK2,1.0688273,1.0691673
MYT1L,1.0688273,1.0691673
RORB,1.0688273,1.0691673
TBL1XR1,1.0688273,1.0691673
TBR1,1.0688273,1.0691673
DYNC1H1,1.0688273,1.0691673
WAC,1.0688273,1.0691673
PHF21A,1.0688273,1.0691673
KDM6B,1.0688273,1.0691673
DDX3X,1.0688273,1.0691673
CTNNB1,1.0688273,1.0691673
MED13,1.0688273,1.0691673
ANKRD11,1.0688273,1.0691673
CTCF,1.0688273,1.0691673
RFX3,1.0688273,1.0691673
ARHGEF9,1.0688273,1.0691673
SHANK2,1.0688273,1.0691673
DEAF1,1.0688273,1.0691673
SMARCC2,1.0688273,1.0691673
TLK2,1.0688273,1.0691673
TCF20,1.0688273,1.0691673
CNOT3,1.0688273,1.0691673
SYNCRIP,1.0688273,1.0691673
SETD5,1.0688273,1.0691673
NAA15,1.0688273,1.0691673
SCN1A,1.0688273,1.0691673
EHMT1,1.0688273,1.0691673
TCF4,1.0688273,1.0691673
SRPRA,1.0688273,1.0691673
MARK2,1.0688273,1.0691673
KMT2C,1.0688273,1.0691673
MBD5,1.0688273,1.0691673
NRXN1,1.0688273,1.0691673
IRF2BPL,1.0688273,1.0691673
