,0,1
SCN2A,1.2812833,1.1772627
CHD8,1.2812833,1.1772627
ADNP,1.2812833,1.1772627
SHANK3,1.2812833,1.1772627
PTEN,1.2812833,1.1772627
SYNGAP1,1.2812833,1.1772627
MECP2,1.2812833,1.1772627
KDM5B,1.2812833,1.1772627
FOXP1,1.2812833,1.1772627
ARID1B,1.2812833,1.1772627
POGZ,1.2812833,1.1772627
ASH1L,1.2812833,1.1772627
KMT5B,1.2812833,1.1772627
SLC6A1,1.2812833,1.1772627
GIGYF1,1.2812833,1.1772627
DYRK1A,1.2812833,1.1772627
CHD2,1.2812833,1.1772627
ASXL3,1.2812833,1.1772627
TAOK1,1.2812833,1.1772627
DNMT3A,1.2812833,1.1772627
GRIN2B,1.2812833,1.1772627
BRSK2,1.2812833,1.1772627
KMT2A,1.2812833,1.1772627
NF1,1.2812833,1.1772627
STXBP1,1.2812833,1.1772627
CUL3,1.2812833,1.1772627
MED13L,1.2812833,1.1772627
ANK2,1.2812833,1.1772627
MYT1L,1.2812833,1.1772627
RORB,1.2812833,1.1772627
TBL1XR1,1.2812833,1.1772627
TBR1,1.2812833,1.1772627
DYNC1H1,1.2812833,1.1772627
WAC,1.2812833,1.1772627
PHF21A,1.2812833,1.1772627
KDM6B,1.2812833,1.1772627
DDX3X,1.2812833,1.1772627
CTNNB1,1.2812833,1.1772627
MED13,1.2812833,1.1772627
ANKRD11,1.2812833,1.1772627
CTCF,1.2812833,1.1772627
RFX3,1.2812833,1.1772627
ARHGEF9,1.2812833,1.1772627
SHANK2,1.2812833,1.1772627
DEAF1,1.2812833,1.1772627
SMARCC2,1.2812833,1.1772627
TLK2,1.2812833,1.1772627
TCF20,1.2812833,1.1772627
CNOT3,1.2812833,1.1772627
SYNCRIP,1.2812833,1.1772627
SETD5,1.2812833,1.1772627
NAA15,1.2812833,1.1772627
SCN1A,1.2812833,1.1772627
EHMT1,1.2812833,1.1772627
TCF4,1.2812833,1.1772627
SRPRA,1.2812833,1.1772627
MARK2,1.2812833,1.1772627
KMT2C,1.2812833,1.1772627
MBD5,1.2812833,1.1772627
NRXN1,1.2812833,1.1772627
IRF2BPL,1.2812833,1.1772627
PHIP,1.2812833,1.1772627
NFE2L3,1.2812833,1.1772627
SKI,1.2812833,1.1772627
PSMD12,1.2812833,1.1772627
KCNB1,1.2812833,1.1772627
CSDE1,1.2812833,1.1772627
TSC1,1.2812833,1.1772627
DMWD,1.2812833,1.1772627
CLCN4,1.2812833,1.1772627
MEIS2,1.2812833,1.1772627
PBX1,1.2812833,1.1772627
HNRNPD,1.2812833,1.1772627
BCL11A,1.2812833,1.1772627
TCF7L2,1.2812833,1.1772627
WDFY3,1.2812833,1.1772627
PHF3,1.2812833,1.1772627
SETBP1,1.2812833,1.1772627
TGM1,1.2812833,1.1772627
EBF3,1.2812833,1.1772627
PPP2R5D,1.2812833,1.1772627
TAF4,1.2812833,1.1772627
KCNQ2,1.2812833,1.1772627
CAPRIN1,1.2812833,1.1772627
DSCAM,1.2812833,1.1772627
GABBR2,1.2812833,1.1772627
PRKG2,1.2812833,1.1772627
UBN2,1.2812833,1.1772627
MEF2C,1.2812833,1.1772627
TRIP12,1.2812833,1.1772627
EP300,1.2812833,1.1772627
NR3C2,1.2812833,1.1772627
ARHGEF18,1.2812833,1.1772627
TNPO3,1.2812833,1.1772627
SMAD6,1.2812833,1.1772627
AMOT,1.2812833,1.1772627
AUTS2,1.2812833,1.1772627
NCKAP1,1.2812833,1.1772627
DLG4,1.2812833,1.1772627
ECPAS,1.2812833,1.1772627
PRKAR1B,1.2812833,1.1772627
FUBP3,1.2812833,1.1772627
