,0,1
SCN2A,1.1235212,1.207736
CHD8,1.1235212,1.207736
ADNP,1.1235212,1.207736
SHANK3,1.1235212,1.207736
PTEN,1.1235212,1.207736
SYNGAP1,1.1235212,1.207736
MECP2,1.1235212,1.207736
KDM5B,1.1235212,1.207736
FOXP1,1.1235212,1.207736
ARID1B,1.1235212,1.207736
POGZ,1.1235212,1.207736
ASH1L,1.1235212,1.207736
KMT5B,1.1235212,1.207736
SLC6A1,1.1235212,1.207736
GIGYF1,1.1235212,1.207736
DYRK1A,1.1235212,1.207736
CHD2,1.1235212,1.207736
ASXL3,1.1235212,1.207736
TAOK1,1.1235212,1.207736
DNMT3A,1.1235212,1.207736
GRIN2B,1.1235212,1.207736
BRSK2,1.1235212,1.207736
KMT2A,1.1235212,1.207736
NF1,1.1235212,1.207736
STXBP1,1.1235212,1.207736
CUL3,1.1235212,1.207736
MED13L,1.1235212,1.207736
ANK2,1.1235212,1.207736
MYT1L,1.1235212,1.207736
RORB,1.1235212,1.207736
TBL1XR1,1.1235212,1.207736
TBR1,1.1235212,1.207736
DYNC1H1,1.1235212,1.207736
WAC,1.1235212,1.207736
PHF21A,1.1235212,1.207736
KDM6B,1.1235212,1.207736
DDX3X,1.1235212,1.207736
CTNNB1,1.1235212,1.207736
MED13,1.1235212,1.207736
ANKRD11,1.1235212,1.207736
CTCF,1.1235212,1.207736
RFX3,1.1235212,1.207736
ARHGEF9,1.1235212,1.207736
SHANK2,1.1235212,1.207736
DEAF1,1.1235212,1.207736
SMARCC2,1.1235212,1.207736
TLK2,1.1235212,1.207736
TCF20,1.1235212,1.207736
CNOT3,1.1235212,1.207736
SYNCRIP,1.1235212,1.207736
SETD5,1.1235212,1.207736
NAA15,1.1235212,1.207736
SCN1A,1.1235212,1.207736
EHMT1,1.1235212,1.207736
TCF4,1.1235212,1.207736
SRPRA,1.1235212,1.207736
MARK2,1.1235212,1.207736
KMT2C,1.1235212,1.207736
MBD5,1.1235212,1.207736
NRXN1,1.1235212,1.207736
IRF2BPL,1.1235212,1.207736
PHIP,1.1235212,1.207736
NFE2L3,1.1235212,1.207736
SKI,1.1235212,1.207736
PSMD12,1.1235212,1.207736
KCNB1,1.1235212,1.207736
CSDE1,1.1235212,1.207736
TSC1,1.1235212,1.207736
DMWD,1.1235212,1.207736
CLCN4,1.1235212,1.207736
MEIS2,1.1235212,1.207736
PBX1,1.1235212,1.207736
HNRNPD,1.1235212,1.207736
BCL11A,1.1235212,1.207736
TCF7L2,1.1235212,1.207736
WDFY3,1.1235212,1.207736
PHF3,1.1235212,1.207736
SETBP1,1.1235212,1.207736
TGM1,1.1235212,1.207736
EBF3,1.1235212,1.207736
PPP2R5D,1.1235212,1.207736
TAF4,1.1235212,1.207736
KCNQ2,1.1235212,1.207736
CAPRIN1,1.1235212,1.207736
DSCAM,1.1235212,1.207736
GABBR2,1.1235212,1.207736
PRKG2,1.1235212,1.207736
UBN2,1.1235212,1.207736
MEF2C,1.1235212,1.207736
TRIP12,1.1235212,1.207736
EP300,1.1235212,1.207736
NR3C2,1.1235212,1.207736
ARHGEF18,1.1235212,1.207736
TNPO3,1.1235212,1.207736
SMAD6,1.1235212,1.207736
AMOT,1.1235212,1.207736
AUTS2,1.1235212,1.207736
NCKAP1,1.1235212,1.207736
DLG4,1.1235212,1.207736
ECPAS,1.1235212,1.207736
PRKAR1B,1.1235212,1.207736
FUBP3,1.1235212,1.207736
GRIA2,1.1235212,1.207736
CCDC40,1.1235212,1.207736
GABRA1,1.1235212,1.207736
TSC2,1.1235212,1.207736
C1orf185,1.1235212,1.207736
METTL23,1.1235212,1.207736
HNRNPUL2,1.1235212,1.207736
PAX5,1.1235212,1.207736
ATF4,1.1235212,1.207736
RERE,1.1235212,1.207736
DHFR2,1.1235212,1.207736
TMC4,1.1235212,1.207736
FXYD5,1.1235212,1.207736
EBAG9,1.1235212,1.207736
ITGB5,1.1235212,1.207736
INTS2,1.1235212,1.207736
RAI1,1.1235212,1.207736
FOXG1,1.1235212,1.207736
PLEKHG6,1.1235212,1.207736
MAVS,1.1235212,1.207736
C1QC,1.1235212,1.207736
TMEM116,1.1235212,1.207736
SIN3A,1.1235212,1.207736
ANP32A,1.1235212,1.207736
PRR14L,1.1235212,1.207736
CSNK2B,1.1235212,1.207736
PMM2,1.1235212,1.207736
PFN2,1.1235212,1.207736
LMTK3,1.1235212,1.207736
SPRY2,1.1235212,1.207736
CMPK2,1.1235212,1.207736
IQSEC2,1.1235212,1.207736
RIPK1,1.1235212,1.207736
TPK1,1.1235212,1.207736
CASZ1,1.1235212,1.207736
ZBTB45,1.1235212,1.207736
NUDT17,1.1235212,1.207736
FANCE,1.1235212,1.207736
ZNF396,1.1235212,1.207736
NR4A2,1.1235212,1.207736
TBCEL,1.1235212,1.207736
ADAM21,1.1235212,1.207736
TCF3,1.1235212,1.207736
AAAS,1.1235212,1.207736
CELF6,1.1235212,1.207736
INSC,1.1235212,1.207736
ZMYND8,1.1235212,1.207736
CLTC,1.1235212,1.207736
TCHHL1,1.1235212,1.207736
CTDSPL2,1.1235212,1.207736
ZNF292,1.1235212,1.207736
KCNQ3,1.1235212,1.207736
RALGAPB,1.1235212,1.207736
SRCAP,1.1235212,1.207736
RAB11FIP4,1.1235212,1.207736
ZNF865,1.1235212,1.207736
CASKIN1,1.1235212,1.207736
RANBP17,1.1235212,1.207736
FBN1,1.1235212,1.207736
ACTB,1.1235212,1.207736
CNNM2,1.1235212,1.207736
TSHZ1,1.1235212,1.207736
UPF3B,1.1235212,1.207736
PHF2,1.1235212,1.207736
FMR1,1.1235212,1.207736
MIB1,1.1235212,1.207736
FADS1,1.1235212,1.207736
FRMD7,1.1235212,1.207736
LDB1,1.1235212,1.207736
PCDH19,1.1235212,1.207736
EIF3G,1.1235212,1.207736
MYO1E,1.1235212,1.207736
ZFAND5,1.1235212,1.207736
CFAP410,1.1235212,1.207736
BICRA,1.1235212,1.207736
MYBL2,1.1235212,1.207736
KIAA1958,1.1235212,1.207736
GABRG2,1.1235212,1.207736
SKIDA1,1.1235212,1.207736
PSMA3,1.1235212,1.207736
TTC37,1.1235212,1.207736
PCYT1A,1.1235212,1.207736
AP1G1,1.1235212,1.207736
FEZF2,1.1235212,1.207736
FGF19,1.1235212,1.207736
MSL3,1.1235212,1.207736
SON,1.1235212,1.207736
DNAJC5,1.1235212,1.207736
FBXO22,1.1235212,1.207736
TNFRSF8,1.1235212,1.207736
HDAC11,1.1235212,1.207736
SSR2,1.1235212,1.207736
ACTG1,1.1235212,1.207736
PNN,1.1235212,1.207736
RUNX1T1,1.1235212,1.207736
APBB1,1.1235212,1.207736
CERS4,1.1235212,1.207736
CELF4,1.1235212,1.207736
ZBTB14,1.1235212,1.207736
ATAT1,1.1235212,1.207736
RBBP5,1.1235212,1.207736
G3BP1,1.1235212,1.207736
WNT7B,1.1235212,1.207736
BDP1,1.1235212,1.207736
RNF217,1.1235212,1.207736
CBX4,1.1235212,1.207736
NME8,1.1235212,1.207736
DCUN1D3,1.1235212,1.207736
ENC1,1.1235212,1.207736
UBB,1.1235212,1.207736
NEO1,1.1235212,1.207736
SLC4A10,1.1235212,1.207736
BRF2,1.1235212,1.207736
PSMD11,1.1235212,1.207736
NR2F1,1.1235212,1.207736
CASK,1.1235212,1.207736
SARM1,1.1235212,1.207736
TPST2,1.1235212,1.207736
