,0
GW16.Neurons,0.05649256575161676
GW26.GABAergic.neurons,0.13905930978683967
GW23.GABAergic.neurons,0.037176786218786874
GW16.Stem.cells,0.1688544503982148
GW26.Neurons,-0.20387557713188106
GW10.Neurons,0.037991288232670554
GW23.Neurons,0.03647024867395141
GW10.Stem.cells,0.004751130738997889
GW16.GABAergic.neurons,0.035306168813665634
GW19.Neurons,0.005830368856893796
GW26.OPC,-0.012042978610903917
GW26.Astrocytes,0.07030480130267275
GW12.Neurons,-0.056782169661963464
GW09.Stem.cells,-0.03148995844230803
GW26.Microglia,-0.054725590193315646
GW09.Neurons,-0.07434756006721661
GW23.OPC,0.01861709228826785
GW19.GABAergic.neurons,-0.06042996884307404
GW13.Neurons,-0.08334378461705702
GW08.Neurons,-0.1674639640303459
GW16.OPC,0.07509476111900186
GW12.Stem.cells,0.06684491583051425
GW16.Microglia,-0.10978372586256506
GW23.Microglia,-0.03971581634977511
week_10.hPeric,0.05611822113410606
week_10.hRgl2a,-0.04328870174278605
week_11.hRgl2a,-0.021182095216565187
week_10.Unk,-0.042492048025505214
week_11.hPeric,-0.031229549939030397
week_9.Unk,-0.03020674169776062
week_6.hProgFPM,0.04096344382260227
week_8.Unk,-0.038716980619622206
week_11.hRgl2b,-0.05364301904599071
week_9.hGaba,0.08844528520957448
week_6.hProgBP,-0.04720561137166956
week_8.hNbM,-0.08836836668216369
week_8.hNProg,-0.0495448125259948
week_11.hEndo,-0.004592082503925145
week_11.Unk,-0.09009899752068268
week_6.hProgM,0.03861749716646764
week_6.hProgFPL,0.008354528187467375
week_6.Unk,-0.02598891957406955
week_8.hProgBP,0.03822695842083745
week_8.hNbML1,-0.025695685241194394
week_9.hNbML5,0.024142484065490178
week_8.hOMTN,0.02477580058040996
week_6.hNProg,0.0063938459155343085
week_6.hOMTN,0.03724238572063505
week_11.hRgl3,0.005665344826796874
week_10.hEndo,0.039736801018798305
week_8.hProgFPM,-0.03165255379079376
week_8.hRN,0.01362008206962872
week_9.hOMTN,0.01886725544148812
week_10.hDA2,-0.03215279352308259
week_10.hRgl3,-0.04467938953875034
week_11.hOPC,-0.030365113757339048
week_11.hRgl2c,-0.09612223562472196
week_10.hNbM,0.033249606788451645
week_10.hDA1,0.04001370360272065
week_9.hProgBP,0.016761034895921498
week_8.hProgM,-0.052703457989781516
week_10.hRgl2b,0.04920853400895807
week_7.hRgl2a,-0.024257836818660776
week_7.hOMTN,0.011180936701129579
week_7.Unk,-0.03925412964333445
week_10.hRgl1,-0.02267728818010985
week_7.hProgBP,-0.00957883011291071
week_10.hDA0,0.003030829112527152
week_9.hNbGaba,0.06589386416320288
week_9.hDA0,0.08553350930350968
week_9.hDA1,0.0970548096168558
week_9.hNProg,-0.043550412753995175
week_8.hProgFPL,0.043247148258596095
week_9.hRgl2a,0.0007672669944413309
week_9.hDA2,-0.004959513461336295
week_6.hNbML1,-0.006183587960043469
week_9.hNbM,0.0035550052510473764
week_9.hNbML1,0.09324095280948809
week_6.hNbM,-0.03174600407908537
week_10.hGaba,-0.014052798257079927
dn.cls1,0.03011643216590841
dn.cls2,0.012128085014947785
