,0
GW16.Neurons,0.0789310901579217
GW26.GABAergic.neurons,0.14832797582098503
GW23.GABAergic.neurons,0.01885139012360223
GW16.Stem.cells,0.20437071790347677
GW26.Neurons,-0.19021855039744315
GW10.Neurons,0.021301104842816814
GW23.Neurons,0.04063825287813461
GW10.Stem.cells,0.03267494856368202
GW16.GABAergic.neurons,0.017449651009691543
GW19.Neurons,0.0022327623982932557
GW26.OPC,-0.0028716766799067725
GW26.Astrocytes,0.05654439176105522
GW12.Neurons,-0.07380122666439143
GW09.Stem.cells,-0.0375993066254368
GW26.Microglia,-0.03166923624240097
GW09.Neurons,-0.06936490315416817
GW23.OPC,0.029231519698233597
GW19.GABAergic.neurons,-0.07083258305505731
GW13.Neurons,-0.08349760702532556
GW08.Neurons,-0.14839505959680618
GW16.OPC,0.09408490128091093
GW12.Stem.cells,0.042766489073358976
GW16.Microglia,-0.1077774635666566
GW23.Microglia,-0.07178459823458441
week_10.hPeric,0.031802830963227904
week_10.hRgl2a,-0.0413115562742741
week_11.hRgl2a,-0.027901000119115258
week_10.Unk,-0.03951605860146967
week_11.hPeric,-0.023185788453429616
week_9.Unk,-0.029187409216229098
week_6.hProgFPM,0.03505409988096112
week_8.Unk,-0.045690763994837215
week_11.hRgl2b,-0.039984638740701545
week_9.hGaba,0.10258140620078378
week_6.hProgBP,-0.03685370680436617
week_8.hNbM,-0.07244903545904793
week_8.hNProg,-0.03769211659869046
week_11.hEndo,-0.018148251137397323
week_11.Unk,-0.10232215533859765
week_6.hProgM,0.022154694698513652
week_6.hProgFPL,0.049544679705398914
week_6.Unk,-0.029882330990996575
week_8.hProgBP,0.022423220222186645
week_8.hNbML1,-0.013840299195933384
week_9.hNbML5,0.03759235334747703
week_8.hOMTN,0.033589178682985284
week_6.hNProg,-0.00199527057865619
week_6.hOMTN,0.04810201198958232
week_11.hRgl3,0.010616514133025464
week_10.hEndo,0.03615857156649708
week_8.hProgFPM,-0.03870175979807719
week_8.hRN,0.006510978094388645
week_9.hOMTN,0.023247643785069497
week_10.hDA2,-0.03474745181658513
week_10.hRgl3,-0.044101875261541995
week_11.hOPC,-0.019006940757739666
week_11.hRgl2c,-0.1014419847420448
week_10.hNbM,0.029360732769114377
week_10.hDA1,0.04834407394938814
week_9.hProgBP,0.007279793744646256
week_8.hProgM,-0.055992158859959035
week_10.hRgl2b,0.040180998753953465
week_7.hRgl2a,-0.015830472155788082
week_7.hOMTN,0.018839036073815187
week_7.Unk,-0.042755998001949604
week_10.hRgl1,-0.02677756501077942
week_7.hProgBP,-0.016462771973212
week_10.hDA0,-0.006387588479353551
week_9.hNbGaba,0.0765236040471749
week_9.hDA0,0.07659337594030004
week_9.hDA1,0.11508399427568156
week_9.hNProg,-0.04434104821659874
week_8.hProgFPL,0.046534459816571755
week_9.hRgl2a,-0.01095052329741829
week_9.hDA2,-0.005675080082562605
week_6.hNbML1,-0.030518870969411225
week_9.hNbM,-0.009672142264628007
week_9.hNbML1,0.10394964083759352
week_6.hNbM,-0.039410331235373776
week_10.hGaba,-0.010590679857401038
dn.cls1,0.02442627593869611
dn.cls2,0.007583616818899579
