,0,1,2,3,4,5,6,7
SCN2A,0.26290345,0.5398841,1.1815375,0.72041816,0.47093868,0.6296424,0.81937945,0.777948
CHD8,0.23959528,0.643122,1.2147967,0.8935658,0.4645535,0.7398223,0.7521583,0.58645463
ADNP,0.23959385,0.6280049,1.0870907,0.7922553,0.46085832,0.7210417,0.75108707,0.7415319
SHANK3,0.31484774,0.68083453,1.4087175,0.8812771,0.42871347,0.7291316,0.7348642,0.5774572
PTEN,0.27286783,0.6196117,1.1079481,0.7930795,0.4817258,0.68935984,0.75181186,0.67623204
SYNGAP1,0.29808554,0.7076544,1.4977816,1.0597087,0.44356632,0.73357576,0.7896942,0.5294153
MECP2,0.28009704,0.69542634,1.386527,0.94645935,0.4299097,0.7289267,0.6995102,0.63348395
KDM5B,0.28422254,0.62985957,1.1406299,0.7973024,0.47318104,0.7874266,0.7484364,0.71789014
FOXP1,0.21933913,0.58768433,1.1173398,0.8513297,0.42461714,0.74602526,0.7394394,0.73258483
ARID1B,0.2448191,0.58847964,1.2509581,0.8040601,0.47526836,0.724037,0.69740486,0.7531195
POGZ,0.250411,0.5901617,1.1781732,0.8035179,0.45127836,0.70751935,0.755143,0.7047643
ASH1L,0.24985914,0.6726755,1.1716307,0.81704646,0.44041473,0.7683049,0.6903136,0.71180505
KMT5B,0.22676918,0.5950191,1.1023244,0.79175454,0.42635256,0.7120057,0.68741924,0.71033007
SLC6A1,0.22894102,0.66232556,1.0526441,0.80827737,0.39227638,0.6349229,0.61739254,0.703135
GIGYF1,0.24208131,0.59202236,1.2238392,0.90507305,0.41510162,0.764094,0.63974404,0.6260389
DYRK1A,0.24058743,0.6048925,1.2069666,0.8570354,0.39356703,0.79678345,0.65989983,0.69207007
CHD2,0.24175987,0.62201047,1.2567062,0.8289561,0.47792834,0.75163734,0.75988084,0.6719991
ASXL3,0.32656547,0.6477009,1.109232,0.7937809,0.47648585,0.6910118,0.7984414,0.71114063
TAOK1,0.23699984,0.661448,1.0880239,0.8444352,0.43630922,0.7862529,0.6831388,0.75514644
DNMT3A,0.2575302,0.6324465,1.32273,0.9178633,0.49022478,0.6990647,0.842606,0.6350249
GRIN2B,0.39390713,0.76168,1.5463786,1.0190957,0.4801591,0.64876896,0.8032037,0.51677656
BRSK2,0.2790845,0.536837,1.3475941,0.81613475,0.45041132,0.6448806,0.8839754,0.5440308
KMT2A,0.24368879,0.61165476,1.0892189,0.7409516,0.47215962,0.76583064,0.74503505,0.71617144
NF1,0.2475948,0.62846947,1.3090061,0.8721394,0.46713755,0.74948955,0.7402204,0.64520377
STXBP1,0.26811153,0.65441173,1.1737239,0.85183877,0.43156275,0.8042982,0.6852039,0.6960974
