,0,1
SCN2A,13.709559,6.443382
CHD8,13.709559,6.443382
ADNP,13.709559,6.443382
SHANK3,13.709559,6.443382
PTEN,13.709559,6.443382
SYNGAP1,13.709559,6.443382
MECP2,13.709559,6.443382
KDM5B,13.709559,6.443382
FOXP1,13.709559,6.443382
ARID1B,13.709559,6.443382
POGZ,13.709559,6.443382
ASH1L,13.709559,6.443382
KMT5B,13.709559,6.443382
SLC6A1,13.709559,6.443382
GIGYF1,13.709559,6.443382
DYRK1A,13.709559,6.443382
CHD2,13.709559,6.443382
ASXL3,13.709559,6.443382
TAOK1,13.709559,6.443382
DNMT3A,13.709559,6.443382
GRIN2B,13.709559,6.443382
BRSK2,13.709559,6.443382
KMT2A,13.709559,6.443382
NF1,13.709559,6.443382
STXBP1,13.709559,6.443382
CUL3,13.709559,6.443382
MED13L,13.709559,6.443382
ANK2,13.709559,6.443382
MYT1L,13.709559,6.443382
RORB,13.709559,6.443382
TBL1XR1,13.709559,6.443382
TBR1,13.709559,6.443382
DYNC1H1,13.709559,6.443382
WAC,13.709559,6.443382
PHF21A,13.709559,6.443382
KDM6B,13.709559,6.443382
DDX3X,13.709559,6.443382
CTNNB1,13.709559,6.443382
MED13,13.709559,6.443382
ANKRD11,13.709559,6.443382
CTCF,13.709559,6.443382
RFX3,13.709559,6.443382
ARHGEF9,13.709559,6.443382
SHANK2,13.709559,6.443382
DEAF1,13.709559,6.443382
SMARCC2,13.709559,6.443382
TLK2,13.709559,6.443382
TCF20,13.709559,6.443382
CNOT3,13.709559,6.443382
SYNCRIP,13.709559,6.443382
SETD5,13.709559,6.443382
NAA15,13.709559,6.443382
SCN1A,13.709559,6.443382
EHMT1,13.709559,6.443382
TCF4,13.709559,6.443382
SRPRA,13.709559,6.443382
MARK2,13.709559,6.443382
KMT2C,13.709559,6.443382
MBD5,13.709559,6.443382
NRXN1,13.709559,6.443382
IRF2BPL,13.709559,6.443382
PHIP,13.709559,6.443382
NFE2L3,13.709559,6.443382
SKI,13.709559,6.443382
PSMD12,13.709559,6.443382
KCNB1,13.709559,6.443382
CSDE1,13.709559,6.443382
TSC1,13.709559,6.443382
DMWD,13.709559,6.443382
CLCN4,13.709559,6.443382
MEIS2,13.709559,6.443382
PBX1,13.709559,6.443382
HNRNPD,13.709559,6.443382
BCL11A,13.709559,6.443382
TCF7L2,13.709559,6.443382
WDFY3,13.709559,6.443382
PHF3,13.709559,6.443382
SETBP1,13.709559,6.443382
TGM1,13.709559,6.443382
EBF3,13.709559,6.443382
PPP2R5D,13.709559,6.443382
TAF4,13.709559,6.443382
KCNQ2,13.709559,6.443382
CAPRIN1,13.709559,6.443382
DSCAM,13.709559,6.443382
GABBR2,13.709559,6.443382
PRKG2,13.709559,6.443382
UBN2,13.709559,6.443382
MEF2C,13.709559,6.443382
TRIP12,13.709559,6.443382
EP300,13.709559,6.443382
NR3C2,13.709559,6.443382
ARHGEF18,13.709559,6.443382
TNPO3,13.709559,6.443382
SMAD6,13.709559,6.443382
AMOT,13.709559,6.443382
AUTS2,13.709559,6.443382
NCKAP1,13.709559,6.443382
DLG4,13.709559,6.443382
ECPAS,13.709559,6.443382
PRKAR1B,13.709559,6.443382
FUBP3,13.709559,6.443382
GRIA2,13.709559,6.443382
CCDC40,13.709559,6.443382
GABRA1,13.709559,6.443382
TSC2,13.709559,6.443382
C1orf185,13.709559,6.443382
METTL23,13.709559,6.443382
HNRNPUL2,13.709559,6.443382
PAX5,13.709559,6.443382
ATF4,13.709559,6.443382
RERE,13.709559,6.443382
DHFR2,13.709559,6.443382
TMC4,13.709559,6.443382
FXYD5,13.709559,6.443382
EBAG9,13.709559,6.443382
ITGB5,13.709559,6.443382
INTS2,13.709559,6.443382
RAI1,13.709559,6.443382
FOXG1,13.709559,6.443382
PLEKHG6,13.709559,6.443382
MAVS,13.709559,6.443382
C1QC,13.709559,6.443382
TMEM116,13.709559,6.443382
SIN3A,13.709559,6.443382
ANP32A,13.709559,6.443382
PRR14L,13.709559,6.443382
CSNK2B,13.709559,6.443382
PMM2,13.709559,6.443382
PFN2,13.709559,6.443382
LMTK3,13.709559,6.443382
SPRY2,13.709559,6.443382
CMPK2,13.709559,6.443382
IQSEC2,13.709559,6.443382
RIPK1,13.709559,6.443382
TPK1,13.709559,6.443382
CASZ1,13.709559,6.443382
ZBTB45,13.709559,6.443382
NUDT17,13.709559,6.443382
FANCE,13.709559,6.443382
ZNF396,13.709559,6.443382
NR4A2,13.709559,6.443382
TBCEL,13.709559,6.443382
ADAM21,13.709559,6.443382
TCF3,13.709559,6.443382
AAAS,13.709559,6.443382
CELF6,13.709559,6.443382
INSC,13.709559,6.443382
ZMYND8,13.709559,6.443382
CLTC,13.709559,6.443382
TCHHL1,13.709559,6.443382
CTDSPL2,13.709559,6.443382
ZNF292,13.709559,6.443382
KCNQ3,13.709559,6.443382
RALGAPB,13.709559,6.443382
SRCAP,13.709559,6.443382
RAB11FIP4,13.709559,6.443382
ZNF865,13.709559,6.443382
CASKIN1,13.709559,6.443382
RANBP17,13.709559,6.443382
FBN1,13.709559,6.443382
ACTB,13.709559,6.443382
CNNM2,13.709559,6.443382
TSHZ1,13.709559,6.443382
UPF3B,13.709559,6.443382
PHF2,13.709559,6.443382
FMR1,13.709559,6.443382
MIB1,13.709559,6.443382
FADS1,13.709559,6.443382
FRMD7,13.709559,6.443382
LDB1,13.709559,6.443382
PCDH19,13.709559,6.443382
EIF3G,13.709559,6.443382
MYO1E,13.709559,6.443382
ZFAND5,13.709559,6.443382
CFAP410,13.709559,6.443382
BICRA,13.709559,6.443382
MYBL2,13.709559,6.443382
KIAA1958,13.709559,6.443382
GABRG2,13.709559,6.443382
SKIDA1,13.709559,6.443382
PSMA3,13.709559,6.443382
TTC37,13.709559,6.443382
PCYT1A,13.709559,6.443382
AP1G1,13.709559,6.443382
FEZF2,13.709559,6.443382
FGF19,13.709559,6.443382
MSL3,13.709559,6.443382
SON,13.709559,6.443382
DNAJC5,13.709559,6.443382
FBXO22,13.709559,6.443382
TNFRSF8,13.709559,6.443382
HDAC11,13.709559,6.443382
SSR2,13.709559,6.443382
ACTG1,13.709559,6.443382
PNN,13.709559,6.443382
RUNX1T1,13.709559,6.443382
APBB1,13.709559,6.443382
CERS4,13.709559,6.443382
CELF4,13.709559,6.443382
ZBTB14,13.709559,6.443382
ATAT1,13.709559,6.443382
RBBP5,13.709559,6.443382
G3BP1,13.709559,6.443382
WNT7B,13.709559,6.443382
BDP1,13.709559,6.443382
RNF217,13.709559,6.443382
CBX4,13.709559,6.443382
NME8,13.709559,6.443382
DCUN1D3,13.709559,6.443382
ENC1,13.709559,6.443382
UBB,13.709559,6.443382
NEO1,13.709559,6.443382
SLC4A10,13.709559,6.443382
BRF2,13.709559,6.443382
PSMD11,13.709559,6.443382
NR2F1,13.709559,6.443382
CASK,13.709559,6.443382
SARM1,13.709559,6.443382
TPST2,13.709559,6.443382
FPGS,13.709559,6.443382
QRICH1,13.709559,6.443382
LRP10,13.709559,6.443382
CD101,13.709559,6.443382
INTS7,13.709559,6.443382
SMAD4,13.709559,6.443382
STARD10,13.709559,6.443382
CNTNAP3,13.709559,6.443382
DHX37,13.709559,6.443382
GABRB3,13.709559,6.443382
NDNF,13.709559,6.443382
FARP2,13.709559,6.443382
SLF1,13.709559,6.443382
HDAC4,13.709559,6.443382
CNGB3,13.709559,6.443382
PCDHGA8,13.709559,6.443382
TSPAN4,13.709559,6.443382
FUK,13.709559,6.443382
SULT1A1,13.709559,6.443382
NTS,13.709559,6.443382
MAN1A1,13.709559,6.443382
FAM57B,13.709559,6.443382
RFX8,13.709559,6.443382
NACC1,13.709559,6.443382
ZSWIM4,13.709559,6.443382
PPCS,13.709559,6.443382
SUSD4,13.709559,6.443382
TMEM165,13.709559,6.443382
RIMBP2,13.709559,6.443382
PSMD6,13.709559,6.443382
ITPKA,13.709559,6.443382
MSL2,13.709559,6.443382
RNF146,13.709559,6.443382
NSD2,13.709559,6.443382
SOX11,13.709559,6.443382
SLC34A1,13.709559,6.443382
ADPGK,13.709559,6.443382
TCERG1,13.709559,6.443382
ZBTB18,13.709559,6.443382
TAF6,13.709559,6.443382
BCL11B,13.709559,6.443382
PPM1M,13.709559,6.443382
PUF60,13.709559,6.443382
CUX2,13.709559,6.443382
GPC5,13.709559,6.443382
SERPINI1,13.709559,6.443382
SATB2,13.709559,6.443382
CRISPLD1,13.709559,6.443382
ZMYM2,13.709559,6.443382
DBF4,13.709559,6.443382
ZMYND11,13.709559,6.443382
TNFAIP8L3,13.709559,6.443382
PCDHGA12,13.709559,6.443382
ARHGEF2,13.709559,6.443382
CFAP70,13.709559,6.443382
HPS6,13.709559,6.443382
JARID2,13.709559,6.443382
SNCA,13.709559,6.443382
KDM6A,13.709559,6.443382
ASB14,13.709559,6.443382
CALU,13.709559,6.443382
HNRNPL,13.709559,6.443382
KLHL25,13.709559,6.443382
AHDC1,13.709559,6.443382
CTR9,13.709559,6.443382
B9D1,13.709559,6.443382
SPAST,13.709559,6.443382
EIF4G2,13.709559,6.443382
LRRFIP1,13.709559,6.443382
TUBB2A,13.709559,6.443382
GGNBP2,13.709559,6.443382
ARHGAP44,13.709559,6.443382
CARD14,13.709559,6.443382
CIC,13.709559,6.443382
DIP2C,13.709559,6.443382
RIPOR3,13.709559,6.443382
CCNT2,13.709559,6.443382
ZC3H14,13.709559,6.443382
PER2,13.709559,6.443382
DCAF7,13.709559,6.443382
MAP2K7,13.709559,6.443382
AMOTL1,13.709559,6.443382
HBD,13.709559,6.443382
PSMC5,13.709559,6.443382
FOXP2,13.709559,6.443382
DACT1,13.709559,6.443382
PAPOLG,13.709559,6.443382
FBXW5,13.709559,6.443382
POTEH,13.709559,6.443382
CTB-186H2.3,13.709559,6.443382
FLJ00273,13.709559,6.443382
CD93,13.709559,6.443382
MFHAS1,13.709559,6.443382
BTRC,13.709559,6.443382
FBH1,13.709559,6.443382
ANO9,13.709559,6.443382
SETD1A,13.709559,6.443382
WNT9B,13.709559,6.443382
LRRC4,13.709559,6.443382
NPIPB5,13.709559,6.443382
ZNF462,13.709559,6.443382
ZMAT5,13.709559,6.443382
TLE3,13.709559,6.443382
CYP17A1,13.709559,6.443382
EFR3A,13.709559,6.443382
ULK1,13.709559,6.443382
S100G,13.709559,6.443382
TRERF1,13.709559,6.443382
IFRD2,13.709559,6.443382
EIF2A,13.709559,6.443382
MOB4,13.709559,6.443382
ANKS4B,13.709559,6.443382
FAM72A,13.709559,6.443382
PARN,13.709559,6.443382
GSTM1,13.709559,6.443382
DNTT,13.709559,6.443382
SNTA1,13.709559,6.443382
KRTAP2-2,13.709559,6.443382
HECTD4,13.709559,6.443382
DEFB128,13.709559,6.443382
TGM6,13.709559,6.443382
NBPF12,13.709559,6.443382
KLHDC10,13.709559,6.443382
HTN1,13.709559,6.443382
SLC28A1,13.709559,6.443382
KATNAL2,13.709559,6.443382
ING1,13.709559,6.443382
MGRN1,13.709559,6.443382
SLC25A46,13.709559,6.443382
CHN2,13.709559,6.443382
C19orf33,13.709559,6.443382
WWC2,13.709559,6.443382
TOP3B,13.709559,6.443382
PRR12,13.709559,6.443382
TTC12,13.709559,6.443382
KCNT1,13.709559,6.443382
MCPH1,13.709559,6.443382
GSS,13.709559,6.443382
MOGS,13.709559,6.443382
PRAMEF10,13.709559,6.443382
HMGN2,13.709559,6.443382
KRTAP5-2,13.709559,6.443382
EIF2AK1,13.709559,6.443382
PPP1R17,13.709559,6.443382
ERI1,13.709559,6.443382
NRG4,13.709559,6.443382
EMSY,13.709559,6.443382
TCEAL1,13.709559,6.443382
MBNL1,13.709559,6.443382
KIAA0232,13.709559,6.443382
DUS1L,13.709559,6.443382
TMEM140,13.709559,6.443382
GRIN1,13.709559,6.443382
SLC16A1,13.709559,6.443382
IFNA5,13.709559,6.443382
HIST1H1A,13.709559,6.443382
TCF24,13.709559,6.443382
RYBP,13.709559,6.443382
HIST1H2BK,13.709559,6.443382
RPS6KA3,13.709559,6.443382
HIST1H1E,13.709559,6.443382
MYH2,13.709559,6.443382
TOMM7,13.709559,6.443382
TMEM14C,13.709559,6.443382
RIPPLY1,13.709559,6.443382
SMIM15,13.709559,6.443382
TPBGL,13.709559,6.443382
BDKRB2,13.709559,6.443382
NRSN2,13.709559,6.443382
IFITM1,13.709559,6.443382
ARF1,13.709559,6.443382
MSH2,13.709559,6.443382
SCNN1D,13.709559,6.443382
RAC3,13.709559,6.443382
RPS12,13.709559,6.443382
SMIM22,13.709559,6.443382
NBPF20,13.709559,6.443382
ZNF71,13.709559,6.443382
EFCAB9,13.709559,6.443382
C2orf72,13.709559,6.443382
PTMS,13.709559,6.443382
ZNF580,13.709559,6.443382
ARF3,13.709559,6.443382
MLANA,13.709559,6.443382
LLPH,13.709559,6.443382
LSM10,13.709559,6.443382
GSTA2,13.709559,6.443382
C3orf56,13.709559,6.443382
BST2,13.709559,6.443382
WASHC3,13.709559,6.443382
GATC,13.709559,6.443382
TGFBR3L,13.709559,6.443382
VIP,13.709559,6.443382
UBA6,13.709559,6.443382
NUDCD2,13.709559,6.443382
FCER1G,13.709559,6.443382
YWHAZ,13.709559,6.443382
MKX,13.709559,6.443382
BPIFA1,13.709559,6.443382
IL3,13.709559,6.443382
VPREB3,13.709559,6.443382
ABCC5,13.709559,6.443382
MDFI,13.709559,6.443382
CA3,13.709559,6.443382
CD59,13.709559,6.443382
C4orf19,13.709559,6.443382
CARHSP1,13.709559,6.443382
