"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"pi0",0.0372887472118178,0.000163801295560225,0.00703663894583876,0.0253707563007716,0.0322097843891255,0.0367940618683831,0.0416272687422121,0.0523989320829417,1845.42275141476,1.00494498508758
"A[1]",104.145972001638,1.84253947726132,87.665628308615,20.0136606899579,46.2615736340269,75.5601141639441,130.746185070752,351.779241953104,2263.73245002215,1.00180178312667
"B[1]",0.736600240941542,0.000424916469149304,0.0196428557839766,0.705675608299656,0.72315711752749,0.733935705347583,0.748049378217773,0.775950364635926,2136.9882198855,0.999989481106664
"C[1]",0.282424083524931,0.00209569900812166,0.095893529308835,0.0914667274318622,0.217652785386639,0.284968572405814,0.347134875395324,0.467978494811775,2093.73055064816,1.00082408420559
"hyperGammaMeanDN[1]",19.9463630614636,0.103548194259561,5.42547176418298,10.3221837127036,16.1274830957159,19.6135607666533,23.3395986456094,31.8701530658147,2745.3009203698,1.00199235441838
"hyperGammaMeanDN[2]",11.7883250267841,0.0655159948480728,3.59679675530469,5.80794634016349,9.18304736699907,11.4667529098527,14.0358036417255,19.3633801485846,3013.95744006223,1.0010005746348
"hyperBetaDN[1]",0.837092233216968,0.000443766231245781,0.0207835962620396,0.816064164158159,0.8243993488023,0.8315979158988,0.843022873636853,0.892076246504565,2193.4760270234,1.00302862659413
"hyperBetaDN[2]",0.895773422103841,0.0014801085892015,0.068541479846032,0.832226628644295,0.85409256823802,0.876466807317011,0.91371672868607,1.07388729920349,2144.46911535709,1.00192920994688
