,0,1
SCN2A,1.2116437,1.2666672
CHD8,1.2116437,1.2666672
ADNP,1.2116437,1.2666672
SHANK3,1.2116437,1.2666672
PTEN,1.2116437,1.2666672
SYNGAP1,1.2116437,1.2666672
MECP2,1.2116437,1.2666672
KDM5B,1.2116437,1.2666672
FOXP1,1.2116437,1.2666672
ARID1B,1.2116437,1.2666672
POGZ,1.2116437,1.2666672
ASH1L,1.2116437,1.2666672
KMT5B,1.2116437,1.2666672
SLC6A1,1.2116437,1.2666672
GIGYF1,1.2116437,1.2666672
DYRK1A,1.2116437,1.2666672
CHD2,1.2116437,1.2666672
ASXL3,1.2116437,1.2666672
TAOK1,1.2116437,1.2666672
DNMT3A,1.2116437,1.2666672
GRIN2B,1.2116437,1.2666672
BRSK2,1.2116437,1.2666672
KMT2A,1.2116437,1.2666672
NF1,1.2116437,1.2666672
STXBP1,1.2116437,1.2666672
CUL3,1.2116437,1.2666672
MED13L,1.2116437,1.2666672
ANK2,1.2116437,1.2666672
MYT1L,1.2116437,1.2666672
RORB,1.2116437,1.2666672
TBL1XR1,1.2116437,1.2666672
TBR1,1.2116437,1.2666672
DYNC1H1,1.2116437,1.2666672
WAC,1.2116437,1.2666672
PHF21A,1.2116437,1.2666672
KDM6B,1.2116437,1.2666672
DDX3X,1.2116437,1.2666672
CTNNB1,1.2116437,1.2666672
MED13,1.2116437,1.2666672
ANKRD11,1.2116437,1.2666672
CTCF,1.2116437,1.2666672
RFX3,1.2116437,1.2666672
ARHGEF9,1.2116437,1.2666672
SHANK2,1.2116437,1.2666672
DEAF1,1.2116437,1.2666672
SMARCC2,1.2116437,1.2666672
TLK2,1.2116437,1.2666672
TCF20,1.2116437,1.2666672
CNOT3,1.2116437,1.2666672
SYNCRIP,1.2116437,1.2666672
SETD5,1.2116437,1.2666672
NAA15,1.2116437,1.2666672
SCN1A,1.2116437,1.2666672
EHMT1,1.2116437,1.2666672
TCF4,1.2116437,1.2666672
SRPRA,1.2116437,1.2666672
MARK2,1.2116437,1.2666672
KMT2C,1.2116437,1.2666672
MBD5,1.2116437,1.2666672
NRXN1,1.2116437,1.2666672
IRF2BPL,1.2116437,1.2666672
PHIP,1.2116437,1.2666672
NFE2L3,1.2116437,1.2666672
SKI,1.2116437,1.2666672
PSMD12,1.2116437,1.2666672
KCNB1,1.2116437,1.2666672
CSDE1,1.2116437,1.2666672
TSC1,1.2116437,1.2666672
DMWD,1.2116437,1.2666672
CLCN4,1.2116437,1.2666672
MEIS2,1.2116437,1.2666672
PBX1,1.2116437,1.2666672
HNRNPD,1.2116437,1.2666672
BCL11A,1.2116437,1.2666672
TCF7L2,1.2116437,1.2666672
WDFY3,1.2116437,1.2666672
PHF3,1.2116437,1.2666672
SETBP1,1.2116437,1.2666672
TGM1,1.2116437,1.2666672
EBF3,1.2116437,1.2666672
PPP2R5D,1.2116437,1.2666672
TAF4,1.2116437,1.2666672
KCNQ2,1.2116437,1.2666672
CAPRIN1,1.2116437,1.2666672
DSCAM,1.2116437,1.2666672
GABBR2,1.2116437,1.2666672
PRKG2,1.2116437,1.2666672
UBN2,1.2116437,1.2666672
MEF2C,1.2116437,1.2666672
TRIP12,1.2116437,1.2666672
EP300,1.2116437,1.2666672
NR3C2,1.2116437,1.2666672
