"","PC0","PC1","PC2","training.label","louvain.clust","k.means.clust","log_pi","posterior.label"
"TOB2",-1.44107641754514,0.394790204763464,-0.26654042022112,NA,"0","3",-3.4334593,NA
"C17orf78",1.37512145344442,0.150253085858453,-0.0142660210428586,NA,"0","1",-3.4155436,NA
"KLF13",-0.0643059573612849,0.0110500864276126,-0.186461441593032,NA,"0","1",-3.3331113,NA
"GLT6D1",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"HES3",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"CCDC89",1.32509528682598,0.163906506369238,-0.00798219229386949,NA,"0","1",-3.4497948,NA
"TIGIT",1.37882060304333,0.153652121491786,-0.0158903700910239,NA,"0","1",-3.4130018,NA
"CHAC2",0.718770002088096,0.217229038517005,-0.186129237261685,NA,"0","1",-3.4038253,NA
"HMGN1",-5.60297260977835,0.487677668547134,0.0968754466873084,NA,"0","1",-3.2154272,NA
"AGR2",1.32587878448571,0.0974209668502166,-0.0328211454471901,NA,"0","1",-3.2602608,NA
"FAM19A4",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"WFDC2",0.0815399096895756,-0.464861263273498,0.19709440844033,NA,"0","1",-3.406609,NA
"MID1IP1",-0.881346953928038,-0.67432562740589,-0.142518467589449,NA,"0","1",-3.282421,NA
"STPG4",1.36210986848846,0.161287017540514,-0.00728144078137624,NA,"0","1",-3.3690567,NA
"UBE2D4",-0.0560964989052863,-0.736389532670245,0.0827042479324579,NA,"0","1",-3.430658,NA
"TMEM242",-1.39377759847337,-0.28136894199974,-0.279960600590252,NA,"0","3",-3.4425635,NA
"CNRIP1",-1.245586567869,-0.784055831798375,0.646643347598247,NA,"0","2",-3.3688407,NA
"C19orf12",-0.736083312436165,-0.502333715331952,0.284703409188154,NA,"0","2",-3.3232334,NA
"CRADD",-0.067846026949485,0.0206831805691959,-0.382508706560725,NA,"0","3",-3.4225855,NA
"CFAP299",1.24560643397844,0.21688765973203,-0.0603434545591524,NA,"0","1",-3.3080034,NA
"PROSER2",1.25661224265323,0.182531392054729,-0.0540836672344095,NA,"0","1",-3.4461071,NA
"PAGR1",-1.99318847741193,-0.252820134277935,0.212840147709713,NA,"0","1",-3.236419,NA
"METTL7A",0.159446446698551,-0.36962837866483,0.0102405297638227,NA,"0","1",-3.5340636,NA
"UBE2L3",-3.98888546650462,-0.116205887482057,-0.372740809985455,NA,"0","3",-3.3186896,NA
"PRADC1",0.176541552157461,-0.643306427576685,-0.07172423231173,NA,"0","1",-3.4797187,NA
"AKR1B15",1.37514442440797,0.150289731462325,-0.0186826673372073,NA,"0","1",-3.3824914,NA
"LNP1",0.724805627158333,0.0858104016055913,-0.181030073483424,NA,"0","1",-3.4861526,NA
"EEF1AKMT1",0.417560501686302,-0.315424806925313,-0.0459708152025457,NA,"0","1",-3.4691017,NA
"LIN28A",1.23086767696429,0.104510105387911,-0.0479773382611169,NA,"0","1",-3.6626427,NA
"C8orf48",0.92656683086785,-0.105111699564738,-0.0699529255277004,NA,"0","1",-3.4916708,NA
"KRTAP10-7",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"PHOSPHO2",0.682490900336159,-0.1533860481384,-0.0835455219466796,NA,"0","1",-3.4864573,NA
"MPC2",-2.47393720843529,-1.20762727184113,-0.201563595009821,NA,"0","1",-3.3024225,NA
"KCNE2",1.29265691669752,0.110616063455176,-0.0112359235280009,NA,"0","1",-3.3070512,NA
"PRKACG",1.37405418277578,0.149764980430946,-0.0183577792091396,NA,"0","1",-3.3970942,NA
"RAI2",0.335237080551015,-0.470094070968399,0.229469008361363,NA,"0","1",-3.4379823,NA
"PLA2G4E",1.21920911093679,0.0377558326846527,0.0209461543285387,NA,"0","1",-3.5905879,NA
"LILRA5",1.32413592830405,0.132338935393337,-0.00219778036346644,NA,"0","1",-3.4782536,NA
"MRAP2",1.25052850236067,0.098365320294803,0.0263038458356693,NA,"0","1",-3.493127,NA
"FREM3",1.3417696987586,0.167981607157247,0.0143119877022853,NA,"0","1",-3.4919147,NA
"ABCG5",1.33029252377743,0.13174973055484,-0.0269384121068681,NA,"0","1",-3.356605,NA
"SIM2",1.13988515866678,0.135323900777592,0.0922980285599543,NA,"0","1",-3.47159,NA
"TMEM160",-0.912649431276244,-1.7709448137832,0.176861661134981,NA,"0","1",-3.179124,NA
"PRAMEF20",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"ASB9",1.34681875774861,0.180083847082851,-0.0464712551043072,NA,"0","1",-3.4607155,NA
"CRISP1",1.35024214875807,0.185665510040957,0.0202248076238724,NA,"0","1",-3.2646184,NA
"IQCK",-0.480674931122023,-0.319062986248281,-0.210030529793182,NA,"0","1",-3.339079,NA
"BTN3A2",0.959684876024127,-0.130078885752652,0.00824557692248282,NA,"0","1",-3.584752,NA
"TREML1",1.34723944453931,0.112881349156175,-0.0151636220108372,NA,"0","1",-3.3737226,NA
"LTB4R",1.11155822553018,-0.0325066842265071,0.00358984783004492,NA,"0","1",-3.4040549,NA
"BLOC1S6",-2.92963705173827,-0.00668398903468587,0.186075260865093,NA,"0","1",-3.2936187,NA
"COX5A",-3.884974220173,-1.0438653463493,0.00470906544034698,NA,"0","1",-3.305479,NA
"SFR1",0.250811829380568,-0.312046565782451,-0.254075857892123,NA,"0","3",-3.4452033,NA
"AAMDC",-0.435310808663523,-0.158571498780355,-0.568234259660698,NA,"0","3",-3.5653472,NA
"WRB",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"PRRG1",0.813446584964585,0.153708950307589,-0.0835016827240763,NA,"0","1",-3.510458,NA
"ADH4",1.32728725475252,0.104693195134193,-0.0135545356223843,NA,"0","1",-3.4911819,NA
"C22orf39",-1.31107742013477,-0.354135339994747,-0.202531724487043,NA,"0","1",-3.3742387,NA
"CSDC2",0.162183724474374,-0.589429504323869,0.114163104437221,NA,"0","1",-3.3246722,NA
"ZNF22",-3.69522678267185,0.438894820471283,-0.495396213189709,NA,"0","3",-3.2355704,NA
"TNFRSF10C",1.34778175872743,0.159445457119282,0.0174530929222764,NA,"0","1",-3.541437,NA
"ATG10",0.341510533716738,-0.236993456588672,-0.160311774864497,NA,"0","1",-3.5310128,NA
"LAIR1",0.70254621946683,-0.528331033168718,0.0715009999273655,NA,"0","1",-3.241538,NA
"RPL37A",-7.06238708746072,1.8702759281587,0.0860847103031537,NA,"0","1",-3.2586422,NA
"RPL27",-4.778549009031,-0.422618286229806,-0.439959584652862,NA,"0","3",-3.2722821,NA
"LGI1",0.413945309400576,0.630398561034976,-0.0576188024867965,NA,"0","1",-3.0340838,NA
"FATE1",1.36853719192864,0.141485204647891,-0.016401349509246,NA,"0","1",-3.532355,NA
"SCAMP1",-2.73246451488304,-0.302968799939501,0.785486873136662,NA,"0","2",-3.2861412,NA
"MAGEB16",1.38188758384437,0.156407735262241,-0.017094842295259,NA,"3","1",-3.4047887,NA
"C3orf52",1.34080581178359,0.113093460690707,-0.0313045017614439,NA,"0","1",-3.3646708,NA
"FAM228B",-0.00489087897753177,-0.339829170381398,-0.0110335718153142,NA,"0","1",-3.4729009,NA
"GMFB",-1.70121731480587,-0.242065939916974,-0.0884398696382643,NA,"0","1",-3.4688094,NA
"UBE2D1",-1.87825518772255,-1.0181385587466,0.237215102130973,NA,"0","1",-3.3458955,NA
"NAA50",-1.50231823402673,-0.777516366217038,-0.300341517578254,NA,"0","3",-3.4128616,NA
"CACYBP",-4.95379086182092,0.931010767245424,-0.459535443413494,NA,"0","3",-3.370037,NA
"BATF3",1.19051038116991,-0.00138323931059778,0.00852051341862234,NA,"0","1",-3.5371332,NA
"NMRK1",0.81019155655585,-0.148110753154186,-0.0649547224728581,NA,"0","1",-3.4067228,NA
"PRR19",0.883098006515536,-0.221431914052089,0.0186170713902689,NA,"0","1",-3.608034,NA
"RNF113B",1.37127729863986,0.146449943427082,-0.0159953158656794,NA,"0","1",-3.4200404,NA
"CFHR3",1.37136315224563,0.169528579134232,-0.0192780708528447,NA,"0","1",-3.3832188,NA
"TAS2R14",1.36665812871571,0.141953505035164,-0.0175734864034422,NA,"0","1",-3.4337122,NA
"PRAF2",-1.77145025217302,-0.979241265345356,-0.107647028797815,NA,"0","1",-3.3268685,NA
"TYROBP",0.0228314482026502,-1.19714094391904,0.0743597421572358,NA,"0","1",-3.3129637,NA
"C2orf73",1.31934140415246,0.198310142773663,-0.0333697542117052,NA,"0","1",-3.4551675,NA
"KITLG",0.2379554677049,0.510331225827168,-0.126839808027211,NA,"0","1",-3.2474213,NA
"CD300LB",1.31954130090224,0.0847205192639334,-0.00189773002257239,NA,"0","1",-3.3912582,NA
"LYZL2",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"C5orf60",1.10393803572682,-0.120549364440842,-0.0134443715796014,NA,"0","1",-3.3260834,NA
"MPC1",-2.20818843569099,-0.60097535511701,-0.200093819862759,NA,"0","1",-3.3005455,NA
"TAF11",-2.11135444314285,-0.167226693159016,-0.150889506523087,NA,"0","1",-3.4914873,NA
"RUFY1",-0.0917840809205222,-0.125553477723691,-0.190787278410008,NA,"0","1",-3.411241,NA
"C1orf115",0.877086242515516,-0.12101889937622,-0.0219199571329698,NA,"0","1",-3.1202168,NA
"DYNLRB1",-4.36964529624765,-0.388253835190845,0.0635503231146879,NA,"0","1",-3.3808599,NA
"DDA1",-1.24571050575766,-1.12197556076032,-0.0515440385120789,NA,"0","1",-3.3432386,NA
"BPIFA3",1.38152230286444,0.156225857494477,-0.0169539903233869,NA,"0","1",-3.418792,NA
"C1orf146",1.26993907846231,0.0486915044313212,-0.00467804783151344,NA,"0","1",-3.5130157,NA
"NPBWR2",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"ANO5",0.833960104323957,0.0530631897629024,0.235843421426741,NA,"0","1",-3.4646854,NA
"XAGE5",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"C3orf84",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"BHLHB9",-0.166529172079819,-0.298428080594216,0.121723064569717,NA,"0","1",-3.4030516,NA
"MAGEA4",1.37331533866492,0.147697133608194,-0.0255714393984874,NA,"0","1",-3.3607123,NA
"MYMK",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"SELENOT",-3.19679675284392,-0.349196201879554,-0.0403777537353648,NA,"0","1",-3.26543,NA
"MRPS10",-1.50392269557208,-0.273683036451922,-0.115332779534716,NA,"0","1",-3.31693,NA
"NELFCD",-2.35108674546904,-0.656180863354712,-0.332724165424757,NA,"0","3",-3.3593886,NA
"MAGEA1",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"FBXL22",1.27332021569669,0.185455588593213,0.0169359699284628,NA,"0","1",-3.5213876,NA
"MALSU1",-0.742181733576267,-1.06905162408741,-0.205577730750433,NA,"0","1",-3.3103502,NA
"FAM181B",0.427547485674694,0.119732144387739,-0.0834890686136155,NA,"0","1",-3.4382293,NA
"C4orf3",-4.52450514231637,0.586775240726257,-0.621602956452654,NA,"0","3",-3.3491929,NA
"CTU1",1.15203306937849,0.0735214645029853,0.00282525282342396,NA,"0","1",-3.646301,NA
"CHCHD2",-5.91022203641579,0.735079009469406,-0.195899269095106,NA,"0","1",-3.351272,NA
"AADACL3",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"RNF13",-1.51685502497888,-0.158534782113523,-0.12931798071365,NA,"0","1",-3.4209979,NA
"CD300E",1.35238039880121,0.166031297884328,-0.0140287633002177,NA,"0","1",-3.3635862,NA
"SAYSD1",-0.176095295541093,-0.62037106842632,-0.145534554054467,NA,"0","1",-3.5109503,NA
"MAGEH1",-3.46703925970805,-0.27468899381849,0.16875245216313,NA,"0","1",-3.35095,NA
"VAMP1",1.03926520301591,0.25329798443076,0.000289216064382266,NA,"0","1",-3.6257572,NA
"FFAR1",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"GRAP",1.28130218910786,0.206486255712235,-0.0806984264316802,NA,"0","1",-3.7387733,NA
"HNMT",0.438339548857287,-0.343422768578302,0.0992364630586456,NA,"0","1",-3.610632,NA
"UBL4A",-0.382364233338217,-0.639660042343906,0.0756980108383842,NA,"0","1",-3.2726045,NA
"C2orf80",0.160358083354523,-0.437744156577532,0.243175570049516,NA,"0","1",-3.499881,NA
"ABT1",-1.11708892350502,-0.484550733980563,-0.365283840719326,NA,"0","3",-3.5328739,NA
"MZB1",1.36802003403191,0.16003075070951,-0.0241466960855765,NA,"0","1",-3.356095,NA
"SDHAF2",-1.16309125369257,-0.658752327396676,-0.270446118195478,NA,"0","3",-3.3550096,NA
"RGS5",0.553727172679521,0.343955207974916,-0.197820735818267,NA,"0","1",-3.1967444,NA
"IL18BP",1.24272146254432,0.147515212456745,0.0109287520399988,NA,"0","1",-3.6674612,NA
"FDX2",-0.0548351180315812,-0.918538260029969,-0.0100444311114625,NA,"0","1",-3.3477376,NA
"RPL38",-6.89635582778271,1.70530830520401,0.00925962414210368,NA,"0","1",-3.263894,NA
"NUDT7",0.937391081319701,0.180592075029492,-0.160857326392991,NA,"0","1",-3.583841,NA
"UBXN2A",0.219937204993471,-0.307350106961267,-0.189522422377734,NA,"0","1",-3.5616066,NA
"PCBD2",0.507712769069951,-0.231150706637796,-0.043605941790237,NA,"0","1",-3.6378353,NA
"FMNL1",0.831172444214787,-0.318751190649948,0.0784584481848916,NA,"0","1",-3.3999324,NA
"FAM122C",0.889031206489887,0.152713650823101,0.000694816968422713,NA,"0","1",-3.744524,NA
"ADH6",1.32545055001176,0.125552183061172,-0.0148311982622961,NA,"0","1",-3.538645,NA
"PIMREG",-0.698686035561855,-0.0999338392386279,-0.95795024443605,NA,"0","3",-3.0724294,NA
"CLEC4A",1.23876081916598,0.0473593575836916,-0.0184378301842681,NA,"0","1",-3.361304,NA
"CD2",1.37693248476707,0.152400081985281,-0.0140024695892142,NA,"0","1",-3.4155056,NA
"ZNF668",0.514183467362602,-0.405331241736766,-0.0276790602928775,NA,"0","1",-3.4859405,NA
"ZNF688",0.466802025028364,-0.0438549642793164,0.311748449373436,NA,"0","2",-3.381284,NA
"NMI",1.10796403876836,-0.0348749928269799,-0.0180862662242154,NA,"0","1",-3.8337429,NA
"TRMT112",-4.7849825850431,0.981166317448239,-0.950099629923732,NA,"0","3",-3.3140953,NA
"DKKL1",1.29556823761952,0.122649643544976,-0.0636356489914934,NA,"0","1",-3.5399115,NA
"ATXN3L",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"IER3IP1",-2.0034296447636,-0.313033914031518,-0.449586110420565,NA,"0","3",-3.413381,NA
"APOPT1",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"TMEM243",0.823435373623042,0.171420506773587,-0.240854749517223,NA,"0","3",-3.7205763,NA
"GNAZ",-1.33794261495832,-0.0708325358130974,0.835658217027077,NA,"0","2",-3.1519725,NA
"PPIC",1.00271608496922,0.107962621354746,-0.141957833779489,NA,"0","1",-3.6989162,NA
"EFHD2",0.305170471527637,-0.0764946522185913,-0.222994715946219,NA,"0","1",-3.5243707,NA
"TREM1",1.36715360512323,0.141709714668075,-0.0159219731652552,NA,"0","1",-3.4767904,NA
"BTLA",1.35747075309799,0.171315736726799,0.0019099565263562,NA,"0","1",-3.626869,NA
"DPM2",-1.3599039527356,-1.32107812853241,-0.205059841890807,NA,"0","1",-3.4072819,NA
"UXT",-2.15998750772562,-1.36789164493629,-0.566680347610338,NA,"0","3",-3.393943,NA
"GREM1",1.27011383597786,0.0871825006710583,0.0641668773330969,NA,"0","1",-3.5748832,NA
"C7orf50",-2.26615905117076,-1.26659814910377,-0.370511510203744,NA,"0","3",-3.390932,NA
"NFRKB",-0.180774130903795,0.267513340656342,-0.292537304206744,NA,"0","3",-3.33093,NA
"CMTM5",1.09413555692286,0.0257978872199374,-0.0128806944841788,NA,"0","1",-3.5372431,NA
"MRPL41",-1.9090411522916,-1.91376959786118,-0.102538930088585,NA,"0","1",-3.2901528,NA
"JSRP1",1.36941492906678,0.167811944232964,-0.0110416348792901,NA,"0","1",-3.391034,NA
"PDCL3",-1.61270668114365,-0.76335329905753,-0.446521948427444,NA,"0","3",-3.4866953,NA
"PRR7",0.511577178525806,0.198030079165988,0.092810253935926,NA,"0","1",-3.5247476,NA
"ZNF98",1.2572196419392,0.226806297337367,-0.0278821663380368,NA,"0","1",-3.7013552,NA
"CENPW",-1.11069532122484,-0.183400413663612,-1.14060430377584,NA,"0","3",-3.2229614,NA
"FAM90A1",1.29453265747907,0.123054070674765,-0.0228525941334792,NA,"0","1",-3.3908036,NA
"CEACAM7",1.36810453652303,0.171701876970492,-0.00788190628871774,NA,"0","1",-3.3962946,NA
"FAM89B",-1.63317698174976,-0.254500833896083,0.0988017667804536,NA,"0","1",-3.1937325,NA
"MMP26",1.37836402343631,0.15326800741539,-0.014770687471866,NA,"0","1",-3.3780549,NA
"BLOC1S5",1.17988221143088,0.367025361729186,-0.0323580640919015,NA,"0","1",-3.6974397,NA
"MRGBP",0.187296254417874,-0.0468315649117838,0.070296310694078,NA,"0","1",-3.427451,NA
"DBNDD1",-0.0960466311217773,-0.583513939462079,0.206733163145706,NA,"0","1",-3.2923055,NA
"CENPK",-0.654925952740557,0.570154007243974,-1.14293169780437,NA,"0","3",-3.279612,NA
"TP53INP1",-0.231902957978279,-0.155630705833063,-0.0126533107962135,NA,"0","1",-3.4483244,NA
"FSBP",0.968249947777666,0.581089126066228,0.0257681849729893,NA,"0","1",-3.4965034,NA
"MORN5",1.03610728457806,0.426965372600598,-0.167966724153471,NA,"0","1",-3.5830345,NA
"TMC7",1.06874596961234,0.146252038362374,0.00542596333139421,NA,"0","1",-3.732947,NA
"CD33",1.19311608106057,-0.0451828643189748,0.0629878229424753,NA,"0","1",-3.6112776,NA
"CPTP",0.731863091660073,-0.098675050723895,0.0359658951258264,NA,"0","1",-3.4177117,NA
"RPL37",-6.11005772336053,0.893827329288184,-0.686507315689739,NA,"0","3",-3.3048644,NA
"TMEM212",1.02193434880969,-0.19692919121851,0.000103971751096159,NA,"0","1",-3.4146883,NA
"YPEL3",-0.849110863255326,-0.82958812352521,0.523002476135251,NA,"0","2",-3.354051,NA
"MRPS33",-1.542377626044,0.149007931549708,-0.482253613211982,NA,"0","3",-3.4204001,NA
"SHISA5",-2.57631009732362,-0.937702523136515,-0.0977450483019365,NA,"0","1",-3.3454347,NA
"HCRT",1.28463377066392,0.152399257748094,-0.00322213288247999,NA,"0","1",-3.5205135,NA
"TFIP11",0.0331678158140926,-0.352255196064012,-0.183878068635698,NA,"0","1",-3.3969347,NA
"LSM8",-2.70461616395946,0.222929508967987,-0.723360463288507,NA,"0","3",-3.4011216,NA
"FLII",-0.30528263060082,0.0994166181735146,-0.142019985467647,NA,"0","1",-3.295386,NA
"C16orf86",1.23638032434824,0.0704559977198749,0.0164224776884791,NA,"0","1",-3.5089931,NA
"H3F3A",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"TSSK3",1.35116138021848,0.148937706502869,-0.0150679406659741,NA,"0","1",-3.497547,NA
"ANKRD45",0.732798924033286,-0.0709323054496679,-0.061736121505641,NA,"0","1",-3.240302,NA
"NUDT10",-0.181542981078012,-0.486907423897852,0.0766930244581919,NA,"0","1",-3.1135783,NA
"ARMCX1",-2.16366428984508,-0.555887482684097,0.554515734164064,NA,"0","2",-3.3738658,NA
"TMCO5A",1.38152230286444,0.156225857494477,-0.0169539903233869,NA,"0","1",-3.418792,NA
"CENPQ",-0.123706639030606,0.428275506908101,-0.62657690933647,NA,"0","3",-3.5346808,NA
"ENKUR",0.518511268015939,0.269953298576962,-0.2588619820099,NA,"0","3",-3.6714344,NA
"ACADL",1.25259182732933,0.0708997739948278,0.00840506842047078,NA,"0","1",-3.625108,NA
"CD274",1.25626545722271,0.050419808381839,-0.00966257713954666,NA,"0","1",-3.587964,NA
"FAM19A2",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"NSMCE3",0.149274776976503,0.511925026743867,0.0938531410260306,NA,"0","1",-3.367325,NA
"SLC45A4",1.1048205905477,0.138266334253552,0.0451578416401282,NA,"0","1",-3.542782,NA
"PRAMEF15",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"GNRH2",1.36118109209039,0.135483954948701,-0.0121198545926925,NA,"0","1",-3.397204,NA
"NAIP",-0.705691740611557,-0.772320071229038,0.278766021948755,NA,"0","2",-3.104278,NA
"CLEC2L",1.24273360030448,0.0820604296158765,0.0494343809167434,NA,"0","1",-3.603008,NA
"LEMD1",0.273192635787133,-0.72449939550804,-0.0715308219467174,NA,"0","1",-3.4356472,NA
"PAWR",1.03983808940113,0.239626411589712,-0.181630675406442,NA,"0","1",-3.3399906,NA
"CXorf65",1.37806326060931,0.153098290618439,-0.0181480750407602,NA,"0","1",-3.392512,NA
"CD83",0.298649536257296,-0.277409452588257,-0.104888552195914,NA,"0","1",-3.4207249,NA
"MANF",-0.879822739963813,-0.362094372788967,-0.460086051088253,NA,"0","3",-3.4371212,NA
"WRNIP1",-0.383802272577703,0.0844322280500942,0.322420909932279,NA,"0","2",-3.1446643,NA
"NF2",-0.742801398445543,-0.869982788150064,0.00653712498833421,NA,"0","1",-3.3353088,NA
"KLK2",1.38079295238359,0.155506865631426,-0.0169027657514554,NA,"0","1",-3.4019563,NA
"AANAT",1.36494429931335,0.138475885521958,-0.0137476980585857,NA,"0","1",-3.5511465,NA
"MME",1.22528047736347,0.0445720481756179,-0.0410181989244001,NA,"0","1",-3.3872094,NA
"MAGEB6",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"PIP5K1C",-0.172887632446412,-0.663770268453913,0.156822138682975,NA,"0","1",-3.4960456,NA
"TMEM171",1.34533462797835,0.138189522876195,0.0116299865292317,NA,"0","1",-3.3598156,NA
"CYP26C1",1.38152230286444,0.156225857494477,-0.0169539903233869,NA,"0","1",-3.418792,NA
"TMIGD1",1.36017614875435,0.152719916887047,0.00117237058297713,NA,"0","1",-3.4732053,NA
"TMEM18",-1.23895318333756,0.0961332527577305,-0.424792831821979,NA,"0","3",-3.180417,NA
"IGSF5",1.33411203014723,0.156437739564776,-0.026840094963512,NA,"0","1",-3.4339743,NA
"LYPD1",-0.836892771299355,0.815440434353809,-0.151195525827999,NA,"0","1",-3.208284,NA
"NSD1",-1.46878623921898,-0.0643575733915805,0.194808443352301,NA,"0","1",-3.0381424,NA
"PTRH2",-0.882116087900521,-0.205284275696745,-0.184291792502438,NA,"0","1",-3.5082803,NA
"FLT3LG",1.26967911751959,0.139460340470655,0.0119437776944822,NA,"0","1",-3.4349566,NA
"POLH",-0.69137419682035,-0.378871957764062,0.0711229189429388,NA,"0","1",-3.2683852,NA
"ASCL3",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"CXCL12",0.626643027518825,-0.397990149975949,-0.0993219569114962,NA,"0","1",-3.692422,NA
"OVOL2",1.34750701649487,0.141651510858131,-0.00384003131615179,NA,"0","1",-3.295308,NA
"MRPL12",-0.877867344717681,-1.52924046751256,-0.271931083011102,NA,"0","3",-3.3315427,NA
"NR2C2AP",0.159745412497792,-0.488069156476843,-0.105940092135621,NA,"0","1",-3.5464041,NA
"KLRB1",1.29796028082661,0.102017719676256,-0.0030624575933715,NA,"0","1",-3.656839,NA
"CYFIP2",-2.28542871321944,-0.449602062670064,0.878876323321916,NA,"0","2",-3.191635,NA
"KIAA2026",-1.45930766281001,0.282576547738312,0.763194987023684,NA,"0","2",-3.1747236,NA
"PNRC1",-1.62407749121234,-0.19694486826121,-0.256278484685824,NA,"0","3",-3.2085998,NA
"CD226",1.35719293554653,0.129830483198149,-0.00908402917046512,NA,"0","1",-3.4936678,NA
"LIMD2",-1.50931670803755,-1.30526798648131,-0.4132843495498,NA,"0","3",-3.2358444,NA
"LRRC3B",0.0102965784337515,-0.766921555494815,0.121586089391805,NA,"0","1",-3.4810214,NA
"TMEM86A",1.00374311336444,-0.193909742687855,0.0242876247434139,NA,"0","1",-3.5672953,NA
"KRCC1",-0.19723418112234,0.044138728621232,-0.0258430508288642,NA,"0","1",-3.4400563,NA
"ORMDL3",0.115636086156006,0.307564980006041,0.026043677033274,NA,"0","1",-3.148974,NA
"DPPA4",1.11650053720105,0.264722363839791,-0.0984126744531006,NA,"0","1",-3.489854,NA
"RNF182",-0.959427015459894,-0.304355522585906,0.222919139760476,NA,"0","1",-3.2635045,NA
"ACAD11",0.90929679228727,0.629202131064349,-0.121863603545021,NA,"0","1",-3.44821,NA
"SPATC1L",0.294049552401684,-0.734358863211902,-0.0406669735688221,NA,"0","1",-3.3299747,NA
"SPACA3",1.3752460245626,0.150755722355089,-0.0202382936873681,NA,"0","1",-3.3959317,NA
"SAMD10",0.390716572859779,-0.354239842609787,0.214483004543521,NA,"0","1",-3.3512304,NA
"BNIP3",-2.49590011731914,-0.879739861898852,-0.54417099495141,NA,"0","3",-3.365546,NA
"C5orf30",-0.772328265231947,-0.63345980038031,0.0852063567067717,NA,"0","1",-3.2618532,NA
"CSH1",0.876030390506292,-0.287862654291194,-0.19268442430175,NA,"0","1",-3.11965,NA
"ZNF664",-1.40682803842246,0.750671117184854,0.0361380937134676,NA,"0","1",-3.3547769,NA
"EVI2B",1.1263140363464,-0.120725140020356,0.0461578267873014,NA,"0","1",-3.521117,NA
"COL10A1",1.33800654354465,0.166562443108771,0.0246816047998741,NA,"0","1",-3.5659795,NA
"NUS1",-0.399814512837076,0.137737240152817,0.0837209769687167,NA,"0","1",-3.3422167,NA
"CDRT15",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"GLRX5",-0.94528132901574,-0.217950048409511,-0.103913273772326,NA,"0","1",-3.312807,NA
"CLDND2",1.03914631047772,-0.00195418455240254,-0.000147794847785801,NA,"0","1",-3.2173216,NA
"PCP2",1.36931445804074,0.145679082479201,-0.0134435425792723,NA,"0","1",-3.4903371,NA
"CD200",-3.02905877485591,-0.334731212942081,1.03050679590568,NA,"0","2",-3.313018,NA
"RP11-192H23.4",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"IQCF5",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"KRTAP29-1",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"TXNDC9",-1.38265362182364,-0.462029710795537,-0.406230548795725,NA,"0","3",-3.3543022,NA
"MYADML2",1.37539699823786,0.150817409396675,-0.0183923836815079,NA,"0","1",-3.3849545,NA
"RNASE2",1.35268317407479,0.124863585144721,-0.00176750494711912,NA,"0","1",-3.556326,NA
"IER2",-3.18426047704614,-0.870913728561064,-0.455838754175564,NA,"0","3",-3.184902,NA
"GUCA1C",1.37017135750727,0.144151349210018,-0.012603334314475,NA,"0","1",-3.4606564,NA
"LYSMD1",0.57731006995737,-0.0225254451424535,0.112898521628876,NA,"0","1",-3.3523974,NA
"RPS15A",-5.30346146394734,0.283990591539752,-0.677692975471766,NA,"0","3",-3.3396945,NA
"TNFRSF4",1.35269937532126,0.127264484198535,-0.00261642479649398,NA,"0","1",-3.5022964,NA
"SOWAHD",1.28450917600335,0.108760150821064,-0.00564757371680195,NA,"0","1",-3.6497502,NA
