"","PC0","PC1","PC2","training.label","louvain.clust","k.means.clust","log_pi","posterior.label"
"SAMD15",1.18389259252138,0.210946661662771,-0.0564426727556837,NA,"0","1",-3.7316287,NA
"GPD1",0.773518839914347,-0.304294883921298,0.0988783269104276,NA,"0","1",-3.2492516,NA
"ANKRD29",1.2412313005067,0.136510422217494,-0.0335550440471258,NA,"0","1",-3.3368847,NA
"SC5D",-2.63797169493872,0.233383459409424,0.153111674997019,NA,"0","1",-3.2471795,NA
"TONSL",0.711316176321393,-0.323480537255375,-0.126157980623185,NA,"0","1",-3.303448,NA
"MTA1",-1.56331664796708,0.152345177808315,0.202447160611327,NA,"0","1",-3.3096604,NA
"GPRC5A",1.3395077740999,0.156559483186347,-0.0103471047028147,NA,"0","1",-3.475749,NA
"ARL1",-0.999829206358391,0.130746080013614,-0.400860533362167,NA,"0","3",-3.5016272,NA
"CCNA2",-0.181955115003278,0.306359357109492,-0.738843073682049,NA,"0","3",-3.2961938,NA
"SLC30A4",1.19891965975471,0.0831754901481379,0.0483887354040224,NA,"0","1",-3.6773605,NA
"POLDIP2",-1.42579268295847,-0.816707222585594,-0.0682763653642099,NA,"0","1",-3.2931068,NA
"ZNF431",-0.183976839524638,-0.0275561774488577,-0.00736982492080164,NA,"0","1",-3.60503,NA
"OSGEPL1",0.0412996346125743,-0.181874325857565,-0.150506735524245,NA,"0","1",-3.542211,NA
"JUP",-1.5500894074696,0.276236185734345,0.689318631413994,NA,"0","2",-3.3650122,NA
"ZMYND12",1.28410396681073,0.169278909728568,-0.0291380055282255,NA,"0","1",-3.5114865,NA
"ABHD17A",0.303172034836042,0.142362149406054,-0.0958192982497755,NA,"0","1",-3.0878627,NA
"NMNAT1",0.148768984467315,-0.22079946285088,-0.182003467691678,NA,"0","1",-3.5237195,NA
"SYNE4",1.29411796227126,0.119257775533979,0.00306791766497077,NA,"0","1",-3.5050952,NA
"TM9SF1",-0.187200834624089,-0.29938801603509,-0.160068708246958,NA,"0","1",-3.5995002,NA
"UGT2B28",1.3387890192237,0.198820933103871,0.0121054477281757,NA,"0","1",-3.5310826,NA
"IFIT1B",1.36779959270837,0.141450875117843,-0.0146875954944268,NA,"0","1",-3.4536793,NA
"TRIM69",1.25961309641831,0.0811554207948556,0.00963224815547789,NA,"0","1",-3.4426155,NA
"B3GNT9",1.36156850547915,0.172847637642985,-0.0217154271572035,NA,"0","1",-3.276662,NA
"AZI2",-2.26787487334256,-0.0383455748595536,0.0673433039025292,NA,"0","1",-3.2490819,NA
"ATCAY",-2.94627411414903,-1.11402595164381,1.33335686044085,NA,"0","2",-3.1036122,NA
"KCTD17",0.374255903159256,-0.262482541760983,-0.020616541763815,NA,"0","1",-3.519324,NA
"ASB18",1.35100546182889,0.152726304433912,-0.0305666765429305,NA,"0","1",-3.4450402,NA
"PDLIM3",0.0598219738142471,0.175369834678998,-0.32618779737096,NA,"0","3",-3.508242,NA
"CAPG",0.208287585860709,-0.838368796130524,-0.239763673651722,NA,"0","3",-3.4881358,NA
"BTN2A1",-0.566183674043982,-0.235084339007234,0.134675687218331,NA,"0","1",-3.437166,NA
"SLC38A9",-0.0500944713362596,-0.307807139236547,-0.102149443174795,NA,"0","1",-3.5338528,NA
"TMEM44",0.448685635661921,-0.32167063891001,0.204541018304485,NA,"0","1",-3.4538066,NA
"ZDHHC12",0.928413707152978,-0.175531670867305,-0.0822525609759306,NA,"0","1",-3.298864,NA
"NUFIP1",-0.117829517166402,-0.123963233749961,-0.204033433889839,NA,"0","1",-3.495371,NA
"ZNF195",-2.0307164242304,-0.395227056898989,0.276922077384744,NA,"0","2",-3.102281,NA
"ATXN7L2",0.716337677571522,-0.0707718753282971,0.031688793769427,NA,"0","1",-3.6466107,NA
"FEZ1",-4.13712355335473,-0.483381779764651,-0.0399006774565466,NA,"0","1",-3.32937,NA
"CEP68",-1.02628592303755,-0.225599900303599,-0.0177380872184887,NA,"0","1",-3.1869705,NA
"KCTD16",1.17461237779993,0.186926853801493,0.0691716979524665,NA,"0","1",-3.8339026,NA
"MAGEC1",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"SLC35B4",-1.33462127407645,-0.0395185301007328,0.0255551156573646,NA,"0","1",-3.3860276,NA
"C4orf50",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"C1orf43",-3.01305536345529,-0.4093323173262,-0.230397076389662,NA,"0","1",-3.380155,NA
"KLK10",1.33254190246426,0.192781799575887,0.0157997662351603,NA,"0","1",-3.4785268,NA
"CNOT7",-2.66556074239727,-0.307862621186565,-0.460310434347886,NA,"0","3",-3.3339329,NA
"ZNF416",1.06646663492283,0.0584996242555546,0.00568994491120652,NA,"0","1",-3.737231,NA
"LRRC32",1.20761066518161,0.174325814604189,-0.107273962077065,NA,"0","1",-3.5272105,NA
"FOLR2",0.353067273315006,-0.902377799041514,0.159170109828168,NA,"0","1",-3.3488464,NA
"SEPHS1",-1.26088255861779,0.116440533531151,-0.449960095454264,NA,"0","3",-3.2459595,NA
"RRAS",0.921424412063284,0.164025291916428,-0.106285336064526,NA,"0","1",-3.530983,NA
"MPPED2",-1.63953302995089,-1.08351714069971,0.173842306728531,NA,"0","1",-3.1919827,NA
"WBP4",-2.02647454780939,0.0176767024139236,-0.456169823663684,NA,"0","3",-3.288836,NA
"HPX",1.09927919967651,-0.0566171556215189,0.045160299745414,NA,"0","1",-3.629403,NA
"TK1",0.122397398726642,-0.132633371642369,-0.569806619264507,NA,"0","3",-3.2056003,NA
"KRAS",-1.77813453043651,0.264205922948544,0.318349807960928,NA,"0","2",-3.2764802,NA
"EIF3M",-2.91168316004601,0.890272902212342,-0.817320861352993,NA,"0","3",-3.3705754,NA
"GFI1B",1.36673951967747,0.15402922332078,-0.0103073214754923,NA,"0","1",-3.3309636,NA
"ANXA9",1.3692094302213,0.14505029793776,-0.0154298042965184,NA,"0","1",-3.4084077,NA
"GOSR1",-2.57872501355528,-0.904669634854521,0.0923029453218668,NA,"0","1",-3.369371,NA
"DNAJC27",0.139269759582464,0.499115771552169,0.338070291613322,NA,"0","2",-3.3295608,NA
"ZNF28",0.509441444522357,-0.2729704409562,-0.0257768381442139,NA,"0","1",-3.5650587,NA
"PIGK",-0.150679302641363,-0.106589212548617,-0.109940885817509,NA,"0","1",-3.4446847,NA
"DNAJC9",-1.48932062873649,-0.359362026055908,-0.563861206421813,NA,"0","3",-3.3659868,NA
"STK17B",0.507116175550597,-0.320895262668174,-0.290868331200897,NA,"0","3",-3.391886,NA
"FCF1",-0.478266758052054,0.147134115255994,-0.019631952185376,NA,"0","1",-3.411349,NA
"TMEM129",0.324589454570199,0.137672468177432,0.0681284646636431,NA,"0","1",-3.322316,NA
"RNASEH2C",-1.36794290239098,-1.31729971742877,-0.39192725037312,NA,"0","3",-3.3588562,NA
"LEFTY1",1.33918831312929,0.156896871037965,0.00725910123336745,NA,"0","1",-3.4793441,NA
"AURKA",0.00752678225115024,0.162339088884749,-0.538862386898268,NA,"0","3",-3.1206822,NA
"PPP1R3C",0.367071826849278,0.387851790577634,-0.308271376622054,NA,"0","3",-3.5517793,NA
"RFTN2",0.139138429047688,-0.0658616123579519,-0.227486044172637,NA,"0","1",-3.569771,NA
"IMPA1",-0.408997297754064,0.130597078734333,-0.050625236794772,NA,"0","1",-3.4182765,NA
"DMTN",-0.239824708755865,-0.159201295147625,0.813833794603771,NA,"0","2",-3.0849679,NA
"ANXA13",1.3803455056399,0.155124048853778,-0.0186744608804209,NA,"0","1",-3.4144673,NA
"THPO",1.36358929978477,0.169395673812961,-0.0236431178580556,NA,"0","1",-3.4526038,NA
"C18orf63",1.38027673027268,0.155026561280536,-0.0172597803896695,NA,"0","1",-3.3940332,NA
"PYCR2",-0.568546094867208,-0.291964063631653,-0.228504819281177,NA,"0","1",-3.3161678,NA
"ADARB1",0.522337671963071,-0.207297345288285,0.115235545004843,NA,"0","1",-3.1532803,NA
"OPCML",0.201605950285091,-0.0231711808175093,0.446297000516595,NA,"0","2",-3.182432,NA
"CIAPIN1",-2.08348600054529,-0.432831870764013,-0.0619120752821448,NA,"0","1",-3.4526565,NA
"COPE",-2.89671981600848,-2.03235978900544,-0.448881203337525,NA,"0","3",-3.3060617,NA
"SSUH2",1.32205219510962,0.134746954721662,-0.0402772444298138,NA,"0","1",-3.494771,NA
"CYB5D2",-1.40590915924784,-0.63713837670991,-0.178502319248474,NA,"0","1",-3.4227855,NA
"MARCH5",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"HSD17B1",0.68525312366364,-0.33569818716379,0.0251560811780442,NA,"0","1",-3.6143165,NA
"NEUROG3",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"ARMH4",-0.44798264822838,0.141490291458041,0.169728883288111,NA,"0","1",-3.3500032,NA
"MROH2B",1.35847502774638,0.174972941543256,-0.0022633025142287,NA,"0","1",-3.553382,NA
"UNC50",-0.816807858252116,-0.791092009939265,-0.14929575634586,NA,"0","1",-3.4993832,NA
"TEPSIN",0.276345885486437,-0.185591249987628,0.0765306299507635,NA,"0","1",-3.435816,NA
"GHSR",1.33487633667632,0.176664847743683,0.00878634372927224,NA,"0","1",-3.5405252,NA
"SIAH1",-1.33239374787513,-0.450799689392111,0.236931356644677,NA,"0","1",-3.3445163,NA
"DPEP2",1.28864384173275,0.0984763805879358,-0.0408527188515332,NA,"0","1",-3.481525,NA
"STPG3",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"NDUFAF1",-0.114289496117604,-0.48144001106728,0.0521071352892156,NA,"0","1",-3.380747,NA
"GTF2E2",0.286750918215546,-0.0864455813923005,-0.0326634350938251,NA,"0","1",-3.5149357,NA
"ALKBH1",0.533010582228689,-0.043189166302215,-0.180557233437563,NA,"0","1",-3.6123493,NA
"SURF4",-1.69017579619477,-0.577809249848691,-0.495031613000272,NA,"0","3",-3.4535172,NA
"ELMOD3",0.480085747328093,-0.203617541054247,0.0160467420105596,NA,"0","1",-3.6786652,NA
"ARRDC4",0.653521526156691,-0.00409128508428248,0.0958051066189052,NA,"0","1",-3.5301151,NA
"ABRAXAS2",-0.0424753012273105,-0.0878227032796565,0.00982465340141453,NA,"0","1",-3.510949,NA
"ZNF846",1.24868233351452,0.0641693340812212,-0.0380675716931346,NA,"0","1",-3.4351742,NA
"AKIRIN2",-2.40555825772802,-0.857281864664972,0.339527900244037,NA,"0","2",-3.212644,NA
"SYT4",-3.60251174779073,-0.16040411693618,0.710026160506918,NA,"0","2",-3.257546,NA
"HM13",-1.98794903744574,-1.44676004586188,-0.120956774432049,NA,"0","1",-3.3166766,NA
"AK1",-2.34984222903089,-1.37631862689296,-0.0152908754573373,"Non-Risk","0","1",-3.3469403,NA
"PRLHR",1.25373470408684,0.242149517054969,0.00679459679598856,NA,"0","1",-3.5859306,NA
"PIM2",0.582896490640077,0.0522014054940104,-0.0624466800844703,NA,"0","1",-3.5744178,NA
"SLC12A3",1.35089424841093,0.138235143047509,0.00226214818133226,NA,"0","1",-3.5438902,NA
"ARHGEF39",0.695576470217936,-0.121768830388798,-0.237402523069507,NA,"0","3",-3.4918,NA
"STX10",-0.447559165034596,-0.726787182501278,-0.0424985138046049,NA,"0","1",-3.4435177,NA
"TMEM108",-0.965795227485953,-1.16744157220943,0.243652817127588,NA,"0","1",-3.4324076,NA
"DUSP6",-1.1174824763853,0.267918232427029,-0.240073232851604,NA,"0","3",-2.9969592,NA
"RTL5",0.00348111689568151,0.451543369431547,0.0457522895050252,NA,"0","1",-3.1802945,NA
"HTR3C",1.36085679280194,0.17856236703421,-0.0280372512272761,NA,"0","1",-3.3244548,NA
"NEMP2",1.12671400248888,0.0757562732245324,-0.0153746938063589,NA,"0","1",-3.5377946,NA
"POM121L2",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"PTGFR",1.19353164642084,0.0999094621306411,-0.0116183073878551,NA,"0","1",-3.408303,NA
"PAPSS1",-3.21297939249131,-0.0248088599020832,0.258508439451275,NA,"0","1",-3.3564558,NA
"RPL6",-6.47769358737682,1.26963905200315,-0.211001210738675,NA,"0","1",-3.288151,NA
"RLF",-0.744569548540021,0.332691293479193,0.0716690870770429,NA,"0","1",-3.0244222,NA
"ZPBP",1.37830106410791,0.153745251301257,-0.0210850871823232,NA,"0","1",-3.411277,NA
"JMJD7",0.660148702253092,-0.343055429209481,0.031230115701676,NA,"0","1",-3.6311698,NA
"SERPINA11",1.38018163417947,0.154866864764597,-0.0168293647924933,NA,"0","1",-3.4083776,NA
"PLPP7",1.08253420504774,-0.00699942766417793,0.0427783296398537,NA,"0","1",-3.5982497,NA
"UBE2W",-1.48010308233604,-0.0159519061170452,0.115126902187808,NA,"0","1",-3.2467523,NA
"NMUR2",1.38050496474646,0.155136915817411,-0.0162711970069173,NA,"0","1",-3.4036481,NA
"GAR1",0.339060085658383,-0.137470247807049,-0.194162673842162,NA,"0","1",-3.4155846,NA
"C19orf57",0.580621962099584,-0.0697604863274325,0.0899666682214228,NA,"0","1",-3.5986617,NA
"CHIT1",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"CDR2",0.912088992347937,0.318567794215835,0.0127890014257038,NA,"0","1",-3.7027576,NA
"GLYATL1",1.36169327242754,0.168799282617857,-0.0197547051463074,NA,"0","1",-3.3290913,NA
"YWHAQ",-6.27115278483454,1.1383354978005,0.480407008864935,NA,"0","2",-3.2463665,NA
"SSR1",-2.89837042192822,-0.499080081312775,0.0173279757321295,NA,"0","1",-3.2666082,NA
"FHOD1",1.01716141936195,0.111924041316376,-0.013641155902895,NA,"0","1",-3.6476367,NA
"DUSP26",-0.66051449473652,-0.978487888045752,0.361663194818913,NA,"0","2",-3.2082028,NA
"H2AFJ",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"NAF1",0.980397556341825,0.0564026670158808,-0.0321858359280569,NA,"0","1",-3.4441857,NA
"DHRS12",0.72672179634786,-0.34161468530211,-0.0620584557220572,NA,"0","1",-3.5919201,NA
"KCTD15",-0.653506135355888,0.113314878302359,-0.05354224551938,NA,"0","1",-3.3493204,NA
"SLC39A11",0.995045156403566,-0.0181316001272898,-0.0154206601903202,NA,"0","1",-3.6711779,NA
"PLAG1",0.211400803140109,0.352051088856925,-0.355528235495638,NA,"0","3",-3.193001,NA
"ZNF792",1.1743761376387,0.0900063103486073,0.0279659056427122,NA,"0","1",-3.6955686,NA
"CAPZA2",-4.11567757684467,-0.0762007758148808,-0.113154055235778,NA,"0","1",-3.3348093,NA
"MIA2",1.06261333897169,0.469738140743317,-0.0575204101504257,NA,"0","1",-3.4955237,NA
"WBP1L",-0.438477422049544,0.141435306850731,0.319108554488291,NA,"0","2",-2.8985863,NA
"RAB33A",-0.680994230036357,-0.868422912769281,0.0577515867787002,NA,"0","1",-3.3748763,NA
"TATDN1",-0.394139916425867,0.209579234773429,-0.138424283738901,NA,"0","1",-3.4325655,NA
"FAM83E",1.31958806764997,0.177012175624109,0.0174307028593614,NA,"0","1",-3.5551121,NA
"QKI",-4.71061950916519,1.2360033833645,-0.373826523890059,NA,"0","3",-3.1977694,NA
"SH2D7",1.37657497829835,0.151549679416694,-0.0148453022898631,NA,"0","1",-3.3582222,NA
"APOBEC3B",1.35496049934734,0.180990645049158,-0.0326333867173951,NA,"0","1",-3.4494731,NA
"HSPB7",1.37166126745941,0.161370011467858,-0.00889839783079148,NA,"0","1",-3.52116,NA
"SELL",1.27713681779196,0.107584251828265,-0.0296182410680762,NA,"0","1",-3.6252096,NA
"HIC1",1.26123831119535,0.179125448853721,-0.0757332385646113,NA,"0","1",-3.6894646,NA
"ZNF768",1.00994656088448,0.162036126667309,-0.0703131619685204,NA,"0","1",-3.5538208,NA
"LRRC42",-0.844934617603902,-0.265269434614682,-0.347361242086256,NA,"0","3",-3.3646562,NA
"POLR2B",-3.00948019447327,0.748666538049595,0.239648625574053,NA,"0","1",-3.1090944,NA
"RNFT1",-0.0604590512782049,-0.113054080343546,-0.128749852035543,NA,"0","1",-3.5841064,NA
"FOXI2",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"STRADB",-0.217485945437605,-0.637946728756217,-0.102154140231191,NA,"0","1",-3.383168,NA
"WIPF3",-0.408101701714226,-1.02012441185294,0.135720899232601,NA,"0","1",-3.3630714,NA
"RTF2",-3.29438288448196,-0.597920879682145,-0.500799979457143,NA,"0","3",-3.4484901,NA
"PIGN",0.547595718369422,0.230148564661017,-0.136864893229241,NA,"0","1",-3.7814405,NA
"FAM47A",1.35484642487309,0.185657359298726,0.0269171210510705,NA,"0","1",-3.4892938,NA
"FGFR2",0.0421359929832916,-0.087171065149647,-0.181360363026894,NA,"0","1",-3.492732,NA
"PRSS54",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"FOXA3",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"TERF1",-1.69103319655727,-0.330427042651585,0.25912300627824,NA,"0","1",-3.3300126,NA
"DAP3",-1.74895356741474,-0.27814151856244,-0.222151684515454,NA,"0","1",-3.5235422,NA
"CKAP5",-2.70352849082513,0.351239296638772,-0.171698830779093,NA,"0","1",-3.2088792,NA
"ZNF205",0.920654319173849,0.0947958847981976,-0.0123569906854484,NA,"0","1",-3.2531307,NA
"BHLHE40",0.764411491911753,0.524843552635628,-0.232085236168273,NA,"0","3",-3.134512,NA
"ZNF329",0.660444019245908,0.113096599267078,0.0842953336397751,NA,"0","1",-3.264788,NA
"PPID",-1.68504561886524,-0.316394234466296,-0.36938044051292,NA,"0","3",-3.4072483,NA
"DIABLO",-2.76740603410904,-0.511301365889283,-0.332909913861613,NA,"0","3",-3.4245002,NA
"SOWAHC",-0.0401369414997216,0.229158258482197,0.00365829901370077,NA,"0","1",-3.3182545,NA
"ZNF266",-0.245149281067416,-0.483059376132749,0.013232150730897,NA,"0","1",-3.3008351,NA
"RPS3A",-7.11477453350995,1.92917772827124,0.134714010313719,NA,"0","1",-3.2310674,NA
"E2F1",0.696432197244195,-0.249760727592942,-0.352849751947668,NA,"0","3",-3.33045,NA
"CRYGA",1.35119133531995,0.146694078655617,-0.00681047389154305,NA,"0","1",-3.4226754,NA
"NEPRO",-0.868268989058958,-0.0433495085687923,0.0536140470209937,NA,"0","1",-3.3456752,NA
"NEIL3",0.915769289251146,0.149970514577719,-0.24195764153325,NA,"0","3",-3.338287,NA
"CTSZ",1.20771998551087,0.138657657550559,-0.0552018046307116,NA,"0","1",-3.3021934,NA
"NOX3",1.34776969605563,0.166858802016521,-0.00830522152786504,NA,"0","1",-3.384744,NA
"DOK2",1.35464586810465,0.157880532054803,-0.0113594396193616,NA,"0","1",-3.415908,NA
"GINS1",-0.13472386385081,0.351576133008062,-0.555178442779728,NA,"0","3",-3.2686238,NA
"PGC",1.3504796066944,0.143452097085098,-0.0243384554976755,NA,"0","1",-3.4559455,NA
"MFAP4",0.863921036021244,-0.188556930867608,-0.254120299732536,NA,"0","3",-2.9383605,NA
"RGS20",0.711037141933576,-0.331394283630825,0.0411634469160435,NA,"0","1",-3.4476895,NA
"HS3ST3B1",1.24940534310355,0.110809635702868,0.00439919764272733,NA,"0","1",-3.4666588,NA
"PSG6",1.24246780741729,0.0311564588625488,-0.0599897654405202,NA,"0","1",-3.4577851,NA
"LCMT1",-2.06821196548673,-0.561233758608732,-0.070206603557632,NA,"0","1",-3.4426386,NA
"FBXL3",-0.116819519030998,-0.0393902900652475,0.30233426459602,NA,"0","2",-3.2635107,NA
"TIMM21",-0.962687913903012,0.068997412868757,-0.417499085596067,NA,"0","3",-3.3733819,NA
"ARMC12",1.23774100190985,0.0550718552951535,-0.04237512501011,NA,"0","1",-3.5646598,NA
"PARP16",0.461305792685606,-0.246931902512053,0.0612930914615966,NA,"0","1",-3.4936025,NA
"TNFAIP1",-0.308512351861663,0.615597158525098,0.138356459904809,NA,"0","1",-3.1981678,NA
"PAQR3",-0.384774017088401,0.23721334560782,0.261327672690423,NA,"0","1",-3.5462482,NA
"CNOT8",-2.01720857136251,-0.761236336350058,0.036851421782114,NA,"0","1",-3.365795,NA
"CENPI",1.27127841946294,0.131369444779244,-0.0597265083174828,NA,"0","1",-3.3757257,NA
"DCN",0.236721939148238,-0.279581485378392,-0.183433698008201,NA,"0","1",-3.2030678,NA
"MISP",1.38055443833711,0.155260143504781,-0.0161884515124211,NA,"0","1",-3.408305,NA
"CLNK",1.37469121700726,0.14889824811556,-0.0160221884469858,NA,"0","1",-3.4571774,NA
"SLC22A25",1.38061242600213,0.155348853407353,-0.017605442356705,NA,"0","1",-3.3993218,NA
"CRYM",-0.37136070120872,-1.40814761764885,0.00755113099959279,NA,"0","1",-3.4922094,NA
"SELENOI",-0.253779981935322,0.245842544735179,0.253842591224011,NA,"0","1",-3.485429,NA
"NFKBID",1.18586649430097,-0.0438236484110256,0.0138528495830141,NA,"0","1",-3.4758708,NA
"HSD17B13",1.21190011767404,0.00841100383584913,0.0144363365052668,NA,"0","1",-3.428738,NA
"CPA2",1.34907934278873,0.158651780465643,-0.0135112921837261,NA,"0","1",-3.5281665,NA
"AKAP3",1.33118737389488,0.18811682466868,-0.0163396865152013,NA,"0","1",-3.5330465,NA
"CNN1",1.34659998202197,0.162560555325759,-0.0121500860599793,NA,"0","1",-3.4885943,NA
"APCDD1L",1.36581992444726,0.175910898419367,-0.00962321522206056,NA,"0","1",-3.4493077,NA
"PEX14",0.41472279017391,-0.109540201195523,-0.0324036603040707,NA,"0","1",-3.476706,NA
"TRIM29",1.363598812028,0.147687026416478,-0.0195395730115928,NA,"0","1",-3.4061794,NA
"THAP3",-0.279256337446971,-0.355021223048704,-0.0854036744105987,NA,"0","1",-3.4904888,NA
"TM9SF4",-0.369425705387186,0.0825009934329914,-0.111315303070544,NA,"0","1",-3.427777,NA
"ABHD17B",-0.404527420151222,-0.156135859100735,0.0789535572170213,NA,"0","1",-3.3123236,NA
"IL1R1",1.2383978033374,0.121649865751077,0.0158390819045351,NA,"0","1",-3.262859,NA
"RPL13A",-3.08528112541204,-0.755940768122378,-0.366577177422117,NA,"0","3",-3.3322008,NA
"UBQLN3",1.3803455056399,0.155124048853778,-0.0186744608804209,NA,"0","1",-3.4144673,NA
"NGDN",-1.99590068423826,-0.207423131651332,-0.371651861495746,NA,"0","3",-3.229802,NA
"RSPO1",1.35461514682473,0.128944048218303,-0.0160237206296733,NA,"0","1",-3.2953029,NA
"CHID1",-2.02852116447201,-0.719681893305798,-0.486146346162886,NA,"0","3",-3.2760122,NA
"LHFPL3",0.621078391487387,-0.267238484636696,0.128010272884227,NA,"0","1",-3.3142204,NA
"LRR1",0.320890967864709,-0.00587845769106643,-0.395273560676992,NA,"0","3",-3.4026082,NA
"MMAB",-1.24657526236469,-0.112807864725674,-0.240377218802936,NA,"0","3",-3.2092464,NA
"FCMR",1.32158836313381,0.149328566500644,0.0171654163244843,NA,"0","1",-3.4757648,NA
"SLC16A6",1.25531190342054,0.154894575317947,-0.0152429644353164,NA,"0","1",-3.805227,NA
"RAB4A",-0.321666982211003,-0.230558932325774,-0.127865021121051,NA,"0","1",-3.5095563,NA
"WDR61",-2.54736450956217,-0.274624783737512,-0.253611285179029,NA,"0","3",-3.4632027,NA
"GPATCH11",-0.621401984969125,-0.283465607838118,-0.0511230557162567,NA,"0","1",-3.4388118,NA
"L3HYPDH",0.85419863070024,-0.189721747944909,-0.0198864360805934,NA,"0","1",-3.6665711,NA
"NFKBIA",-1.6974397029259,-0.403130678839304,-0.163875912332321,NA,"0","1",-3.1314158,NA
"ZDHHC20",-0.150085382088134,0.151509927131814,-0.0833852488377704,NA,"0","1",-3.389727,NA
"PRSS1",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"PLEKHG7",1.35936718550348,0.158732322096864,-0.0155311660935803,NA,"0","1",-3.3811414,NA
"CDH24",0.548027647683082,0.439972486558785,-0.149985392154115,NA,"0","1",-3.095313,NA
"SSTR2",-0.759719722879645,-1.20224377856977,0.158307096018503,NA,"0","1",-3.3029463,NA
"ZNF256",1.00877584794115,0.0282618425109391,-0.0890038382728101,NA,"0","1",-3.506655,NA
"REEP1",-2.55158722690527,-0.460544753695211,1.51816474891301,NA,"0","2",-3.1565545,NA
"OTUD3",0.377327398076207,0.00908057076086006,0.129209615335715,NA,"0","1",-3.2201378,NA
"SIGLEC11",1.30070007325089,0.104942707016936,0.0026804861743278,NA,"0","1",-3.4971576,NA
"PRIM1",-0.769961024607389,-0.142092161203072,-0.476564143729961,NA,"0","3",-3.4844449,NA
"AGFG1",-1.07256475146805,0.474625637381292,0.353411682795417,NA,"0","2",-3.0995798,NA
"CTSG",1.36771860515942,0.141139420421044,-0.00996913096418377,NA,"0","1",-3.469309,NA
"ZSCAN22",0.0500424863329692,-1.01862294209664,-0.0689872852056653,NA,"0","1",-3.4028149,NA
"M6PR",-0.191596059231705,0.99931018853517,-0.124856207643544,NA,"0","1",-3.4315717,NA
"USP46",-0.846569008316466,-0.188541026861006,0.129571744860772,NA,"0","1",-3.2296615,NA
"AKR1C3",1.31050319608921,0.101543871019423,-0.016578454228179,NA,"0","1",-3.3780446,NA
"SOX15",0.454468769876738,-0.44453344819112,0.199499213621198,NA,"0","1",-3.3400211,NA
"MIPOL1",0.948729392585138,0.29333755514421,-0.0648324549217508,NA,"0","1",-2.6063447,NA
"CDC25C",0.475240045954097,0.296317990821964,-0.565643747457778,NA,"0","3",-3.370273,NA
"PURG",0.302070361381393,-0.126289410525412,0.147236971884984,NA,"0","1",-3.4796076,NA
"LANCL3",1.34212077759632,0.145058882368858,-0.00152676830247804,NA,"0","1",-3.4176857,NA
"DCUN1D1",-0.816365928902961,-0.635664765597478,0.103994053480811,NA,"0","1",-3.3941545,NA
"GIPC2",1.33137499425575,0.152044898991314,-0.0194812921894373,NA,"0","1",-3.5581238,NA
"TRIM34",1.36705030592007,0.166523611332961,-0.00637940256571005,NA,"0","1",-3.2773013,NA
"BSX",1.3803455056399,0.155124048853778,-0.0186744608804209,NA,"0","1",-3.4144673,NA
"CCDC121",0.773359114106393,0.309881558726515,-0.195590998316973,NA,"0","1",-3.2851462,NA
"TRIM59",-0.616295573625665,-0.25656365625871,-0.699865719834497,NA,"0","3",-3.4217308,NA
"CHMP3",-0.749853730872178,1.89312719487661,-0.158550401962504,NA,"0","1",-3.207604,NA
"ZNF385B",1.12028159925367,0.051381032304044,0.123134297063196,NA,"0","1",-3.730835,NA
"BARX1",1.36108484995069,0.180430017719214,-0.00578142559062447,NA,"0","1",-3.3955925,NA
"GSG1",1.17063956798467,0.116244751793342,0.00261747793806752,NA,"0","1",-3.7549965,NA
"SHLD2",0.580997565829535,-0.314514162880556,0.0675369794490754,NA,"0","1",-3.327627,NA
"NHEJ1",0.810137009478967,0.0075494219174388,-0.136453250223654,NA,"0","1",-3.4795032,NA
"PRRX2",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"SFTPC",1.26692950304405,0.0828508855437024,-0.0473472895700847,NA,"0","1",-3.2003222,NA
"SMTNL1",1.28637740006111,0.111488084094774,-0.0036836031461288,NA,"0","1",-3.3082726,NA
"PSPC1",-1.46708513637913,-0.403779625292873,-0.217139708275186,NA,"0","1",-3.2802289,NA
"TMEM127",0.0379617938719082,-0.175738465211302,0.368997820356436,NA,"0","2",-3.5489266,NA
"AHNAK",0.890750720170816,0.413840771808646,-0.18346208419818,NA,"0","1",-3.512176,NA
"MORF4L1",-6.72225927448879,1.69736230982468,0.287112352104786,NA,"0","2",-3.2231028,NA
