"","mean.pi","real.pi","group","fake_group"
"49",0.0266080321086775,0.00377214650945041,"TN","ALL"
"50",0.0811684494828125,0.486692455845804,"TP.train","ALL"
"51",0.0482891881009519,0.107898952596065,"TN","ALL"
"52",0.0447076500255167,0.0695878298354767,"TP","ALL"
"53",0.0478285374367955,0.11465479844285,"TN","ALL"
"54",0.0480405652719693,0.088027837607416,"TN","ALL"
"55",0.0649600680648062,0.392751991026548,"TN","ALL"
"56",0.0315869783397976,0.00350135298559515,"TN","ALL"
"57",0.0277098506964382,0.00124206563392599,"TN","ALL"
"58",0.0881184056016079,0.417180388343392,"TP","ALL"
"59",0.0326912667378696,0.0163831929632801,"TN","ALL"
"60",0.0686642140096461,0.42942878843329,"TN","ALL"
"61",0.0769918232119254,0.352009892195317,"TN","ALL"
"62",0.0762650701979549,0.46783149090762,"TN","ALL"
"63",0.0311962544526048,0.00668296266301033,"TN","ALL"
"64",0.0402999800287397,0.0427181175837342,"TN","ALL"
"65",0.0276387732896254,0.0105706485817338,"TN","ALL"
"66",0.0293074118207308,0.0210810246251427,"TN","ALL"
"67",0.0732436161733478,0.447309434660027,"TP","ALL"
"68",0.0450440240948459,0.0882582014827054,"TN","ALL"
"69",0.0329579116160627,0.00735301172712661,"TN","ALL"
"70",0.0506781538853225,0.0680647165468586,"TN","ALL"
"71",0.0424685545694256,0.00201163394995462,"TN","ALL"
"72",0.0920366768253391,0.509751714431778,"TP.train","ALL"
"73",0.0518159434942933,0.114611673028551,"TN","ALL"
"74",0.0679062549951063,0.354086327952232,"TN","ALL"
"75",0.040579802555201,0.0103388927112441,"TN","ALL"
"76",0.0606603176388138,0.386929769918237,"TN","ALL"
"77",0.0406159083413198,0.024715777113505,"TN","ALL"
"78",0.0473216283003718,0.139847847306303,"TN","ALL"
"79",0.0297642927228346,0.00373814988829369,"TN","ALL"
"80",0.108691826288866,0.418942419263465,"TN","ALL"
"81",0.0304961445240879,0.00792071211831777,"TN","ALL"
"82",0.0385484350049717,0.0345708726712364,"TN","ALL"
"83",0.0305908602108559,0.00248643336394057,"TN","ALL"
"84",0.0499068740351764,0.139989491238414,"TN","ALL"
"85",0.0382839722945448,0.0283497860444012,"TN","ALL"
"86",0.0495954540114938,0.262917256403408,"TN","ALL"
"87",0.0321409267616878,0.00405307727684885,"TN","ALL"
"88",0.058433373973556,0.295715415330193,"TN","ALL"
"89",0.0443426010719373,0.00694625399086566,"TN","ALL"
"90",0.0547140424517194,0.270836908355252,"TP","ALL"
"91",0.0586580971860512,0.205147414084761,"TP","ALL"
"92",0.0300980914128677,0.00485597632565051,"TN","ALL"
"93",0.0313994557153472,0.0169311717169895,"TN","ALL"
"94",0.0350831785268213,0.0455046051285704,"TN","ALL"
"95",0.0296851611478409,0.0033910985084691,"TN","ALL"
"96",0.0306451626010369,0.00614188623326774,"TN","ALL"
"97",0.0702904871879976,0.419457914382013,"TN","ALL"
"98",0.0644681307326467,0.391239343489464,"TN","ALL"
"99",0.0768277778157171,0.443456732908276,"TP","ALL"
"100",0.0340788329694586,0.00350135298559515,"TN","ALL"
"101",0.0417549825587564,0.0342625148224341,"TN","ALL"
"102",0.0391262009666453,0.0695190497398,"TN","ALL"
"103",0.0865783197135913,0.477368374832778,"TP.train","ALL"
"104",0.0252811261313503,0.00331234674175985,"TN","ALL"
"105",0.0437269852662983,0.077137891873155,"TN","ALL"
"106",0.0403277317971446,0.0181765139359045,"TN","ALL"
"107",0.0341173591092803,0.00350135298559515,"TN","ALL"
"108",0.0295868111890866,0.000437678975436092,"TN","ALL"
"109",0.0502453177282428,0.178164474245753,"TN","ALL"
"110",0.0763495437779712,0.169306579752539,"TN","ALL"
"111",0.0570171225214286,0.318545040152895,"TN","ALL"
"112",0.0518632690985087,0.24483990376053,"TN","ALL"
"113",0.0273409848726803,0.00350135298559515,"TN","ALL"
"114",0.0317614633625638,0.00468009112677754,"TN","ALL"
"115",0.0278326310047751,0.00164120346034555,"TN","ALL"
"116",0.0341115786905226,0.0227608809330532,"TN","ALL"
"117",0.0277687434379532,0.00194119642730753,"TN","ALL"
"118",0.0420100310183446,0.0581180301026552,"TN","ALL"
"119",0.0564234228471616,0.252946032341396,"TN","ALL"
"120",0.036354357494368,0.000191585090165887,"TN.train","ALL"
"121",0.0315280412236637,0.00325460718533333,"TN","ALL"
"122",0.0396844142357705,0.0415194020772305,"TN","ALL"
"123",0.0309368668460029,0.000114567142862258,"TN.train","ALL"
"124",0.0254536707346719,0.00323732822110537,"TN","ALL"
"125",0.0348445493796185,0.012100733992056,"TN","ALL"
"126",0.0456310160563821,0.0622138464529947,"TP","ALL"
"127",0.0449789136802267,0.0182210084982801,"TN","ALL"
"128",0.0339263139525318,8.36508700059761e-05,"TN.train","ALL"
"129",0.0259909134992505,0.00276995561132877,"TN","ALL"
"130",0.0438280364282623,0.107772691750472,"TN","ALL"
"131",0.030262169981997,0.0105931018260645,"TN","ALL"
"132",0.0427431677487164,0.0334351994273272,"TN","ALL"
"133",0.0297925441277472,0.00476821199552323,"TN","ALL"
"134",0.0269849837448188,0.00572345013873178,"TN","ALL"
"135",0.0296630812522821,0.0029750197005864,"TN","ALL"
"136",0.0300362578336205,0.00264823048247069,"TN","ALL"
"137",0.0330811245914374,0.00945850799596582,"TN","ALL"
"138",0.026848361833606,0.001025842690934,"TN","ALL"
"139",0.0318284452926842,0.00430785278132777,"TN","ALL"
"140",0.0319597826719271,0.0221786915636973,"TN","ALL"
"141",0.0302656356695155,0.00789461278633004,"TN","ALL"
"142",0.126956433827367,0.506056182090974,"TP.train","ALL"
"143",0.0287752829878179,0.00557120793840379,"TN","ALL"
"144",0.0335354715532817,0.00351021267690024,"TN","ALL"
"145",0.0371884287290742,0.0117817087499989,"TN","ALL"
"146",0.0343792696696635,0.00150021132505175,"TN","ALL"
"147",0.0344107985711176,0.0239720135724599,"TN","ALL"
"148",0.0327695799600674,0.00367601275069011,"TN","ALL"
"149",0.0592418880465486,0.212827546121699,"TN","ALL"
"150",0.063870634980781,0.314864242052334,"TN","ALL"
"151",0.0342402682899036,0.00351909378984691,"TN","ALL"
"152",0.0357031463118033,0.0148746954642176,"TN","ALL"
"153",0.0944987997406683,0.49617937093261,"TP.train","ALL"
"154",0.0376666897963902,0.0120032297269456,"TN","ALL"
"155",0.0371852905467252,0.0325426297976661,"TN","ALL"
"156",0.035023591546363,0.0468661236134032,"TN","ALL"
"157",0.0477595761119938,0.117806623539458,"TN","ALL"
"158",0.0348979315571847,0.0115619602472693,"TN","ALL"
"159",0.0403847882862331,0.0418282689411249,"TN","ALL"
"160",0.0258000313738457,0.00182919107980491,"TN","ALL"
"161",0.030023375337478,0.0145270687799928,"TN","ALL"
"162",0.0771156253843363,0.49147964343662,"TN","ALL"
"163",0.0328961897753886,0.0214146539280049,"TN","ALL"
"164",0.0365147973791884,0.060597788881838,"TN","ALL"
"165",0.0456958782608703,0.103170329704984,"TN","ALL"
"166",0.0401639365476156,0.0270621181983256,"TN","ALL"
"167",0.0406643254702455,0.127679943772132,"TN","ALL"
"168",0.0612611817179921,0.403635322859733,"TP","ALL"
"169",0.0442561170607027,0.022969079186638,"TN","ALL"
"170",0.0339427265495488,0.00351021267690024,"TN","ALL"
"171",0.0359173240719654,0.0114804630264344,"TN","ALL"
"172",0.0432670945419543,0.0410661447292561,"TN","ALL"
"173",0.0286812798225173,0.00199173169662914,"TN","ALL"
"174",0.0288952911005825,0.00311190463153727,"TN","ALL"
"175",0.059997362874093,0.256738854609581,"TP","ALL"
"176",0.0284695299917725,0.00350135298559515,"TN","ALL"
"177",0.0392245015509894,0.00350135298559515,"TN","ALL"
"178",0.0302498938185362,0.00178800201463727,"TN","ALL"
"179",0.0324718050076258,0.0138940461960316,"TP","ALL"
"180",0.0492588728727958,0.116174041270253,"TN","ALL"
"181",0.0335108629734276,0.039090449274353,"TN","ALL"
"182",0.0366630970231164,0.0105987894236715,"TN","ALL"
"183",0.0525872434774051,0.250482884384019,"TN","ALL"
"184",0.0297813836050678,0.0024833485789732,"TN","ALL"
"185",0.0439367666718123,0.153199935007198,"TN","ALL"
"186",0.03367560470252,0.00152830429007517,"TN","ALL"
"187",0.0325346287143022,0.00356636345241428,"TN","ALL"
"188",0.0393513431456351,0.0112247950542946,"TN","ALL"
"189",0.0751884835733809,0.492831740632259,"TP.train","ALL"
"190",0.0438554805492122,0.0285671068096967,"TN","ALL"
"191",0.0357741735064442,0.0192200226567302,"TN","ALL"
"192",0.0330750949360329,0.00385170036093447,"TN","ALL"
"193",0.027942772161101,0.00928779268809754,"TN","ALL"
"194",0.0393925065729575,0.0100205418547112,"TN","ALL"
"195",0.0834125768603774,0.511839615395411,"TP.train","ALL"
"196",0.053587999222753,0.303585843239077,"TN","ALL"
"197",0.114666544279795,0.51081628894973,"TP.train","ALL"
"198",0.04120880022016,0.018733783419224,"TN","ALL"
"199",0.0302420777954846,0.00166247345709257,"TN","ALL"
"200",0.122800603347286,0.520284069273792,"TN","ALL"
"201",0.0302085641330237,0.00377619154647728,"TN","ALL"
"202",0.0334249004483283,5.67173664466203e-05,"TN.train","ALL"
"203",0.0312195447201746,0.00649695197009317,"TN","ALL"
"204",0.036689019802021,0.00853788324089026,"TN","ALL"
"205",0.0305190873487156,0.00155063716076791,"TN","ALL"
"206",0.0707523984134656,0.334731744561594,"TN","ALL"
"207",0.0273404981083679,0.00241774435143066,"TN","ALL"
"208",0.0671744595422529,0.235713798369873,"TP","ALL"
"209",0.0340069976380419,0.00350135298559515,"TN","ALL"
"210",0.0279677871394241,0.00275187281981009,"TN","ALL"
"211",0.0871835939767425,0.48906992464853,"TP.train","ALL"
"212",0.0696841116928256,0.45896618977566,"TP.train","ALL"
"213",0.0569864007138475,0.255516456764357,"TN","ALL"
"214",0.0499853648549991,0.10136440454167,"TP","ALL"
"215",0.0285052124105026,0.0184135442334939,"TN","ALL"
"216",0.0424150188291426,0.0172615519328705,"TN","ALL"
"217",0.0607784883949072,0.373986954870078,"TN","ALL"
"218",0.0648945290008656,0.390821283637909,"TP","ALL"
"219",0.0296064972094782,0.0204386640435981,"TN","ALL"
"220",0.0287164657991269,0.00442542287065304,"TN","ALL"
"221",0.0309297079062478,0.00275825857680525,"TN","ALL"
"222",0.0367369163588786,0.00542327298628343,"TN","ALL"
"223",0.0266602148798165,0.00309429078021337,"TN","ALL"
"224",0.0323276627633426,0.00453514147983924,"TN","ALL"
"225",0.0322803798218514,0.00792686462783629,"TN","ALL"
"226",0.050537159728533,0.172063339549733,"TN","ALL"
"227",0.029457530513101,0.00523844607447015,"TN","ALL"
"228",0.0318985776311455,0.00343762756854999,"TN","ALL"
"229",0.025466935132004,0.00248930082632839,"TN","ALL"
"230",0.0650058830704568,0.442134372243464,"TN","ALL"
"231",0.0291984354519539,0.00334686249821702,"TN","ALL"
"232",0.0267848818683832,0.00240515811615782,"TN","ALL"
"233",0.0301806207584214,0.00350135298559515,"TN","ALL"
"234",0.0472685205937643,0.0956718624843478,"TN","ALL"
"235",0.0336074826120487,0.00359347919473154,"TN","ALL"
"236",0.0339718963424992,0.0087614304543231,"TN","ALL"
"237",0.0283466077320133,0.00428856819940943,"TN","ALL"
"238",0.0349433823521406,0.0150288332736394,"TN","ALL"
"239",0.0260644591557239,0.00366634342801567,"TN","ALL"
"240",0.0282585848048989,0.00339970153472324,"TN","ALL"
"241",0.0277009558778126,0.00293954427677618,"TN","ALL"
"242",0.0338477069653264,0.239583642221708,"TN","ALL"
"243",0.0322171320757023,0.0040817297439762,"TN","ALL"
"244",0.0265779677824625,0.00254932116384212,"TN","ALL"
"245",0.0381321723535532,0.0361342465679416,"TN","ALL"
"246",0.0299767070638471,0.00204368837209318,"TN","ALL"
"247",0.0281900595871516,0.00918484998972218,"TN","ALL"
"248",0.0381590888858055,0.0122466309783817,"TN","ALL"
"249",0.0439147221493347,0.0788555938579828,"TN","ALL"
"250",0.0341857524020134,0.00277800821177069,"TN","ALL"
"251",0.0309997963465846,0.00397022474939976,"TN","ALL"
"252",0.0492717227861612,0.158125600812084,"TN","ALL"
"253",0.0466898356850794,0.148727249499286,"TP","ALL"
"254",0.0581262396482557,0.00350135298559515,"TN","ALL"
"255",0.0827129589293025,0.496328259747772,"TN","ALL"
"256",0.033930279100442,0.00351909378984691,"TN","ALL"
"257",0.0307296528692947,0.00203540762797559,"TN","ALL"
"258",0.0548032225234977,0.131871236185468,"TN","ALL"
"259",0.0352213839826109,0.00439129733672172,"TN","ALL"
"260",0.0288947676555736,0.00200847860008112,"TN","ALL"
"261",0.0545459064117102,0.095973167320113,"TN","ALL"
"262",0.0279170813714574,0.0020493995641164,"TN","ALL"
"263",0.0302812776924681,0.000239798492819944,"TN.train","ALL"
"264",0.0403732612994257,0.0382581058246497,"TN","ALL"
"265",0.0300625995725548,0.0133721620842943,"TN","ALL"
"266",0.0319950656981721,0.0030647598545982,"TN","ALL"
"267",0.0450196362830322,0.00290798812670301,"TN","ALL"
"268",0.0374388990511727,0.0287843910300449,"TN","ALL"
"269",0.0612302921631172,0.313924671910949,"TP","ALL"
"270",0.0337409582931681,0.00879394114936972,"TN","ALL"
"271",0.0567827324240905,0.238588340273606,"TN","ALL"
"272",0.029022479657548,0.00314153143751488,"TN","ALL"
"273",0.0370193453091115,0.014024805342804,"TN","ALL"
"274",0.0355370212330755,0.0134539290575335,"TN","ALL"
"275",0.0286526095291595,0.00394563156451458,"TN","ALL"
"276",0.0275498926380812,0.00435000297546981,"TN","ALL"
"277",0.0762476532581287,0.373846242307189,"TN","ALL"
"278",0.0418523789482793,0.0511607135009946,"TN","ALL"
"279",0.0318539730638383,0.0162772947044973,"TN","ALL"
"280",0.0301471610352502,0.0032483365097499,"TN","ALL"
"281",0.0407639371379547,0.0635230638084288,"TN","ALL"
"282",0.0470648872366833,0.110886632759628,"TP","ALL"
"283",0.0322404400240542,0.0102980434597518,"TN","ALL"
"284",0.0438247103448514,0.218507877629483,"TN","ALL"
"285",0.0438745308562568,0.0958056967110185,"TN","ALL"
"286",0.0265780828768371,0.0035266265450676,"TN","ALL"
"287",0.0454732698597374,0.081367480290307,"TP","ALL"
"288",0.0814920298337045,0.507653697011975,"TN","ALL"
"289",0.0391264467750238,0.0423811072386323,"TN","ALL"
"290",0.0762292055691142,0.495725370051759,"TP.train","ALL"
"291",0.0406882658995194,0.0686858596356904,"TN","ALL"
"292",0.0292488363732198,0.00530164903255788,"TN","ALL"
"293",0.0295820706474806,0.00251011346972461,"TN","ALL"
"294",0.0369728852224874,0.00941286542691552,"TN","ALL"
"295",0.046370444142645,0.0914427964284212,"TN","ALL"
"296",0.0265762178720214,0.00350135298559515,"TN","ALL"
"297",0.0531538788726246,0.146020867952766,"TN","ALL"
"298",0.03254590833845,0.0163347984556253,"TN","ALL"
"299",0.0290639993918714,0.00597023964418835,"TN","ALL"
"300",0.0592295141945791,0.253774310083767,"TN","ALL"
"301",0.031046799317315,0.00689664044619826,"TN","ALL"
"302",0.0387260137374307,0.0668578862739914,"TN","ALL"
"303",0.0330074373402035,0.00373734980408996,"TN","ALL"
"304",0.0412663202270669,0.07023549476997,"TN","ALL"
"305",0.0898316391329727,0.471913725392782,"TN","ALL"
"306",0.0435306303952088,0.0572264440774041,"TN","ALL"
"307",0.0431068957245527,0.142560666385451,"TN","ALL"
"308",0.0330359003307996,0.00353282334588409,"TN","ALL"
"309",0.0337006732790137,0.00354839499608563,"TN","ALL"
"310",0.0338477069653264,0.00350135298559515,"TN","ALL"
"311",0.0338477069653264,0.00350135298559515,"TN","ALL"
"312",0.0347131754691374,0.00616168056928156,"TN","ALL"
"313",0.0332408517634339,0.0394582267059876,"TN","ALL"
"314",0.0390225242125296,0.0828443535208756,"TN","ALL"
"315",0.0345495973101781,0.00350135298559515,"TN","ALL"
"316",0.0343650451737761,0.0035458661391136,"TN","ALL"
"317",0.0284497256122442,0.00219962616855116,"TN","ALL"
"318",0.0341045431778896,0.00350135298559515,"TN","ALL"
"319",0.0333727011798108,0.0194588422840988,"TN","ALL"
"320",0.0292002660582781,0.00157550740597566,"TN","ALL"
"321",0.0590370892783357,0.285936937753331,"TN","ALL"
"322",0.0251866442843489,0.00282912078046245,"TN","ALL"
"323",0.0558718672152854,0.318138125521957,"TN","ALL"
"324",0.0338484215652544,0.00351021267690024,"TN","ALL"
"325",0.0354646430531582,0.0483406708127858,"TN","ALL"
"326",0.0670061576694367,0.335688139538536,"TP","ALL"
"327",0.0332710800961983,0.00350135298559515,"TN","ALL"
"328",0.0382520060425434,0.0723692589286217,"TN","ALL"
"329",0.0257445189682657,0.00271013084574311,"TN","ALL"
"330",0.0308120354876379,0.0116605273493012,"TN","ALL"
"331",0.0757636341523959,0.325939203026918,"TN","ALL"
"332",0.0314940749282091,0.00195934317573211,"TN","ALL"
"333",0.0282780627720011,0.00644206586966218,"TN","ALL"
"334",0.0293138797917775,0.00777317595726274,"TN","ALL"
"335",0.0314126802034124,0.00300602241955173,"TN","ALL"
"336",0.0338477069653264,0.00350135298559515,"TN","ALL"
"337",0.0277085710298607,0.00487222306985682,"TN","ALL"
"338",0.0338477069653264,0.00350135298559515,"TN","ALL"
"339",0.0505035269825582,0.13007406594172,"TN","ALL"
"340",0.0338477069653264,0.00350135298559515,"TN","ALL"
"341",0.0339029153322609,0.00350135298559515,"TN","ALL"
"342",0.029904007711293,0.00299151375592806,"TN","ALL"
"343",0.0809750967325252,0.435669034904698,"TN","ALL"
"344",0.0338298985094164,0.00350135298559515,"TN","ALL"
"345",0.032122112673485,0.00608643341685107,"TN","ALL"
"346",0.0308023513335144,0.00399202450008423,"TN","ALL"
"347",0.0347894074620347,0.0086014851855873,"TN","ALL"
"348",0.0306798996467669,0.00350166773103669,"TN","ALL"
"349",0.0355486129172757,0.00423116806749874,"TN","ALL"
"350",0.0388483065289484,0.0517396425882991,"TN","ALL"
"351",0.0338477069653264,0.00350135298559515,"TN","ALL"
"352",0.0310996549650182,0.0667479643349496,"TN","ALL"
"353",0.0294972346732448,0.00186203545241062,"TN","ALL"
"354",0.0352175930818712,0.0262133334371181,"TN","ALL"
"355",0.0266602301914283,0.00368477328511096,"TN","ALL"
"356",0.0313464018154286,0.00560800802458484,"TN","ALL"
"357",0.0260449312638624,0.00434415033765146,"TN","ALL"
"358",0.0277688167131092,0.000847344846383045,"TN","ALL"
"359",0.0257303067871911,0.00693979473274935,"TN","ALL"
"360",0.0338477069653264,0.00350135298559515,"TN","ALL"
"361",0.0588892688076124,0.386174612456677,"TP","ALL"
"362",0.0351853130995762,0.00396409375230057,"TN","ALL"
"363",0.0358565359471919,0.0145285488896201,"TN","ALL"
"364",0.0384670206368663,0.000403649809526763,"TN","ALL"
"365",0.0274310911107454,0.00645724603281837,"TN","ALL"
"366",0.0319465979977129,0.00366671139225631,"TN","ALL"
"367",0.0361305487591955,0.00350135298559515,"TN","ALL"
"368",0.0320365552470851,0.00926772150226625,"TN","ALL"
"369",0.0353739771618621,0.0151859435491485,"TN","ALL"
"370",0.064964983312488,0.309695806447055,"TP","ALL"
"371",0.0305730402139601,0.00729519638542051,"TN","ALL"
"372",0.0311752083899774,0.00380878085204253,"TN","ALL"
"373",0.0360383542401458,0.0074860582630851,"TN","ALL"
"374",0.0334495882639701,0.00972244736835762,"TN","ALL"
"375",0.0340659710063192,0.00350135298559515,"TN","ALL"
"376",0.0338477069653264,0.00185078108165289,"TN","ALL"
"377",0.0338477069653264,0.00350135298559515,"TN","ALL"
"378",0.074292481022712,0.286411715061344,"TN","ALL"
"379",0.0338477069653264,0.016638024668779,"TN","ALL"
"380",0.0304594310767456,0.00553146809004267,"TN","ALL"
"381",0.0338477069653264,0.00141144966676793,"TN","ALL"
"382",0.0342439193335805,0.00351021267690024,"TN","ALL"
"383",0.0457184147590708,0.0940002382692076,"TN","ALL"
"384",0.0353767420887756,0.00740561299620136,"TN","ALL"
"385",0.0338898699536664,0.00351021267690024,"TN","ALL"
"386",0.0370576600653598,0.0408957394570637,"TN","ALL"
"387",0.0334644393456965,0.0035279963724462,"TN","ALL"
"388",0.0327967899960568,0.00386444031599151,"TN","ALL"
"389",0.0315230670703509,0.00321227890911242,"TN","ALL"
"390",0.0329620883999466,0.00934278735479029,"TN","ALL"
"391",0.0608214652410583,0.357103499169109,"TN","ALL"
"392",0.0352185297293488,0.00891159092359763,"TN","ALL"
"393",0.036519432781653,0.0111174517182133,"TN","ALL"
"394",0.027069673043658,0.00151365787351565,"TN","ALL"
"395",0.0658099609234026,0.436876727978084,"TP","ALL"
"396",0.0334228516653376,0.0035458661391136,"TN","ALL"
"397",0.0841947658867857,0.363367498820586,"TP","ALL"
"398",0.0315847904918658,0.0274668763167797,"TN","ALL"
"399",0.0338477069653264,0.00350135298559515,"TN","ALL"
"400",0.0369828801137274,0.02092471158313,"TN","ALL"
"401",0.0544640477773273,0.190217689895493,"TN","ALL"
"402",0.0313633461765106,0.00784250067974704,"TN","ALL"
"403",0.0330328071369621,0.00162649744708041,"TN","ALL"
"404",0.030086614144952,0.00258490807047733,"TN","ALL"
"405",0.0269565014442813,0.00233427679371502,"TN","ALL"
"406",0.0297782314520676,0.00190397205137435,"TN","ALL"
"407",0.0341228323799996,0.00350135298559515,"TN","ALL"
"408",0.0338175401072684,0.00351021267690024,"TN","ALL"
"409",0.0287511540302732,0.000253736137568204,"TN.train","ALL"
"410",0.031351805662188,0.00350135298559515,"TN","ALL"
"411",0.0341444405145642,0.0374118245951845,"TN","ALL"
"412",0.0305607472390997,0.00209734181933413,"TN","ALL"
"413",0.0340426760715453,0.0048483378901902,"TN","ALL"
"414",0.0516968148193398,0.2590724736809,"TN","ALL"
"415",0.033427468256563,0.00099188476840431,"TN","ALL"
"416",0.0265925216091094,9.96199992187854e-05,"TN.train","ALL"
"417",0.0665282322605476,0.463284082526645,"TN","ALL"
"418",0.0317993804203707,0.00350135298559515,"TN","ALL"
"419",0.0338477069653264,0.00350135298559515,"TN","ALL"
"420",0.0338477069653264,0.00350135298559515,"TN","ALL"
"421",0.0330757569904349,0.00261602617716616,"TN","ALL"
"422",0.0469863121567871,0.0541890025792249,"TN","ALL"
"423",0.0262181814154754,0.00456220413490536,"TN","ALL"
"424",0.0300126729215675,0.00338598279819169,"TN","ALL"
"425",0.0367472972009242,0.0119760262592845,"TN","ALL"
"426",0.0279368137882014,0.00146151410720047,"TN","ALL"
"427",0.0321422926319874,0.00124800870093551,"TN","ALL"
"428",0.0430267722302507,0.187918921254631,"TN","ALL"
"429",0.0370229646661479,0.0386792486236781,"TN","ALL"
"430",0.0421439255223204,0.0300456984050487,"TN","ALL"
"431",0.0359361332352326,0.0072623671300763,"TN","ALL"
"432",0.0287614533301707,0.00129417812528543,"TN","ALL"
"433",0.0262990900545487,0.00257882708791004,"TN","ALL"
"434",0.0338477069653264,0.00350135298559515,"TN","ALL"
"435",0.0338477069653264,0.00350135298559515,"TN","ALL"
"436",0.0338477069653264,0.000967493115375863,"TN","ALL"
"437",0.0320976873544219,0.00365148362799864,"TN","ALL"
"438",0.0370291457063858,0.0125313830113165,"TN","ALL"
"439",0.0327018571866007,0.0166867721305192,"TN","ALL"
"440",0.0376550357324953,0.17182185206404,"TN","ALL"
"441",0.0264307591587572,0.0015559070558871,"TN","ALL"
"442",0.0321342060868017,0.011182022923606,"TN","ALL"
"443",0.0342740205873006,0.0153651647043405,"TN","ALL"
"444",0.0320715450863583,0.00323164069985517,"TN","ALL"
"445",0.0334087573320402,0.00350135298559515,"TN","ALL"
"446",0.0334268503665421,0.00350135298559515,"TN","ALL"
"447",0.0273627724761226,0.00625122045374039,"TN","ALL"
"448",0.0277830419575982,0.000473907651251202,"TN","ALL"
"449",0.034147736699086,0.00350135298559515,"TN","ALL"
"450",0.0338477069653264,0.00350135298559515,"TN","ALL"
"451",0.0337107909126921,0.00351021267690024,"TN","ALL"
"452",0.024774700038633,0.0016869814538567,"TN","ALL"
"453",0.0309957146667236,0.00303532147268236,"TN","ALL"
"454",0.0367427044905989,0.028757969132051,"TN","ALL"
"455",0.0338477069653264,0.00350135298559515,"TN","ALL"
"456",0.0338477069653264,0.00350135298559515,"TN","ALL"
"457",0.0332608450608455,0.0203803350555832,"TN","ALL"
"458",0.0339809973506045,0.00351909378984691,"TN","ALL"
"459",0.0269595204583215,0.0104180341928812,"TN","ALL"
"460",0.0337349472096265,0.00350135298559515,"TN","ALL"
"461",0.0308688977311063,0.00294835531061024,"TN","ALL"
"462",0.145858948121843,0.493727364760388,"TP.train","ALL"
"463",0.0334192861093907,0.0035279963724462,"TN","ALL"
"464",0.0340290724656066,0.00351021267690024,"TN","ALL"
"465",0.0421339912071153,0.0121460422726346,"TN","ALL"
"466",0.0338913828568407,0.00350135298559515,"TN","ALL"
"467",0.039423697250819,0.0285930715948095,"TN","ALL"
"468",0.0331192084243026,0.00124008062027687,"TN","ALL"
"469",0.0338312897101307,0.00351909378984691,"TN","ALL"
"470",0.0350202129509218,0.00143900390644955,"TN","ALL"
