"","GW16.Neurons","GW26.GABAergic.neurons","GW23.GABAergic.neurons","GW16.Stem.cells","GW26.Neurons","GW10.Neurons","GW23.Neurons","GW10.Stem.cells","GW16.GABAergic.neurons","GW19.Neurons","GW26.OPC","GW26.Astrocytes","GW12.Neurons","GW09.Stem.cells","GW26.Microglia","GW09.Neurons","GW23.OPC","GW19.GABAergic.neurons","GW13.Neurons","GW08.Neurons","GW16.OPC","GW12.Stem.cells","GW16.Microglia","GW23.Microglia","week_10.hPeric","week_10.hRgl2a","week_11.hRgl2a","week_10.Unk","week_11.hPeric","week_9.Unk","week_6.hProgFPM","week_8.Unk","week_11.hRgl2b","week_9.hGaba","week_6.hProgBP","week_8.hNbM","week_8.hNProg","week_11.hEndo","week_11.Unk","week_6.hProgM","week_6.hProgFPL","week_6.Unk","week_8.hProgBP","week_8.hNbML1","week_9.hNbML5","week_8.hOMTN","week_6.hNProg","week_6.hOMTN","week_11.hRgl3","week_10.hEndo","week_8.hProgFPM","week_8.hRN","week_9.hOMTN","week_10.hDA2","week_10.hRgl3","week_11.hOPC","week_11.hRgl2c","week_10.hNbM","week_10.hDA1","week_9.hProgBP","week_8.hProgM","week_10.hRgl2b","week_7.hRgl2a","week_7.hOMTN","week_7.Unk","week_10.hRgl1","week_7.hProgBP","week_10.hDA0","week_9.hNbGaba","week_9.hDA0","week_9.hDA1","week_9.hNProg","week_8.hProgFPL","week_9.hRgl2a","week_9.hDA2","week_6.hNbML1","week_9.hNbM","week_9.hNbML1","week_6.hNbM","week_10.hGaba"
"KMT5B",0.726605504587156,0.599502487562189,0.442528735632184,0.764227642276423,0.508474576271186,0.516129032258065,0.433333333333333,0.583333333333333,0.674698795180723,0.548780487804878,0.597222222222222,0.587301587301587,0.428571428571429,0.38,0.625,0.342857142857143,0.4,0.272727272727273,0.1875,0.533333333333333,1,0.5,0.727272727272727,0.6,0.234782608695652,0.39,0.4,0.297297297297297,0.267605633802817,0.307692307692308,0.315789473684211,0.203703703703704,0.416666666666667,0.521739130434783,0.326086956521739,0.348837209302326,0.255813953488372,0.325581395348837,0.384615384615385,0.297297297297297,0.352941176470588,0.242424242424242,0.25,0.433333333333333,0.620689655172414,0.482758620689655,0.185185185185185,0.5,0.4,0.166666666666667,0.260869565217391,0.272727272727273,0.523809523809524,0.333333333333333,0.285714285714286,0.19047619047619,0.45,0.421052631578947,0.722222222222222,0.333333333333333,0.166666666666667,0.222222222222222,0.411764705882353,0.294117647058824,0.235294117647059,0.0588235294117647,0.0625,0.5,0.6875,0.4,0.615384615384615,0.538461538461538,0.461538461538462,0.307692307692308,0.5,0.25,0.166666666666667,0.3,0.4,0.4
"CUL3",0.464220183486239,0.460199004975124,0.298850574712644,0.51219512195122,0.338983050847458,0.483870967741935,0.255555555555556,0.619047619047619,0.44578313253012,0.280487804878049,0.513888888888889,0.46031746031746,0.26984126984127,0.26,0.6,0.4,0.16,0.136363636363636,0.25,0.133333333333333,0.357142857142857,0.333333333333333,0.454545454545455,0.1,0.295652173913043,0.33,0.35,0.216216216216216,0.169014084507042,0.2,0.368421052631579,0.203703703703704,0.291666666666667,0.326086956521739,0.304347826086957,0.209302325581395,0.186046511627907,0.209302325581395,0.205128205128205,0.324324324324324,0.5,0.0909090909090909,0.15625,0.3,0.379310344827586,0.172413793103448,0.222222222222222,0.461538461538462,0.28,0.25,0.304347826086957,0.181818181818182,0.333333333333333,0.285714285714286,0.238095238095238,0.285714285714286,0.15,0.473684210526316,0.444444444444444,0.277777777777778,0.222222222222222,0.222222222222222,0.294117647058824,0.176470588235294,0.117647058823529,0.0588235294117647,0.0625,0.3125,0.25,0.133333333333333,0.307692307692308,0.384615384615385,0.307692307692308,0.153846153846154,0.333333333333333,0.333333333333333,0.416666666666667,0.5,0.2,0.3
"ANKRD11",0.642201834862385,0.639303482587065,0.53448275862069,0.67479674796748,0.533898305084746,0.67741935483871,0.422222222222222,0.666666666666667,0.433734939759036,0.536585365853659,0.486111111111111,0.698412698412698,0.412698412698413,0.6,0.725,0.6,0.44,0.318181818181818,0.3125,0.6,0.857142857142857,0.5,1,0.8,0.643478260869565,0.69,0.5625,0.5,0.619718309859155,0.4,0.421052631578947,0.407407407407407,0.520833333333333,0.608695652173913,0.434782608695652,0.511627906976744,0.488372093023256,0.511627906976744,0.538461538461538,0.648648648648649,0.705882352941177,0.272727272727273,0.5625,0.466666666666667,0.517241379310345,0.724137931034483,0.333333333333333,0.538461538461538,0.56,0.708333333333333,0.478260869565217,0.363636363636364,0.666666666666667,0.285714285714286,0.380952380952381,0.619047619047619,0.65,0.631578947368421,0.555555555555556,0.611111111111111,0.555555555555556,0.444444444444444,0.529411764705882,0.470588235294118,0.470588235294118,0.529411764705882,0.4375,0.3125,0.5625,0.6,0.692307692307692,0.384615384615385,0.615384615384615,0.615384615384615,0.5,0.333333333333333,0.75,0.7,0.3,0.5
"DEAF1",0.427522935779817,0.582089552238806,0.281609195402299,0.430894308943089,0.398305084745763,0.247311827956989,0.188888888888889,0.297619047619048,0.27710843373494,0.329268292682927,0.444444444444444,0.682539682539683,0.0793650793650794,0.08,0.55,0.228571428571429,0.36,0.181818181818182,0.0625,0.133333333333333,0.285714285714286,0.0833333333333333,0.454545454545455,0.3,0.130434782608696,0.2,0.175,0.243243243243243,0.154929577464789,0.0307692307692308,0.0175438596491228,0.037037037037037,0.1875,0.173913043478261,0.0434782608695652,0.0697674418604651,0.0697674418604651,0.13953488372093,0.230769230769231,0.0540540540540541,0.117647058823529,0.0909090909090909,0.03125,0.133333333333333,0.0344827586206897,0.103448275862069,0.111111111111111,0.230769230769231,0.24,0.25,0.0869565217391304,0.0454545454545455,0.380952380952381,0.476190476190476,0.19047619047619,0.0952380952380952,0.25,0.157894736842105,0.333333333333333,0.166666666666667,0.0555555555555556,0.111111111111111,0.0588235294117647,0.117647058823529,0,0.294117647058824,0,0.0625,0,0.0666666666666667,0.153846153846154,0,0.0769230769230769,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0,0.2,0.3
"BRSK2",0.44954128440367,0.407960199004975,0.224137931034483,0.463414634146341,0.26271186440678,0.387096774193548,0.222222222222222,0.476190476190476,0.253012048192771,0.195121951219512,0.319444444444444,0.476190476190476,0.222222222222222,0.22,0.375,0.314285714285714,0.2,0.0909090909090909,0.25,0.133333333333333,0.357142857142857,0.25,0.181818181818182,0.1,0.11304347826087,0.18,0.0875,0.22972972972973,0.112676056338028,0.215384615384615,0.245614035087719,0.166666666666667,0.125,0.347826086956522,0.304347826086957,0.418604651162791,0.232558139534884,0.0697674418604651,0.153846153846154,0.324324324324324,0.264705882352941,0.0606060606060606,0.21875,0.333333333333333,0.413793103448276,0.206896551724138,0.37037037037037,0.461538461538462,0.12,0.0416666666666667,0.173913043478261,0.272727272727273,0.333333333333333,0.333333333333333,0.19047619047619,0.0952380952380952,0.15,0.368421052631579,0.444444444444444,0.166666666666667,0.222222222222222,0.277777777777778,0.117647058823529,0.411764705882353,0.0588235294117647,0.352941176470588,0.125,0.3125,0.0625,0.0666666666666667,0.230769230769231,0.230769230769231,0.307692307692308,0,0,0.25,0.0833333333333333,0.4,0.2,0.3
"PHIP",0.825688073394495,0.713930348258706,0.689655172413793,0.959349593495935,0.610169491525424,0.870967741935484,0.544444444444444,0.964285714285714,0.686746987951807,0.74390243902439,0.708333333333333,0.825396825396825,0.682539682539683,0.92,0.8,0.885714285714286,0.76,0.5,0.4375,0.533333333333333,0.642857142857143,0.916666666666667,1,0.8,0.434782608695652,0.72,0.55,0.581081081081081,0.380281690140845,0.661538461538462,0.701754385964912,0.592592592592593,0.479166666666667,0.826086956521739,0.739130434782609,0.627906976744186,0.558139534883721,0.418604651162791,0.461538461538462,0.675675675675676,0.911764705882353,0.363636363636364,0.75,0.5,0.827586206896552,0.724137931034483,0.814814814814815,0.846153846153846,0.48,0.5,0.521739130434783,0.545454545454545,0.952380952380952,0.476190476190476,0.666666666666667,0.571428571428571,0.65,0.684210526315789,0.777777777777778,0.888888888888889,0.611111111111111,0.611111111111111,0.529411764705882,0.705882352941177,0.411764705882353,0.470588235294118,0.6875,0.625,0.6875,0.6,0.923076923076923,0.615384615384615,0.923076923076923,0.615384615384615,0.583333333333333,0.666666666666667,0.583333333333333,0.8,0.5,0.5
"KMT2A",0.788990825688073,0.771144278606965,0.660919540229885,0.796747967479675,0.652542372881356,0.763440860215054,0.688888888888889,0.845238095238095,0.674698795180723,0.707317073170732,0.694444444444444,0.857142857142857,0.444444444444444,0.58,0.8,0.6,0.68,0.5,0.5625,0.666666666666667,0.785714285714286,0.583333333333333,0.545454545454545,0.8,0.521739130434783,0.71,0.7375,0.540540540540541,0.436619718309859,0.569230769230769,0.473684210526316,0.388888888888889,0.625,0.782608695652174,0.5,0.465116279069767,0.325581395348837,0.372093023255814,0.564102564102564,0.621621621621622,0.470588235294118,0.333333333333333,0.625,0.7,0.655172413793103,0.758620689655172,0.444444444444444,0.653846153846154,0.76,0.583333333333333,0.478260869565217,0.636363636363636,0.761904761904762,0.666666666666667,0.523809523809524,0.714285714285714,0.65,0.736842105263158,0.722222222222222,0.555555555555556,0.611111111111111,0.555555555555556,0.588235294117647,0.588235294117647,0.470588235294118,0.705882352941177,0.375,0.625,0.6875,0.8,0.923076923076923,0.538461538461538,0.692307692307692,0.692307692307692,0.666666666666667,0.666666666666667,0.75,0.8,0.3,0.6
"DYNC1H1",0.858715596330275,0.830845771144279,0.810344827586207,0.951219512195122,0.771186440677966,0.903225806451613,0.811111111111111,0.892857142857143,0.771084337349398,0.841463414634146,0.791666666666667,0.952380952380952,0.714285714285714,0.6,0.875,0.771428571428571,0.64,0.863636363636364,0.8125,0.8,0.928571428571429,0.916666666666667,0.818181818181818,0.9,0.582608695652174,0.69,0.6625,0.554054054054054,0.676056338028169,0.538461538461538,0.543859649122807,0.351851851851852,0.541666666666667,0.826086956521739,0.608695652173913,0.697674418604651,0.465116279069767,0.767441860465116,0.564102564102564,0.621621621621622,0.735294117647059,0.363636363636364,0.5625,0.766666666666667,0.620689655172414,0.655172413793103,0.481481481481481,0.961538461538462,0.8,0.75,0.565217391304348,0.818181818181818,0.80952380952381,0.761904761904762,0.476190476190476,0.666666666666667,0.7,0.789473684210526,0.777777777777778,0.666666666666667,0.555555555555556,0.611111111111111,0.411764705882353,0.764705882352941,0.529411764705882,0.705882352941177,0.5625,0.6875,0.8125,0.866666666666667,0.846153846153846,0.615384615384615,0.769230769230769,0.615384615384615,0.416666666666667,0.833333333333333,0.833333333333333,0.9,0.5,0.4
"CHD2",0.612844036697248,0.562189054726368,0.586206896551724,0.658536585365854,0.457627118644068,0.634408602150538,0.555555555555556,0.738095238095238,0.566265060240964,0.646341463414634,0.638888888888889,0.73015873015873,0.53968253968254,0.58,0.725,0.457142857142857,0.68,0.272727272727273,0.6875,0.6,0.714285714285714,0.5,0.727272727272727,0.7,0.582608695652174,0.62,0.6,0.594594594594595,0.464788732394366,0.4,0.456140350877193,0.277777777777778,0.541666666666667,0.5,0.456521739130435,0.627906976744186,0.348837209302326,0.581395348837209,0.538461538461538,0.540540540540541,0.5,0.484848484848485,0.3125,0.466666666666667,0.517241379310345,0.655172413793103,0.518518518518518,0.576923076923077,0.64,0.708333333333333,0.391304347826087,0.227272727272727,0.857142857142857,0.666666666666667,0.571428571428571,0.285714285714286,0.65,0.684210526315789,0.555555555555556,0.444444444444444,0.833333333333333,0.666666666666667,0.647058823529412,0.294117647058824,0.235294117647059,0.764705882352941,0.375,0.4375,0.5,0.6,0.538461538461538,0.538461538461538,0.615384615384615,0.538461538461538,0.416666666666667,0.416666666666667,0.5,0.7,0.4,0.7
"PHF21A",0.418348623853211,0.415422885572139,0.35632183908046,0.471544715447154,0.305084745762712,0.387096774193548,0.255555555555556,0.392857142857143,0.337349397590361,0.317073170731707,0.361111111111111,0.380952380952381,0.238095238095238,0.14,0.325,0.228571428571429,0.44,0.0454545454545455,0.125,0.2,0.5,0.416666666666667,0.363636363636364,0.4,0.234782608695652,0.41,0.475,0.148648648648649,0.126760563380282,0.184615384615385,0.245614035087719,0.148148148148148,0.166666666666667,0.260869565217391,0.326086956521739,0.232558139534884,0.116279069767442,0.186046511627907,0.205128205128205,0.459459459459459,0.205882352941176,0.212121212121212,0.1875,0.166666666666667,0.379310344827586,0.241379310344828,0.333333333333333,0.384615384615385,0.64,0.458333333333333,0.260869565217391,0.181818181818182,0.333333333333333,0.0952380952380952,0.428571428571429,0.333333333333333,0.3,0.368421052631579,0.611111111111111,0.333333333333333,0.222222222222222,0.444444444444444,0.235294117647059,0.176470588235294,0.117647058823529,0.294117647058824,0.0625,0.3125,0.0625,0.0666666666666667,0.307692307692308,0.615384615384615,0.461538461538462,0.384615384615385,0.166666666666667,0.416666666666667,0.416666666666667,0.4,0.2,0.3
"TAOK1",0.721100917431193,0.686567164179104,0.448275862068966,0.804878048780488,0.516949152542373,0.602150537634409,0.5,0.714285714285714,0.662650602409639,0.524390243902439,0.680555555555556,0.825396825396825,0.619047619047619,0.42,0.75,0.571428571428571,0.52,0.409090909090909,0.375,0.266666666666667,0.714285714285714,0.833333333333333,0.909090909090909,0.5,0.495652173913044,0.68,0.75,0.432432432432432,0.492957746478873,0.338461538461538,0.298245614035088,0.388888888888889,0.395833333333333,0.521739130434783,0.434782608695652,0.325581395348837,0.372093023255814,0.348837209302326,0.435897435897436,0.540540540540541,0.441176470588235,0.242424242424242,0.59375,0.466666666666667,0.586206896551724,0.482758620689655,0.333333333333333,0.576923076923077,0.56,0.666666666666667,0.521739130434783,0.409090909090909,0.619047619047619,0.285714285714286,0.666666666666667,0.476190476190476,0.6,0.526315789473684,0.611111111111111,0.5,0.444444444444444,0.555555555555556,0.529411764705882,0.235294117647059,0.294117647058824,0.411764705882353,0.3125,0.4375,0.625,0.6,0.615384615384615,0.538461538461538,0.769230769230769,0.846153846153846,0.666666666666667,0.5,0.666666666666667,0.9,0.3,0.4
"NF1",0.407339449541284,0.415422885572139,0.264367816091954,0.536585365853659,0.347457627118644,0.387096774193548,0.233333333333333,0.476190476190476,0.27710843373494,0.25609756097561,0.472222222222222,0.682539682539683,0.126984126984127,0.3,0.525,0.285714285714286,0.32,0.136363636363636,0.25,0.4,0.5,0.333333333333333,0.636363636363636,0.3,0.408695652173913,0.46,0.6375,0.22972972972973,0.47887323943662,0.338461538461538,0.315789473684211,0.203703703703704,0.375,0.173913043478261,0.347826086956522,0.302325581395349,0.348837209302326,0.255813953488372,0.282051282051282,0.459459459459459,0.352941176470588,0.212121212121212,0.15625,0.266666666666667,0.206896551724138,0.482758620689655,0.333333333333333,0.461538461538462,0.36,0.208333333333333,0.260869565217391,0.227272727272727,0.523809523809524,0.0952380952380952,0.428571428571429,0.285714285714286,0.35,0.315789473684211,0.333333333333333,0.611111111111111,0.277777777777778,0.5,0.235294117647059,0.411764705882353,0.117647058823529,0.235294117647059,0.25,0.375,0.3125,0.4,0.307692307692308,0.307692307692308,0.384615384615385,0.307692307692308,0.166666666666667,0.666666666666667,0.416666666666667,0.4,0.1,0.4
