,0,1
SCN2A,1.0993584,1.1178309
CHD8,1.0993584,1.1178309
ADNP,1.0993584,1.1178309
SHANK3,1.0993584,1.1178309
PTEN,1.0993584,1.1178309
SYNGAP1,1.0993584,1.1178309
MECP2,1.0993584,1.1178309
KDM5B,1.0993584,1.1178309
FOXP1,1.0993584,1.1178309
ARID1B,1.0993584,1.1178309
POGZ,1.0993584,1.1178309
ASH1L,1.0993584,1.1178309
KMT5B,1.0993584,1.1178309
SLC6A1,1.0993584,1.1178309
GIGYF1,1.0993584,1.1178309
DYRK1A,1.0993584,1.1178309
CHD2,1.0993584,1.1178309
ASXL3,1.0993584,1.1178309
TAOK1,1.0993584,1.1178309
DNMT3A,1.0993584,1.1178309
GRIN2B,1.0993584,1.1178309
BRSK2,1.0993584,1.1178309
KMT2A,1.0993584,1.1178309
NF1,1.0993584,1.1178309
STXBP1,1.0993584,1.1178309
CUL3,1.0993584,1.1178309
MED13L,1.0993584,1.1178309
ANK2,1.0993584,1.1178309
MYT1L,1.0993584,1.1178309
RORB,1.0993584,1.1178309
TBL1XR1,1.0993584,1.1178309
TBR1,1.0993584,1.1178309
DYNC1H1,1.0993584,1.1178309
WAC,1.0993584,1.1178309
PHF21A,1.0993584,1.1178309
KDM6B,1.0993584,1.1178309
DDX3X,1.0993584,1.1178309
CTNNB1,1.0993584,1.1178309
MED13,1.0993584,1.1178309
ANKRD11,1.0993584,1.1178309
CTCF,1.0993584,1.1178309
RFX3,1.0993584,1.1178309
ARHGEF9,1.0993584,1.1178309
SHANK2,1.0993584,1.1178309
DEAF1,1.0993584,1.1178309
SMARCC2,1.0993584,1.1178309
TLK2,1.0993584,1.1178309
TCF20,1.0993584,1.1178309
CNOT3,1.0993584,1.1178309
SYNCRIP,1.0993584,1.1178309
SETD5,1.0993584,1.1178309
NAA15,1.0993584,1.1178309
SCN1A,1.0993584,1.1178309
EHMT1,1.0993584,1.1178309
TCF4,1.0993584,1.1178309
SRPRA,1.0993584,1.1178309
MARK2,1.0993584,1.1178309
KMT2C,1.0993584,1.1178309
MBD5,1.0993584,1.1178309
NRXN1,1.0993584,1.1178309
IRF2BPL,1.0993584,1.1178309
PHIP,1.0993584,1.1178309
NFE2L3,1.0993584,1.1178309
SKI,1.0993584,1.1178309
PSMD12,1.0993584,1.1178309
KCNB1,1.0993584,1.1178309
CSDE1,1.0993584,1.1178309
TSC1,1.0993584,1.1178309
DMWD,1.0993584,1.1178309
CLCN4,1.0993584,1.1178309
MEIS2,1.0993584,1.1178309
PBX1,1.0993584,1.1178309
HNRNPD,1.0993584,1.1178309
BCL11A,1.0993584,1.1178309
TCF7L2,1.0993584,1.1178309
WDFY3,1.0993584,1.1178309
PHF3,1.0993584,1.1178309
SETBP1,1.0993584,1.1178309
TGM1,1.0993584,1.1178309
EBF3,1.0993584,1.1178309
PPP2R5D,1.0993584,1.1178309
TAF4,1.0993584,1.1178309
KCNQ2,1.0993584,1.1178309
CAPRIN1,1.0993584,1.1178309
DSCAM,1.0993584,1.1178309
GABBR2,1.0993584,1.1178309
PRKG2,1.0993584,1.1178309
UBN2,1.0993584,1.1178309
MEF2C,1.0993584,1.1178309
TRIP12,1.0993584,1.1178309
EP300,1.0993584,1.1178309
NR3C2,1.0993584,1.1178309
ARHGEF18,1.0993584,1.1178309
TNPO3,1.0993584,1.1178309
SMAD6,1.0993584,1.1178309
AMOT,1.0993584,1.1178309
AUTS2,1.0993584,1.1178309
NCKAP1,1.0993584,1.1178309
DLG4,1.0993584,1.1178309
ECPAS,1.0993584,1.1178309
PRKAR1B,1.0993584,1.1178309
FUBP3,1.0993584,1.1178309
GRIA2,1.0993584,1.1178309
CCDC40,1.0993584,1.1178309
GABRA1,1.0993584,1.1178309
TSC2,1.0993584,1.1178309
C1orf185,1.0993584,1.1178309
METTL23,1.0993584,1.1178309
HNRNPUL2,1.0993584,1.1178309
PAX5,1.0993584,1.1178309
ATF4,1.0993584,1.1178309
RERE,1.0993584,1.1178309
DHFR2,1.0993584,1.1178309
TMC4,1.0993584,1.1178309
FXYD5,1.0993584,1.1178309
EBAG9,1.0993584,1.1178309
ITGB5,1.0993584,1.1178309
INTS2,1.0993584,1.1178309
RAI1,1.0993584,1.1178309
FOXG1,1.0993584,1.1178309
PLEKHG6,1.0993584,1.1178309
MAVS,1.0993584,1.1178309
C1QC,1.0993584,1.1178309
TMEM116,1.0993584,1.1178309
SIN3A,1.0993584,1.1178309
ANP32A,1.0993584,1.1178309
PRR14L,1.0993584,1.1178309
CSNK2B,1.0993584,1.1178309
PMM2,1.0993584,1.1178309
PFN2,1.0993584,1.1178309
LMTK3,1.0993584,1.1178309
SPRY2,1.0993584,1.1178309
CMPK2,1.0993584,1.1178309
IQSEC2,1.0993584,1.1178309
RIPK1,1.0993584,1.1178309
TPK1,1.0993584,1.1178309
CASZ1,1.0993584,1.1178309
ZBTB45,1.0993584,1.1178309
NUDT17,1.0993584,1.1178309
FANCE,1.0993584,1.1178309
ZNF396,1.0993584,1.1178309
NR4A2,1.0993584,1.1178309
TBCEL,1.0993584,1.1178309
ADAM21,1.0993584,1.1178309
TCF3,1.0993584,1.1178309
AAAS,1.0993584,1.1178309
CELF6,1.0993584,1.1178309
INSC,1.0993584,1.1178309
ZMYND8,1.0993584,1.1178309
CLTC,1.0993584,1.1178309
TCHHL1,1.0993584,1.1178309
CTDSPL2,1.0993584,1.1178309
ZNF292,1.0993584,1.1178309
KCNQ3,1.0993584,1.1178309
RALGAPB,1.0993584,1.1178309
SRCAP,1.0993584,1.1178309
RAB11FIP4,1.0993584,1.1178309
ZNF865,1.0993584,1.1178309
CASKIN1,1.0993584,1.1178309
RANBP17,1.0993584,1.1178309
FBN1,1.0993584,1.1178309
ACTB,1.0993584,1.1178309
CNNM2,1.0993584,1.1178309
TSHZ1,1.0993584,1.1178309
UPF3B,1.0993584,1.1178309
PHF2,1.0993584,1.1178309
FMR1,1.0993584,1.1178309
MIB1,1.0993584,1.1178309
FADS1,1.0993584,1.1178309
FRMD7,1.0993584,1.1178309
LDB1,1.0993584,1.1178309
PCDH19,1.0993584,1.1178309
