,0,1,2,3,4,5,6,7
SCN2A,0.98338604,0.98706436,0.9897402,0.9831065,0.9842973,0.98408496,0.9922612,0.98403144
CHD8,0.99455035,0.99568033,0.99652374,0.9942641,0.994584,0.99448144,0.99730724,0.99440557
ADNP,0.9915766,0.99344397,0.99471414,0.991228,0.9918393,0.991713,0.9959799,0.9916357
SHANK3,0.9991877,0.9995146,0.9994587,0.9991207,0.99924326,0.9988273,0.9995812,0.9986913
PTEN,0.9851682,0.9884542,0.99079674,0.984733,0.9857125,0.9854715,0.9930538,0.9862139
SYNGAP1,1.0021447,1.001638,1.0014303,1.002363,1.0020545,1.0020895,1.0010583,1.0018651
MECP2,1.000801,1.0006196,1.0005713,1.0008202,1.0007315,1.0007402,1.0004334,1.0010922
KDM5B,0.99382484,0.99514115,0.9961685,0.99355453,0.9939678,0.99406713,0.9970757,0.99424577
FOXP1,0.99322945,0.9948326,0.9958161,0.993018,0.9935733,0.99337304,0.9968707,0.9935347
ARID1B,0.9936722,0.99504817,0.9961469,0.9936216,0.99408376,0.9940767,0.9971194,0.99399185
POGZ,0.99358714,0.9949298,0.996246,0.9937377,0.9940412,0.9941616,0.9971959,0.9946941
ASH1L,0.9969646,0.9976164,0.99806416,0.9967281,0.9969498,0.9971243,0.99853706,0.99719095
KMT5B,0.991855,0.9936682,0.9949012,0.9915531,0.9921521,0.9922409,0.9961795,0.99191946
SLC6A1,0.9944699,0.99574983,0.99658644,0.99429417,0.9947581,0.9946687,0.99750185,0.9955057
GIGYF1,0.9997424,0.99977094,0.99972606,0.9995507,0.99947107,0.99936646,0.99970764,0.9993497
DYRK1A,0.99811816,0.99860215,0.9987484,0.99786276,0.9982612,0.9983177,0.9991276,0.998262
CHD2,0.9977733,0.9982741,0.99869466,0.9977683,0.9979123,0.997818,0.99898934,0.9978218
ASXL3,0.9871814,0.98987746,0.99150765,0.9861094,0.9873209,0.9869764,0.9934972,0.9872235
TAOK1,0.9939529,0.99521136,0.99612784,0.9935757,0.99404824,0.9940866,0.9970342,0.99422836
DNMT3A,0.99700916,0.99768627,0.99848986,0.99738634,0.99746925,0.99745953,0.9989198,0.99751806
GRIN2B,1.0046215,1.0035983,1.0028919,1.0047045,1.0043612,1.0042946,1.002115,1.0041549
BRSK2,0.99960077,0.99970007,0.9998474,0.999768,0.9998696,0.9998561,0.9999365,0.99908435
KMT2A,0.9912522,0.9931976,0.994296,0.99061,0.9913796,0.9910199,0.99561006,0.99110204
NF1,0.9971918,0.99773055,0.99828434,0.997188,0.99730265,0.9973713,0.99870145,0.9973322
STXBP1,0.995924,0.99676824,0.9974561,0.99572694,0.9960332,0.996114,0.9980516,0.99620146
CUL3,0.9993894,0.9995947,0.99965054,0.9993173,0.9994924,0.99940896,0.99975646,0.9991366
MED13L,0.99780536,0.9981996,0.99884176,0.99809355,0.9980453,0.998259,0.99914575,0.9981472
ANK2,0.9893446,0.991552,0.9933262,0.9889454,0.9896419,0.98993087,0.9949142,0.98985755
MYT1L,0.9907135,0.9928026,0.99425495,0.99041927,0.99126905,0.99129736,0.9956808,0.9909128
RORB,1.0050837,1.0037152,1.0027332,1.004635,1.0042267,1.0044706,1.0018982,1.0038437
TBL1XR1,0.99743915,0.9980607,0.99838233,0.9972565,0.9975829,0.9973439,0.99876773,0.9974792
TBR1,0.990826,0.9927614,0.9947276,0.9910921,0.99165237,0.9917825,0.99615026,0.9934808
DYNC1H1,0.99264586,0.9942175,0.9951539,0.99202824,0.9927174,0.9925307,0.9962673,0.9926631
WAC,0.99275863,0.9943615,0.9954201,0.9923941,0.9929285,0.99286216,0.99650866,0.9928399
PHF21A,1.0004356,1.0003977,1.0003557,1.0004395,1.0003648,1.0005599,1.0003525,1.0010619
