,0,1,2,3,4,5,6,7
SCN2A,0.46762073,0.97499347,0.9812399,0.9587407,0.9758816,0.41362754,0.111768365,0.17116341
CHD8,0.49110597,0.9841484,0.98799056,0.9733566,0.98439395,0.37987676,0.10221509,0.18650155
ADNP,0.44233084,0.9843447,0.98879075,0.97532225,0.9851695,0.32537362,0.10623077,0.10232958
SHANK3,0.5889334,0.988564,0.9909557,0.9800246,0.98885846,0.47604197,0.09297678,0.34265122
PTEN,0.44803458,0.9840701,0.98796046,0.9732636,0.9845388,0.36514065,0.09597913,0.12374732
SYNGAP1,0.5793389,0.9919742,0.993731,0.98609805,0.9920835,0.48253298,0.092344865,0.29097167
MECP2,0.47096384,1.0012544,1.0013878,1.002747,1.0014148,0.34204075,0.08347044,0.13177875
KDM5B,0.421378,0.99526274,0.9970151,0.99314106,0.9957774,0.323069,0.09725583,0.08359519
FOXP1,0.46229213,0.98227906,0.98659205,0.97007287,0.98295,0.3184581,0.103326656,0.1319254
ARID1B,0.4437567,0.9954952,0.9968431,0.99241793,0.9959753,0.33354855,0.09448465,0.11959151
POGZ,0.4225826,0.988899,0.9921619,0.982574,0.9896114,0.31129467,0.10261833,0.08760893
ASH1L,0.42706755,0.98817503,0.99127674,0.98052245,0.98861873,0.31185284,0.100811355,0.09954911
KMT5B,0.43312004,0.9877292,0.99103296,0.97987205,0.988415,0.3386236,0.098042294,0.111145556
SLC6A1,0.4778347,0.9830718,0.9874611,0.97185975,0.98365337,0.4160718,0.08899044,0.18356462
GIGYF1,0.47647315,0.98372245,0.987961,0.973377,0.984464,0.4019271,0.095964596,0.16417152
DYRK1A,0.49374545,0.98833954,0.9914702,0.9807986,0.9890373,0.37424722,0.09618571,0.17913045
CHD2,0.41311547,0.9857125,0.989349,0.9764694,0.98611987,0.2893797,0.11086965,0.08378297
ASXL3,0.54770374,1.0001683,1.0004271,1.0007155,1.0002955,0.4427476,0.0939346,0.23300709
TAOK1,0.43152767,0.98258287,0.9870767,0.971303,0.9832828,0.3155918,0.10859907,0.1033114
DNMT3A,0.50123376,1.0012308,1.0013399,1.0025873,1.0013955,0.3575121,0.08294543,0.15646817
GRIN2B,0.71591085,0.9983653,0.99882627,0.997575,0.998646,0.564823,0.13638516,0.48488098
BRSK2,0.53282416,1.0040008,1.003008,1.0065207,1.0039479,0.39419073,0.09310861,0.18513699
KMT2A,0.41382727,0.9832982,0.98753464,0.97253144,0.98407483,0.2941014,0.11948973,0.08034082
NF1,0.4743054,0.99766856,0.9984453,0.99592346,0.9978796,0.32630807,0.08927406,0.13603488
STXBP1,0.43323353,0.9837035,0.98778224,0.9732715,0.9841057,0.38155216,0.099615745,0.107067905
CUL3,0.4845504,0.9950838,0.9965403,0.9918592,0.9955466,0.36564648,0.08890523,0.15610594
MED13L,0.46831107,0.9860024,0.989423,0.9764099,0.9861795,0.3639495,0.09571431,0.15004729
ANK2,0.41528422,0.9879369,0.99101436,0.9802655,0.9884254,0.33131146,0.10913842,0.089133225
MYT1L,0.4301581,0.97917664,0.9840542,0.9651872,0.9796703,0.3793882,0.113732845,0.108569585
RORB,0.61276114,1.012104,1.0090284,1.0199916,1.0116097,0.48833066,0.096088134,0.26995602
TBL1XR1,0.4132808,0.9867375,0.9903183,0.97841454,0.9874891,0.30886012,0.10187894,0.089379355
TBR1,0.6551354,1.0060575,1.0047973,1.0099175,1.0056913,0.52647895,0.122710325,0.31406873
DYNC1H1,0.4078673,0.9828979,0.9873055,0.97211933,0.9836555,0.29271019,0.11911979,0.07300287
WAC,0.4294304,0.98615384,0.9895691,0.97704774,0.9869795,0.29616997,0.11930512,0.08226479
PHF21A,0.4868955,0.99862826,0.9989222,0.99711025,0.99888206,0.34426644,0.09226396,0.15362926
KDM6B,0.47842234,1.0029043,1.0020938,1.0044882,1.002805,0.37090427,0.086576484,0.13262455
DDX3X,0.40892327,0.9825522,0.98690844,0.9712011,0.9832691,0.27196145,0.11331244,0.07115947
CTNNB1,0.41448876,0.9809227,0.98588234,0.96874964,0.9816693,0.2862705,0.10524089,0.0851411
MED13,0.46075505,0.98913676,0.99205625,0.982146,0.9896102,0.34023133,0.09920467,0.12618239
ANKRD11,0.43484566,0.9865432,0.9901025,0.9778969,0.9871654,0.29635137,0.10873006,0.09480682
CTCF,0.46812138,0.9976621,0.9988181,0.99696946,0.9980221,0.33454946,0.08909668,0.12637325
RFX3,0.46797955,0.990741,0.9929267,0.9840341,0.9912032,0.31918347,0.103044644,0.13157737
ARHGEF9,0.4997565,1.0061473,1.0048417,1.01075,1.0063239,0.37773156,0.090874135,0.14889368
SHANK2,0.49838647,0.98792684,0.9906696,0.9791223,0.9884554,0.41835997,0.098698206,0.1986973
DEAF1,0.50876737,0.9997977,0.99980795,0.9993412,0.99988675,0.41611168,0.086578086,0.1904141
SMARCC2,0.4272843,0.9848496,0.9888648,0.9754511,0.9854926,0.31378517,0.11153176,0.093295485
TLK2,0.54158694,0.9854904,0.9892526,0.97592,0.98622847,0.42527598,0.09145297,0.26129135
TCF20,0.5152425,1.0064182,1.00531,1.011708,1.006649,0.38571337,0.09275202,0.16544585
CNOT3,0.6093672,1.0185866,1.0136157,1.0301073,1.0175564,0.46373415,0.09028148,0.23646645
SYNCRIP,0.4149177,0.9762805,0.98220426,0.9609796,0.9772639,0.2777303,0.12350196,0.07596596
SETD5,0.4696917,0.98460835,0.98847806,0.9744592,0.9851296,0.3181435,0.10720297,0.13300301
NAA15,0.490145,1.0030726,1.0028014,1.0060985,1.0030984,0.32588398,0.09143309,0.123000056
SCN1A,0.5371009,0.9936929,0.9954667,0.98924065,0.99422264,0.39268053,0.093603276,0.23628663
EHMT1,0.64914,0.98089564,0.9860692,0.9693738,0.98172814,0.4304271,0.14743899,0.31189233
TCF4,0.37618184,0.97881866,0.98413754,0.96510994,0.97978437,0.27956697,0.11353222,0.061149433
SRPRA,0.59285986,1.0162508,1.0129384,1.0283,1.0159199,0.41132137,0.07716421,0.25226417
MARK2,0.55698884,0.99706733,0.9976233,0.9944794,0.9970458,0.45879048,0.08823632,0.24153316
KMT2C,0.42967892,0.9774554,0.98336995,0.9632882,0.9781643,0.31703183,0.12431486,0.094620936
MBD5,0.6227914,1.0052539,1.0041832,1.0090485,1.0051246,0.5092305,0.089371525,0.32261735
NRXN1,0.3992935,0.989063,0.9918808,0.98219085,0.98951447,0.34062707,0.100378096,0.078077614
IRF2BPL,0.4902026,0.9927844,0.99458593,0.9873166,0.993184,0.36889365,0.095715545,0.1789181
PHIP,0.42713425,0.983497,0.9876083,0.97272956,0.9842923,0.2923089,0.118766904,0.08401143
NFE2L3,0.72950697,1.005501,1.0038494,1.00864,1.0051818,0.5617926,0.1303884,0.44882676
SKI,0.5409844,0.9914475,0.99361527,0.98557633,0.9916378,0.4290672,0.090160504,0.2451536
PSMD12,0.55669713,1.0174025,1.0136889,1.029763,1.0168433,0.41413617,0.07463903,0.19417062
KCNB1,0.66997313,1.0018603,1.0014007,1.003161,1.0019605,0.54093134,0.1046164,0.42446387
CSDE1,0.4021742,0.9807889,0.98544747,0.96849346,0.98166126,0.25970393,0.14804798,0.05493353
TSC1,0.4757525,0.99594486,0.9969093,0.9928961,0.99629295,0.40261415,0.090329,0.15535791
DMWD,0.5148909,0.98771095,0.9910426,0.979716,0.9881299,0.4170827,0.08940556,0.2072563
CLCN4,0.49507603,1.0075862,1.0055411,1.0119543,1.0068655,0.41831553,0.07826138,0.16029431
MEIS2,0.44237253,0.97055274,0.9777713,0.951099,0.9713839,0.3816996,0.115040705,0.12202749
PBX1,0.42641553,0.9830969,0.98720044,0.9720181,0.9840541,0.29041108,0.14319298,0.07747971
HNRNPD,0.40267828,0.9866742,0.99017406,0.9783277,0.98729706,0.26954448,0.111008026,0.06574754
BCL11A,0.41320533,0.9834261,0.9878098,0.97347724,0.98396754,0.3389476,0.11127865,0.0748887
TCF7L2,0.52358985,0.9903351,0.99315506,0.9841988,0.9909451,0.38591084,0.086920686,0.21232116
WDFY3,0.47912383,0.99733734,0.9983051,0.9957694,0.99763024,0.34404674,0.0899312,0.14069557
PHF3,0.46870625,1.0029758,1.0029383,1.0061474,1.0031531,0.34135705,0.08732029,0.11999992
SETBP1,0.44571435,0.99408567,0.9958079,0.9906324,0.9944837,0.3336006,0.09911948,0.10230865
TGM1,0.75417984,0.99887145,0.9990107,0.9979757,0.99902916,0.57036847,0.15558271,0.4750887
EBF3,0.61744535,0.97358096,0.9795456,0.9560659,0.97472906,0.46609402,0.20655902,0.24922197
PPP2R5D,0.5353402,1.0128273,1.009659,1.0211143,1.0126857,0.42038584,0.078664616,0.194981
TAF4,0.59236723,0.9873541,0.9909164,0.97957087,0.9881135,0.4919272,0.092349246,0.34792617
KCNQ2,0.51219183,1.0008013,1.0008901,1.001815,1.0007848,0.35586488,0.08584558,0.15505594
CAPRIN1,0.40747124,0.9881766,0.99120975,0.9807888,0.9888778,0.2866195,0.11198631,0.06615628
DSCAM,0.5892551,1.0045063,1.0029321,1.0068148,1.0041583,0.4786719,0.09344833,0.29680362
GABBR2,0.501411,0.99884987,0.99930906,0.9978859,0.9989819,0.4118945,0.086050384,0.18952397
PRKG2,0.66518164,0.9941386,0.99563825,0.98990595,0.9942992,0.568651,0.115088984,0.4267832
UBN2,0.4808085,0.995003,0.996299,0.9915745,0.99523884,0.36893234,0.09275927,0.14822605
MEF2C,0.44846475,0.9671542,0.97519714,0.94571304,0.9681158,0.39579758,0.12310811,0.12722416
TRIP12,0.4789036,0.9895524,0.9924993,0.9832391,0.989849,0.36847684,0.095742084,0.14911695
EP300,0.4814661,0.9887192,0.9919683,0.9819034,0.9892111,0.3400867,0.10039261,0.14589383
NR3C2,0.6999395,1.0102434,1.0074087,1.0163894,1.0099494,0.5283593,0.106016144,0.44355142
ARHGEF18,0.5868809,1.0119797,1.0094255,1.0201212,1.0118486,0.45604113,0.08105248,0.2844638
TNPO3,0.5031329,1.0164021,1.0125645,1.027627,1.015727,0.35600853,0.07714099,0.12764706
SMAD6,0.7633906,0.9932965,0.99525774,0.9892828,0.9938799,0.5514638,0.14520769,0.5452837
AMOT,0.5915749,1.0134003,1.0109239,1.0233097,1.013286,0.4115116,0.077863276,0.25889677
AUTS2,0.41602033,0.9928974,0.99485373,0.98826444,0.9933866,0.3023895,0.10019267,0.08375433
NCKAP1,0.45529714,0.98465925,0.98849976,0.9743673,0.98541874,0.3301308,0.10317396,0.12606053
DLG4,0.5337369,0.9984095,0.9987861,0.99725384,0.99860364,0.33966362,0.13038507,0.15298332
ECPAS,0.51565564,1.0000669,0.99990356,0.99969614,1.000217,0.40530533,0.08792376,0.19281511
PRKAR1B,0.4959089,0.9822938,0.9865618,0.97023845,0.98277843,0.43388474,0.10254771,0.18082495
FUBP3,0.5217228,0.9926619,0.99415755,0.986706,0.9931364,0.40979767,0.09237417,0.21453664
GRIA2,0.41580477,0.9820043,0.98644245,0.97058237,0.9825212,0.360468,0.11144614,0.08995094
CCDC40,0.634216,1.0313815,1.0239677,1.052653,1.0303459,0.42138523,0.08067605,0.2656515
GABRA1,0.668765,1.0004346,1.0004392,1.0011901,1.0004746,0.5122699,0.11398028,0.3826024
TSC2,0.48276007,0.9923296,0.99486387,0.9882579,0.99274886,0.39197785,0.089158565,0.14412735
C1orf185,0.77681845,0.9907274,0.9929061,0.9845084,0.9911225,0.5879618,0.1837327,0.51479137
METTL23,0.5424879,0.9918325,0.994,0.98629755,0.9918442,0.4259268,0.097356595,0.20301136
HNRNPUL2,0.49359918,0.99537325,0.9969092,0.992453,0.99588454,0.33640638,0.09006632,0.15662901
PAX5,0.6431223,0.98303163,0.98717767,0.97192633,0.9838637,0.45874456,0.1577302,0.3188851
ATF4,0.40888718,0.98205084,0.9864222,0.97031015,0.9827862,0.26985276,0.11892915,0.0680765
RERE,0.39849865,0.9923973,0.99464524,0.98810333,0.99284023,0.2704423,0.10307983,0.061377328
DHFR2,0.6399112,1.0029835,1.0027661,1.005785,1.0029186,0.49209327,0.08370008,0.36424124
