"","pi"
"CPA2",0.00398375066835811
"AKAP3",0.00386174143704159
"CNN1",0.00652611407204593
"APCDD1L",0.00351021267690024
"PEX14",0.0083641769036407
"TRIM29",0.00372726085786348
"THAP3",0.0129641126269019
"TM9SF4",0.0285991359357997
"ABHD17B",0.0429963818902263
"IL1R1",0.00877167069871444
"RPL13A",0.00437217957103143
"UBQLN3",0.00350135298559515
"NGDN",0.0222982844433691
"RSPO1",0.00356822398124346
"CHID1",0.00164226291848865
"LHFPL3",0.00199769238663244
"LRR1",0.000854106201806765
"MMAB",0.00356100017076943
"FCMR",0.00271328562495789
"SLC16A6",0.0034639708589554
"RAB4A",0.00423776517174256
"WDR61",0.0277133486870122
"GPATCH11",0.0103434986319187
"L3HYPDH",0.00574828589009253
"NFKBIA",0.0280801951347948
"ZDHHC20",0.0246095189963576
"PRSS1",0.00350135298559515
"PLEKHG7",0.00367946076161765
"CDH24",0.00272146895747441
"SSTR2",0.00472250713157487
"ZNF256",0.00245187732351892
"REEP1",0.491785793042061
"OTUD3",0.0141647355549196
"SIGLEC11",0.00203563420068059
"PRIM1",0.00683122397020687
"AGFG1",0.34569398793819
"CTSG",0.00369054329688542
"ZSCAN22",0.00119676112660395
"M6PR",0.00738965971290787
"USP46",0.0656390905595818
"AKR1C3",0.00348743245730664
"SOX15",0.00478041862651612
"MIPOL1",0.00187800753612204
"CDC25C",0.00158621477970659
"PURG",0.010174001234298
"LANCL3",0.0038009944038259
"DCUN1D1",0.0126651151117108
"GIPC2",0.00390357304822129
"TRIM34",0.00372019523389118
"BSX",0.00350135298559515
"CCDC121",0.0025089926896048
"TRIM59",0.00113133837390672
"CHMP3",0.118113732810435
"ZNF385B",0.00582645524178851
"BARX1",0.00449559574705283
"GSG1",0.00315661192721138
"SHLD2",0.00350135298559515
"NHEJ1",0.00290165952913795
"PRRX2",0.00350135298559515
"SFTPC",0.00350135298559515
"SMTNL1",0.00401298241188599
"PSPC1",0.0102785942093821
"TMEM127",0.00920121971017555
"AHNAK",0.00412987237407074
"MORF4L1",0.506024986482437
"RRS1",0.00360606516145715
"PRR5L",0.00460595744987114
"LRRC66",0.00366936488604786
"CRYBB2",0.00370823359305557
"CHRM1",0.00526818343993619
"RAC1",0.32953788921628
"ZBED8",0.00487896385624708
"RASGEF1C",0.00366103476019105
"ITPK1",0.00466857113779059
"ANKRD63",0.00351021267690024
"CD19",0.00402929923097939
"HTR3E",0.00351021267690024
"ZNF157",0.00351021267690024
"ZNF101",0.00391619735058705
"FGF22",0.00351021267690024
"EOMES",0.00196238015728689
"ENTPD8",0.00387146950843907
"MAD2L1BP",0.00918931348207721
"HSPA1L",0.0015113753417291
"SOST",0.00350135298559515
"CYC1",0.00285330761794132
"ZNF837",0.00363585104387453
"NUBP1",0.00157343809345555
"DECR1",0.00280518882209547
"ZBTB5",0.0533716301518744
"FAM173B",0.00674214518336592
"TMEM30B",0.00343409468177268
"FBXW12",0.00353692047280244
"PRSS22",0.00350135298559515
"TCF21",0.0039737539204792
"HP",0.00351021267690024
"N4BP3",0.00643446230258869
"SULT1A2",0.00453524201347676
"IFNLR1",0.00218378198480966
"PLP1",0.0119791883361004
"TOMM34",0.00144657794844221
"PPP1R36",0.00370823359305557
"ARHGAP36",0.00322479223887735
"RABGGTB",0.061274976969369
"NUP58",0.00350135298559515
"XPNPEP3",0.00174721518829659
"CCDC130",0.00229573119760777
"KCTD1",0.0178790769949343
"ZNF775",0.0020449259908825
"SCD",0.349088527042669
"KCNN2",0.00432092210151119
"WDR25",0.00458021419879939
"JAM3",0.0637013743356265
"PIP4K2C",0.0262914088247658
"RPUSD4",0.0562384909500454
"RNF144A",0.235016045770503
"MSS51",0.00346102892742465
"ST3GAL4",0.00430234065951741
"GFRA4",0.00350135298559515
"SCML4",0.0147325750880362
"ARMT1",0.00178046559541587
"ZNF391",0.0048333100324947
"PRSS42",0.00350135298559515
"LRRC56",0.00395166302543312
"PLD2",0.00103796028911146
"ACP6",0.00554810768368317
"KCMF1",0.0321824042431298
"PMP22",0.00190771271031477
"THEMIS",0.00356636345241428
"TRIM14",0.00220772792186118
"VNN3",0.00351021267690024
"ZNF57",0.00291655572975974
"S1PR1",0.0203692066552884
"GKAP1",0.012176219449787
"CSRNP1",0.00739726012343699
"VPS37A",0.00268485316731301
"MRPL45",0.0199624032470805
"NUDT13",0.00725248613117517
"RPL18",0.0378429705514115
"SERPINB2",0.00335332671670116
"INHBA",0.00804444172062246
"OGFOD3",0.0077203414574979
"ATG5",0.018285596146822
"GNL3L",0.0162028345609564
"SGPP1",0.00915688593139535
"ZNF181",0.00745528703944979
"FGFR1OP2",0.0397307040414735
"NAGK",0.0145402785642538
"SLC39A8",0.00536154912598757
"VAT1L",0.0134583123319441
"ASPA",0.00350135298559515
"ZNF213",0.00602791148823143
"LRRC47",0.140844110894661
"DUSP5",0.0149332420703184
"CBLN3",0.00704718169055833
"TMEM256-PLSCR3",0.0288522959184969
"SLC38A6",0.00625531526869142
"METAP1D",0.00476334227129882
"RBM22",0.0539478185848031
"CX3CL1",0.00544981141499804
"ABHD10",0.067533115646462
"GPR84",0.00332149430302253
"SFXN3",0.00149923389524796
"ACOT7",0.00918786502894024
"LHFPL4",0.0131450528528342
"WWTR1",0.0696005129490286
"ZNF18",0.00683201441527363
"LEFTY2",0.0035279963724462
"RND1",0.0385421624433748
"SLC25A2",0.00350135298559515
"AGTRAP",0.00131933714145956
"AQP8",0.00361424776493858
"COQ10A",0.00113973695881911
"CDS1",0.0060250016458866
"NOMO1",0.0665071804629103
"ATG4A",0.00212881201476184
"CEACAM5",0.0040606817720253
"ZNF443",0.00778895273024619
"ZNF799",0.0182514526871384
"DUSP15",0.00303331165418565
"SFRP1",0.00469418620333599
"WTAP",0.153190746322693
"TMC1",0.00346872309609549
"GRB2",0.103389320689258
"CALN1",0.0218647696289802
"ZNF250",0.0175024018471575
"SERPINB10",0.00300421243617471
"SPSB4",0.0052727115061683
"ARFRP1",0.0116846781643998
"BLZF1",0.00566042908927983
"STX16",0.0159793084995958
"DUSP11",0.0302217177099899
"TOX2",0.326041606562375
"DCTN2",0.0139878014369701
"RP2",0.00183791661858792
"B4GALT1",0.00179428250077517
"HOXB7",0.00301376587858876
"DNAJB2",0.00805352891961853
"HARBI1",0.00259894636560576
"UGT2B11",0.00368084546992238
"PYGL",0.0013867303919014
"TWIST2",0.00351021267690024
"ATP1B2",0.0611917139798243
"EXOC4",0.00754538501301425
"CSHL1",0.00351021267690024
"PDE4B",0.12546906433168
"ZNF852",0.00478290211280992
"SLC25A53",0.00617851838710915
"LRRC39",0.00291140311662094
"CHRNA10",0.00339384102412386
"HFE",0.00356773958276628
"SULT1C2",0.00380872801318941
"TMEM26",0.00375397414197435
"B3GNT8",0.0034705814045438
"NOB1",0.000795912641315241
"ARRDC3",0.466336473011257
"EGFL8",0.00350135298559515
"KIAA0513",0.0094480236570794
"CLDN14",0.00350135298559515
"TRIM21",0.0038423745646436
"CA7",0.00350135298559515
"AVEN",0.00380931642764883
"CUEDC2",0.00022700573011779
"ZNF467",0.00139750172635188
"MINDY3",0.00350135298559515
"PROSER1",0.0191404527195787
"ZNF8",0.0136015476399887
"ANKRD2",0.00360337563609804
"C1QL2",0.0186700832314383
"UBAC2",0.00625335811538133
"GSC",0.00351021267690024
"IL1RL1",0.00359604047836868
"RPLP0",0.262209686536586
"RBMS2",0.0110200514041736
"TSPAN9",0.00667874089752276
"ZFAND1",0.00251710262608141
"CHP1",0.00872212044334417
"TXNIP",0.163528499299393
"MEGF9",0.262966702953224
"ARPC2",0.102896471703104
"HSPBP1",0.00369593171932993
"PIP4P1",0.00350135298559515
"WARS2",0.00355740755797064
"SLC35F2",0.00471471152428645
"HOXC5",0.00350135298559515
"IFIT1",0.00198137336713207
"RNF113A",0.00616023745306875
"HOXC8",0.0079252412894882
"CAPN10",0.00557149687044897
"ZNF345",0.00638152888499768
"SCAMP3",0.000727140865508437
"ITK",0.00396409375230057
"DUSP8",0.048546135088599
"RAB3A",0.00344094579924256
"KLK6",0.0035279963724462
"BCL9L",0.0191692867039918
"SLC15A5",0.00350135298559515
"KIAA1191",0.0605288453796875
"IL17RB",0.00503736348313069
"SERPINB13",0.00351021267690024
"DDAH1",0.0998229454397583
"DAAM2",0.0124770671540406
"SMAD2",0.243216400917501
"AFMID",0.00838144335203953
"EBP",0.0182199617836688
"RPL23",0.372240001932865
"CYB561",0.00911074742550682
"WDR17",0.04707310511577
"DNAJB6",0.454509435106281
"TRNT1",0.00970952512061626
"DPEP1",0.00200599179308288
"ZMYM4",0.204608718854865
"EFCAB12",0.003295191182972
"IL13RA2",0.00735804468806121
"FOXS1",0.0121924241854963
"C12orf50",0.00350135298559515
"FCN2",0.00350135298559515
"UCK2",0.0176223535100318
"ADAM20",0.0151516812868964
"FAR2",0.00211153197016076
"GOLM1",0.221294295587925
"HSD17B3",0.00350135298559515
"CYP2A13",0.00351267656777942
"MLF2",0.0316292924236349
"GAL3ST1",0.00340871978409262
"GTF2E1",0.0135854861905819
"PSG3",0.00190224571526533
"ASS1",0.00779182533362796
"AKTIP",0.00628268885347109
"NKX2-3",0.00355736838609699
"AQP6",0.00706689495204272
"COQ4",0.00263951011979245
"BMP8B",0.00351909378984691
"FUZ",0.00287189238847477
"ETV7",0.00728056570289434
"ACTL8",0.00351021267690024
"SRD5A1",0.0218488900661262
"LRRC75A",0.00410074695596012
"FGF12",0.127357322651031
"KCTD10",0.0370160700092507
"FAM53C",0.0391099103425399
"ZNF140",0.0318471797341485
"FAM102A",0.0102787966453411
"OAS1",0.000636743012126803
"UBOX5",0.00329147175360436
"KLK14",0.00350135298559515
"CCDC114",0.00388526888609998
"PEX26",0.0111066481309172
"PCDHB11",0.00735483952269274
"CCDC112",0.18497491214223
"SSRP1",0.0641436149457064
"ZSCAN18",0.131130481275279
"SERPINB5",0.00437265836320724
"BTN3A3",0.00916485583250166
"GPBP1L1",0.0660781280274439
"CHGA",0.0689407874294469
"LDAH",0.0014825030602771
"BBOF1",0.00350135298559515
"CENPB",0.00744516823184308
"MLLT1",0.0263873569926521
"ANTXRL",0.00351021267690024
"DENND1B",0.157168900833827
"DHRS7C",0.00350135298559515
"ERRFI1",0.0326330880907036
"CHRDL1",0.00115190115446389
"PXMP2",0.00172017195759491
"NCK1",0.00137204300113172
"TNFRSF1B",0.000332428836401947
"SERPINI2",0.00371003554939644
"SLA",0.000443413338497514
"DERL1",0.00392302664643347
"ZFP1",0.00378371102941871
"HAND2",0.00350135298559515
"ZNF331",0.00236891667989201
"PANX2",0.0077289773258702
"RHOC",0.00323172622695578
"IPCEF1",0.000325866113309412
"LMO2",0.00821150165553116
"UPK1A",0.00353692047280244
"DNAJB13",0.00341588673162907
"CD276",0.0234064600800552
"SDF2",0.0158577509801668
"NXF3",0.00350135298559515
"ELFN1",0.0446378963444458
"ELAVL1",0.0107736772679447
"KLK12",0.00351021267690024
"PPM1N",0.00253109642910777
"CCDC38",0.00294994570998004
"NEGR1",0.252508377782957
"B3GALT4",0.00415680926230823
"DHRS9",0.000208712612493502
"RASA2",0.0140547266222066
"GLT8D2",0.00759480010070626
"TBL2",0.00401172598323578
"BHLHE41",0.00033143377291274
"TLR1",0.000487099780917838
"FOSL2",0.00563184459416223
"PSMD7",0.105022772507454
"ZDHHC18",0.00765581009913074
"ANKRD10",0.267918868080579
"CYB5R2",0.00183418829084013
"VEGFD",0.00350135298559515
"KCTD12",0.00773923248922056
"SF3A2",0.000319099189569228
"TCN2",0.0019270234037428
"KLF11",0.0532058021125254
"GORAB",0.013345981300592
"CYGB",0.00223102858989933
"RCAN3",0.006826698833083
"SLC16A12",0.006685914263533
"FCN1",0.00192178498467063
"CDADC1",0.0024474930769509
"MSRB1",0.00128422223768541
"MAPK12",0.00421243979492099
"GPR37L1",0.0041833211769069
"CABLES2",0.023474573537545
"DCUN1D4",0.00653760802245849
"LCA5L",0.00404734691593482
"ZNF275",0.0944842217700462
"ELOVL4",0.214660843202489
"SNRNP48",0.0359535169685398
"SPATA16",0.00350647411040174
"SNUPN",0.0199437064761591
"NRTN",0.00317569316788092
"ZNF551",0.0010089293004355
"B4GAT1",0.000731964215652552
"ASTL",0.00351021267690024
"IK",0.0250100593000368
"P2RX3",0.00751519928172969
"FBXO25",0.00462916205681904
"ZNF625",0.00385162660382456
"DPH7",0.053808876048547
"SLC32A1",0.0189475891716111
"EFNA4",0.00124005127311102
"AKAP4",0.00347483510962449
"CDC20B",0.00366888545348287
"WDR89",0.0122513198383181
"TRABD",0.00060249097591051
"DCAF8L2",0.00354839499608563
"ZNF571",0.00421302989034478
"SERPINB12",0.00373469252522614
"MOSPD2",0.0049070533649302
"RCN3",0.000334768542271941
"ZNF543",0.00489090879222582
"CELA2B",0.00355736838609699
"TSPAN11",0.0329289758098621
"ACPP",0.00317805908140253
"PQLC2",0.00497550499028459
"TJAP1",0.00426362465433998
"MEOX2",0.0035279963724462
"PRSS21",0.00360362200695286
"CRX",0.00305597839628624
"KCNK2",0.0210774816461322
"ABHD16B",0.00349403599357548
"HECA",0.0854647049647412
"PTPMT1",0.000547310311140451
"RNF10",0.245680353656639
"TFDP1",0.00462103934391662
"ADORA3",0.000323211775234222
"ZNF43",0.0150859381703129
"BBX",0.158167415599752
"SRFBP1",0.0190880804559231
"ZDHHC9",0.0151796545106784
"CNR1",0.0928292514024353
"PODXL",0.0751939562244557
"CA8",0.00239993275701309
"ASB6",0.00360985569253158
"QPCT",0.00343567292920069
"RASSF9",0.00350631935519008
"MAGEE2",0.00312362430814168
"USP8",0.181341683965346
"MCAT",0.00854912462343659
"NTSR1",0.00253850877228019
"SCG2",0.330613746609814
"GTDC1",0.0063307973874283
"C16orf71",0.00388874281760616
"RAB24",0.00217292553249599
"ABRAXAS1",0.00350135298559515
"TTPA",0.00325609015317876
"ADGRG3",0.0035279963724462
"TSFM",0.00818849334705768
"GOT1L1",0.00350135298559515
"KRT37",0.00351021267690024
"MYLK4",0.00348817317937532
"CDK3",0.0166307652050099
"MAPK11",0.0107903981289498
"CYP2A7",0.00350135298559515
"GPR153",0.0124351606874465
"RER1",0.000428831631734295
"ANGPTL3",0.0035279963724462
"TSPYL2",0.0290610747205004
"PNMA8B",0.00350135298559515
"GTF2H3",0.0130309133870242
"GDPD1",0.0279693741394336
"PCDH1",0.00669191853769946
"GPN1",0.0210825531785822
"LDHB",0.374019614122212
"TNFSF13",0.0035279963724462
"PI4K2A",0.0646404857661285
"NSFL1C",0.0461081534671354
"ANKRD9",0.00509177139701266
"ZNF496",0.00286793168791472
"FAM172A",0.00372306957167877
"RNF130",0.000365858976630922
"ADPRHL1",0.00342166015681197
"CYP2A6",0.00403695467906326
"STAM2",0.00465518819623957
"PTGIR",0.00350135298559515
"ZFYVE27",0.00381597164373077
"DHH",0.00351021267690024
"SLC30A10",0.0116070929656092
"PYCR1",0.00181655226561987
"ZNF461",0.00872800526774017
"FAM151A",0.00350135298559515
"FAM78A",0.00113116796621013
"EXOSC2",0.00228694992917846
"UFD1",0.00350135298559515
"HAO1",0.00350135298559515
"WISP3",0.0035279963724462
"GFRA3",0.00396409375230057
"ZNF549",0.00297673080736337
"JMJD4",0.00185507253713992
"DCAF17",0.00595086720484209
"PTX4",0.00350135298559515
"KRT34",0.00319204913741512
"MPND",0.00183436050745537
"ZNF330",0.00312471499434354
"RIOX2",0.00350135298559515
"SLC22A9",0.00365859302724907
"STRIP2",0.00617358978168331
"ENTPD3",0.00405349040648604
"PSME4",0.019636374130288
"PALM3",0.00308196303523003
"PGBD5",0.0249480093242035
"LRRC31",0.00408917905008653
"SLC25A19",0.00323884028184376
"MLLT3",0.182568690539438
"MLF1",0.0133357038983041
"ODF2L",0.0192457054174811
"ZNF383",0.00413145361360993
"TMEM175",0.00144315103650635
"USP51",0.00287856344668147
"PARD6A",0.00302499220388435
"LRRC28",0.00185555852022494
"ACTRT3",0.00351909378984691
"RP9",0.0138364102491634
"PRDM11",0.0154281504210481
"HOXB4",0.00351021267690024
"POLR2A",0.15371214260675
"POLR1A",0.0109285719197454
"SNX32",0.00366033653467153
"DPEP3",0.00137733225135691
"IFT52",0.0512832969457803
"SYT12",0.00349386949953149
"GPRC5D",0.00350135298559515
"SLC22A18",0.00145682260367866
"MAGEL2",0.0150702140950536
"EFCC1",0.00268778653595744
"METTL2B",0.00337831430521094
"KCTD18",0.0105953721689955
"L1CAM",0.194323815148259
"TLR6",0.00233073042813404
"PLIN1",0.00372925123107484
"U2AF2",0.00610041822854821
"ZNF620",0.00398105498264972
"ZNF248",0.0483282888664753
"USP12",0.00794411947601254
"ZBTB8B",0.0158310196825775
"LYSMD3",0.00583286917614099
"MPV17L2",0.000955919290817978
"CHD7",0.222400399373455
"GPR176",0.0140106553313637
"CD55",0.00615864324583999
"RNF165",0.283513588191891
"TNFSF11",0.00356636345241428
"ATXN3",0.0477791173159143
"MBIP",0.0546357515988427
"PDP2",0.0113781921505573
"CBX2",0.00406620666345154
"SLC9A3R2",0.0435534311407821
"ANGPT1",0.0128819757036874
"BBC3",0.0130763594836588
"C9orf50",0.00351267656777942
"CYP4Z1",0.00784683493816663
"FASTKD3",0.00683001886521999
"PAFAH2",0.00120516716915755
"MPPE1",0.00703870362788282
"TSPAN2",0.0390123657489159
"AAMP",0.00144732342385059
"GPR83",0.00400413636174741
"RERG",0.00361969038124
"LCOR",0.0582416232851404
"ZNF324B",0.0043518424721824
"PCGF5",0.00722067175695844
"SNF8",0.00684408119537046
"GCLC",0.00822387927263366
"ZNF511",0.000590172125643259
"A4GALT",0.00377989072788709
"SEPHS2",0.00391365517865687
"CCNE1",0.00409780662580765
"IYD",0.00295219471274103
"C2orf81",0.00185032682826192
"TMLHE",0.00441973883106434
"CYP8B1",0.00507553301885248
"THUMPD2",0.00623675648865578
"AADAT",0.0406457955555656
"MDH1B",0.00685162384218543
"COL21A1",0.00419148577929421
"C10orf68",0.00350135298559515
"ZNF783",0.0112066441054217
"FYB2",0.00350135298559515
"C9orf64",0.0108617015783708
"ABHD6",0.00503991554394317
"GRASP",0.00375016029758642
"ZNF257",0.00427502682586274
"KRT222",0.00795447969400892
"PAAF1",0.00883704250622385
"PFKL",0.00103687979341733
"MYCN",0.0210628211986886
"ELF4",0.00278178221658291
"ABHD1",0.00356636345241428
"XBP1",0.000982234069555381
"LRP5L",0.00719945634397995
"HTR3D",0.00351021267690024
"ADAL",0.011620569723243
"HOXD4",0.00354839499608563
"ZFP69",0.00451490808293953
"MYBPHL",0.00371596670546032
"GDF9",0.00567994744036764
"CYP21A2",0.00350135298559515
"HAAO",0.00392924010116398
"ERVFRD-1",0.00354316574768926
"EPHX4",0.0088640863135274
"ZNF726",0.00604340669636175
"RTBDN",0.00360001240203606
"PCMTD2",0.130759926922973
"SF3B4",0.000222478529543148
"USP25",0.00505317874885851
"SAG",0.00351021267690024
"ZIC3",0.00195955216941513
"CAMKMT",0.00330517744538305
"DGLUCY",0.00350135298559515
"ODC1",0.186688707650449
"ZNF717",0.00851534157145996
"PTPN14",0.0115535527237665
"MBLAC2",0.0046306050960343
"HSPB2",0.00359662052736893
"GNMT",0.00366058024259799
"VAX2",0.00291545228027293
"PNLIPRP3",0.00350135298559515
"TBC1D13",0.0357727885970565
"AQP4",0.00352754120306063
"STX1A",0.00553799787700733
"ZBTB7B",0.00200253837311494
"NDRG3",0.0248076315823118
"TMEM135",0.00583495298191668
"SLC14A1",0.00431522259649208
"H2AFY2",0.198095108314728
"TM6SF1",0.000732519875023921
"ZMAT1",0.0636437113032947
"SMPD1",0.00730251201572247
"MIP",0.0022806268626138
"EBPL",0.00595803120930085
"SP2",0.00291494424189091
"LRIF1",0.012718859623643
"TRIM60",0.00259147538218062
"LIPN",0.00350135298559515
"STRN3",0.0347251724488239
"ZNF34",0.0063951492802824
"TSPAN33",0.00487913732898076
"DPM1",0.0148633621961497
"GPD1L",0.00489266468340436
"AADACL2",0.00351909378984691
"DUSP7",0.00718338078722915
"PRL",0.00400679190623362
"TRMT61B",0.0086778814729351
"FAM131B",0.0411008157345893
"MRPS35",0.003727688472875
"NDUFV3",0.0119613967424498
"ZNF789",0.0100370069239201
"CTTNBP2",0.00254495052625481
"UBFD1",0.261089277417934
"SAMSN1",0.00013437662022053
"MTHFD2",0.0489837539670239
"B3GALT1",0.00403883142331068
"B3GNT7",0.00459861498080001
"GJB4",0.00350135298559515
"ENTPD1",0.000427924002687486
"PDZD3",0.00371759252097229
"GDF1",0.00364161781712493
"ZNF619",0.00365784319144157
"ACP4",0.00350135298559515
"SGO1",0.00350135298559515
"ANKRD65",0.00782419530962203
"PRMT6",0.0147045202222034
"SLC9B2",0.009058871220276
"GJB2",0.00361423929101182
"PGBD2",0.0100599793373324
"GALR3",0.00350135298559515
"ZNF510",0.00620892349270844
"ATF7IP2",0.00473105381308617
"SUDS3",0.0328067144002235
"TMEM184B",0.00437421347029506
"CELA3B",0.00350135298559515
"PPP1R32",0.00455347741242859
"MYL6",0.4122649564384
"CRACR2B",0.00372801380922699
"KLK9",0.00350135298559515
"HDHD5",0.00350135298559515
"ZNF554",0.00289360766376892
"USP54",0.0159580118204513
"ICAM3",0.00195637518803168
"PLPP3",0.00350135298559515
"SLC22A24",0.00351021267690024
"SHCBP1L",0.00350135298559515
"ZNF81",0.00586781220883026
"FOXQ1",0.0110721123660041
"LEXM",0.00350135298559515
"CCDC84",0.021947960831768
"NLRP10",0.00350135298559515
"VSIG10",0.00744094091088687
"DRC3",0.00350135298559515
"PPP1R37",0.00157451373761676
"DNASE1",0.00465255881432553
"CCDC96",0.00984463951036106
"CBARP",0.00350135298559515
"PPM1L",0.00929906072471321
"PIP5KL1",0.00310919626983546
"TMPRSS11D",0.00258752442083936
"ZNF491",0.00295722771130772
"SERPINB8",0.0027087312699674
"TRAPPC10",0.0127576360767495
"JRKL",0.00306984936864315
"WISP2",0.00350135298559515
"UNG",0.00771339338803009
"DCP1B",0.00334465921772372
"MPPED1",0.00237181119077864
"COQ9",0.00550109619771411
"GSDMA",0.00271021466743139
"PINX1",0.0029984343652749
"RPS10",0.000472382117620263
"PQBP1",0.00213702205489337
"PPM1H",0.00631286011819184
"BRMS1L",0.00920762890455924
"HOXA11",0.00350135298559515
"VGF",0.0257431638622441
"ATG13",0.0120192064771044
"STX18",0.00740143285875433
"BMP15",0.00350135298559515
"TTC29",0.00386444031599151
"BCL3",0.00528739675152945
"TMEM43",0.0889191701111804
"TMOD3",0.0169618474302912
"FJX1",0.299661613286206
"ACOT9",0.00858318146446324
"SPATA22",0.00360256145227338
"DECR2",0.00552922890386293
"TNFAIP2",0.00509297145235317
"MBNL3",0.00437082623525471
"RAP2B",0.0046736182707002
"TTC22",0.00351021267690024
"MRPS27",0.00197531609918352
"PTGES2",0.00969376967723164
"ENDOU",0.00334489274055823
"PARL",0.0021146928863932
"REXO4",0.00258685813810699
"NDUFAF3",0.00243786589263298
"ALKBH3",0.00127823693401947
"ZNF503",0.119207473724149
"CAMK4",0.00453205289402826
"SEMG2",0.00350135298559515
"ADIPOR1",0.00598222240758019
"FAM57A",0.00464087014644966
"MSLN",0.00258091180600723
"TRIM56",0.00259763757809819
"RNF212",0.00293028729971549
"SCO1",0.00101182270064915
"PCDHB12",0.00410480925111768
"RPS26",0.000339158553703258
"SEPT14",0.00667774601937354
"ZNF436",0.0796639046817859
"ACOT2",0.00182803669726264
"ZNF513",0.00616452794192964
"CADM4",0.359983405800191
"SAGE1",0.00350135298559515
"RHAG",0.00264777616522833
"C11orf80",0.00510504175162498
"TRIB1",0.0490945775372565
"MAGEE1",0.0182804063620517
"AHSA1",0.115712055498998
"GTF2F1",0.0361399466092181
"PRRC1",0.00148746983026292
"TAL1",0.00950914900753241
"FAM114A2",0.0156800203425948
"STK33",0.00596238649375395
"CALB1",0.112273775261113
"SLC52A2",0.00504455497357986
"ALX3",0.00355736838609699
"TSPAN18",0.0186761992051589
"NTHL1",0.00210925224892689
"PTCHD1",0.031109479328244
"KCNC2",0.00614566744622705
"DNAJB1",0.244219784681795
"RANBP3L",0.00452134673361738
"CCDC71",0.0027072882944262
"VASP",0.00270395096519531
"GLT8D1",0.0366973521452381
"SLC5A5",0.00230061870373963
"RTN4IP1",0.00385811165039503
"MSANTD4",0.0641670559500201
"ZNF502",0.0191919467397445
"SHISA6",0.206402137845868
"PABPN1",0.00344210302684246
"SPAM1",0.00350135298559515
"ZBTB33",0.039327965465634
"C17orf80",0.0219501107804337
"ABR",0.22054826620037
"HOXC11",0.00351021267690024
"TADA2B",0.00611138862835646
"GORASP2",0.00174863259968252
"MPDU1",0.000953978023554069
"FGL2",0.00174065298947433
"HSD3B2",0.00350135298559515
"FCAMR",0.00350135298559515
"SYT17",0.00540895314706317
"CABYR",0.0114926735247893
"MED27",0.00582453266129178
"TNFRSF11A",0.00362079177566814
"MFNG",0.00102599844526827
"LILRA6",0.00351909378984691
"RPAP2",0.0254090656673254
"FAM114A1",0.00179493254920333
"CTTNBP2NL",0.124763812217976
"FOLR1",0.00252785236019449
"IKBIP",0.0122346636498053
"ADRB1",0.00417878102302956
"FEZF1",0.00386184851746504
"SAPCD2",0.00593845171182728
"TOX",0.0949928219613971
"ZBED6",0.00635467598449735
"SFXN2",0.00124777059204268
"C5orf38",0.00336182793653578
"RAB1B",0.00708829849759245
"TICAM2",0.00457699631693144
"ZNF721",0.0160151571004979
"LTBR",0.000869245252200646
"FBXO43",0.00325137627892723
"HOXD12",0.00350135298559515
"TDRKH",0.00631769889514888
"PAIP1",0.0832282814012696
"ALCAM",0.242730731622199
"RCAN1",0.133633889930747
"SNX31",0.00317973083133765
"HYAL1",0.00642303530965111
"ADRA1B",0.00394921377661567
"DHRS7B",0.00859167510377979
"UBR5",0.399591626839301
"PRSS27",0.00497510783455934
"KLF4",0.0217706646693798
"DDRGK1",0.00570345205682409
"ATP6V0D2",0.00262499113483205
"SLC16A13",0.00188022829250853
"TMCO1",0.00537013486411393
"FGF17",0.00758692404566825
"ZBTB34",0.0347774646672746
"IL22RA1",0.00350135298559515
"BLM",0.00481112436601733
"PUS7L",0.0563810611077002
"ZNF350",0.00946106376443882
"UTP3",0.00875859237557928
"ATMIN",0.146921090000018
"SNX11",0.00121927724687124
"SHH",0.00360337563609804
"MFSD4B",0.00350135298559515
"GUCY1A1",0.00350135298559515
"HTR1B",0.00350135298559515
"CDKL1",0.00511994364740722
"HSDL1",0.0215177045946431
"ANKUB1",0.00318181952283482
"ERGIC1",0.0157211700861673
"EFCAB3",0.00357538024354342
"SLC26A5",0.00270788991610768
"CHMP4C",0.00380854476878723
"MBP",0.00368806479454304
"FAM189A2",0.00441822286484988
"CPA4",0.0099641639941556
"BFAR",0.019239724232522
"ARID3B",0.00467802644935429
"FOXD4L1",0.00340179576329089
"NAA30",0.0458176099482726
"PTK2",0.0484768620292671
"CNN2",0.0062142629480112
"SFTPB",0.00196244423168421
"GAS8",0.00390471501533841
"GMEB2",0.0108513906212527
"PRSS3",0.00374161030496814
"HPR",0.00350135298559515
"EME1",0.00194400941571443
"TTC23",0.00291116953306643
"FBXL12",0.0018748793706663
"TRA2B",0.368674469789741
"GCNT3",0.00350135298559515
"CEP57L1",0.00572996552983665
"ATP5F1C",0.00350135298559515
"PYCR3",0.00350135298559515
"PCBP3",0.0061080937589316
"MUCL3",0.00350135298559515
"SSBP2",0.160203552135985
"RFX1",0.00446106280226288
"RBFOX3",0.00313847394102469
"EDIL3",0.201554873061839
"PCNX2",0.00350135298559515
"TGIF1",0.0032058399457888
"CIRBP",0.213320400446993
"UGT8",0.00373962126635427
"C5",0.00326852059444247
"ABHD11",0.00098345789392532
"CLDN7",0.00164533114929896
"NUDT9",0.00770454397139405
"IL2RG",0.00376570501788317
"TADA3",0.00245370216610637
