"","pi"
"NDRG4",0.221367136540798
"ARHGEF37",0.00343621103252921
"RDH8",0.00350135298559515
"EXOC7",0.211344297864838
"TRAF2",0.00148395669687378
"PKD2L1",0.00345307445828733
"PDIA4",0.00341811896847934
"ATG4B",0.0114340969077384
"WISP1",0.00487643363907166
"DNAJA2",0.0346695138570525
"TTK",0.00241650134448174
"KHK",0.00368956720098756
"ZNF608",0.15573132524662
"PLEKHA8",0.0186674949187023
"TRAM2",0.00675208170758626
"DPP3",0.00235602905425302
"ZNF667",0.0268096158101798
"APBB3",0.00221412056978307
"RFX7",0.07759598716485
"BRSK1",0.0238982728961985
"HOMER2",0.00284286602375063
"DPP4",0.00172402704552589
"DLX3",0.0029942938065412
"GATA2",0.0304222514025787
"UNC80",0.0380856818733693
"HNRNPA3",0.402241819196623
"MAP2K5",0.00672461433160761
"OTOP3",0.00350135298559515
"C20orf194",0.317674315007982
"EPS15L1",0.00129301842434177
"ADAMTSL5",0.00373819304165721
"PLCD4",0.00309679781789258
"TKFC",0.00258949166962122
"CERK",0.00329158651771921
"WNT16",0.00357136819759335
"NTN1",0.220049602641477
"RCC2",0.0135068791401731
"WDR27",0.015232246088687
"RARA",0.00477987837053383
"PUM1",0.429436858904295
"AR",0.0067832610324
"TTLL1",0.00716939791996708
"MRPL2",0.00114895105159411
"CSNK2A2",0.00626847071846056
"ECT2",0.0014346104414944
"LDLRAD3",0.00305799740786082
"MMP25",0.00481914011926341
"CHD3",0.353000950638529
"MYO19",0.063973353683537
"ITFG2",0.0020867554981122
"TMTC2",0.00772422978356587
"PDK2",0.00092705776575884
"AGPAT5",0.0701058588395651
"SLC22A8",0.00350135298559515
"IRF1",0.0026255088813751
"PHF21B",0.0154332774916342
"TMEM201",0.010258461715131
"SIPA1L2",0.0055958377542868
"GHDC",0.00340716679555333
"LAMB1",0.0114295883783207
"DLGAP4",0.00571563215986822
"TRIM23",0.164934839686672
"HNRNPR",0.427613764680083
"AMHR2",0.00350135298559515
"PKNOX2",0.00313473455906118
"WDHD1",0.00168593131295416
"RASSF8",0.00725376430236352
"IGF2R",0.056301775823679
"TRIT1",0.0132639422906045
"HOXD9",0.00353692047280244
"PPP4R3A",0.00350135298559515
"OPTN",0.345135293105552
"GPCPD1",0.254422313568294
"LDB2",0.10709583729455
"C2",0.000456499286446562
"ACY1",0.00387638140785706
"SLC6A19",0.00352156363744032
"SH3KBP1",0.00422975981679416
"LRP6",0.152207374984582
"MFSD10",0.0221107053031119
"EFNB3",0.0463695326256301
"RRBP1",0.00260806744527666
"LVRN",0.00289847157634397
"CDC73",0.0495179020308898
"TAPT1",0.0377643748646605
"KDM3B",0.141291254313019
"IQUB",0.00426096764750539
"ACO2",0.0192619459083076
"FAM91A1",0.0240737558869444
"VPS39",0.00345462950499821
"LINGO2",0.00261960196599599
"AGO3",0.00392247254495146
"SEC14L1",0.0196657587467624
"KIF2C",0.0012775753063989
"PTDSS1",0.0129151500504965
"KIF3C",0.364176099182712
"TUT1",0.00162574791511919
"PRKAR2A",0.00301456577238652
"GDAP2",0.00269293519399173
"PAXIP1-AS2",0.00301274659639349
"PPIAL4G",0.0576232005500854
"PRAMEF8",0.00350135298559515
"GAGE13",0.00350135298559515
"SPDYE2B",0.00350135298559515
"DEFB105A",0.00350135298559515
"PABPC1L2B",0.00780063560204482
"DEFB106B",0.00350135298559515
"RIMBP3C",0.00350135298559515
"DMRTC1B",0.00350135298559515
"SSX2",0.00350135298559515
"GAGE2E",0.00350135298559515
"DEFB104B",0.00350135298559515
"CFC1B",0.00350135298559515
"SLX1B",0.00350135298559515
"DEFB106A",0.00350135298559515
"GATD3A",0.00350135298559515
"PPP3CA",0.437347797803593
"PNMA6A",0.00307508099277371
"CT45A3",0.00350135298559515
"PABPC1L2A",0.0105452213675216
"EIF3CL",0.00350135298559515
"GOLGA5",0.00381902232685654
"NPIPA8",0.00350135298559515
"UBE2Q2L",0.0035381693316184
"U2AF1",0.000899905799085892
"DEFB104A",0.00350135298559515
"DEFB4B",0.00350135298559515
"MRPL23",0.000741520487124896
"AL627171.2",0.00350135298559515
"F8A1",0.00264191340389076
"NPIPA2",0.00350135298559515
"SQSTM1",0.00385865718994875
"GRID2IP",0.00268570130258376
"SSX4B",0.00350135298559515
"SPANXA2",0.00350135298559515
"BHLHE22",0.0048364560321573
"SIK1",0.183695671395609
"VARS",0.000897638297402472
"ADCY3",0.01301044229215
"CT47A6",0.00350135298559515
"HDAC5",0.00761679152578794
"PKNOX1",0.0353944625229969
"AMY1B",0.00350135298559515
"CT45A6",0.00350135298559515
"RIMBP3B",0.00350135298559515
"ZNF705D",0.00350135298559515
"PRODH",0.00521870315474377
"PRCP",0.000678473798831529
"RP11-849H4.2",0.00350135298559515
"AL603965.1",0.00350135298559515
"GOLGA6L4",0.00517906959463652
"UBAP2",0.0435280602557759
"HOGA1",0.00369930184589908
"CPA6",0.00266326823746623
"TBC1D3C",0.00350135298559515
"AC010441.1",0.00350135298559515
"GSTT2",0.00350135298559515
"PRAMEF11",0.00350135298559515
"DMRTC1",0.00350135298559515
"CEBPZOS",0.0303204987693659
"PWP2",0.00213283528014136
"ST3GAL3",0.00474712902148555
"AP002956.1",0.00350135298559515
"GAGE12H",0.00350135298559515
"TBX22",0.00351021267690024
"MTRNR2L5",0.00385561233369913
"ARL17A",0.000444545091421436
"RP11-279O9.4",0.00350135298559515
"DPH1",0.00413496886051766
"AC073569.1",0.00350135298559515
"PRPF40A",0.177611862689885
"AL162424.1",0.00350135298559515
"C16orf47",0.00351021267690024
"AL591684.1",0.00350135298559515
"NOTCH2NL",0.00349205920362318
"AC020922.1",0.00350135298559515
"MIRLET7BHG",0.00438326330640695
"RP11-131H24.4",0.00350135298559515
"SPATA31A7",0.00350135298559515
"ZNF595",0.00200637483706387
"RGPD5",0.00350135298559515
"H2AFB1",0.00350135298559515
"CRYAA",0.00354839499608563
"AC137932.1",0.00350135298559515
"ARVCF",0.0581539006488344
"ME1",0.0215592773726611
"UBAP2L",0.0248660655535966
"DNAH10OS",0.00350135298559515
"SULT1A4",0.00350135298559515
"ELOA3",0.00350135298559515
"NBPF9",0.00350135298559515
"FLJ20306",0.00350135298559515
"AC009802.1",0.00350135298559515
"STRIP1",0.143629715801181
"HSFX2",0.00350135298559515
"NPIPB3",0.0197080763705861
"IRAK2",0.00189327631442559
"NCAPH",0.00280987779983209
"DEFA3",0.00350135298559515
"PRDM9",0.00351021267690024
"PRAMEF9",0.00350135298559515
"AC018816.3",0.00350135298559515
"AP1B1",0.00347058218916608
"CTBP2",0.282479654219545
"NXF2B",0.00350135298559515
"AC026310.1",0.00350135298559515
"KIAA1551",0.015928284824381
"MTRNR2L7",0.00350135298559515
"AL583828.1",0.00350135298559515
"AC121757.1",0.00350135298559515
"FAM25G",0.00350135298559515
"C14orf132",0.334314953705376
"DEFB4A",0.00350135298559515
"ZNF705B",0.00350135298559515
"SLC7A8",0.000330484273041671
"AL035406.1",0.00350135298559515
"AC090616.2",0.00350135298559515
"RGPD6",0.00350135298559515
"AL161645.2",0.00350135298559515
"CBS",0.00587863091718661
"ERVMER34-1",0.00295393123968692
"KCNE1",0.00333193742217469
"ATN1",0.0172648858468049
"MPO",0.00471092288384615
"AL035588.1",0.00350135298559515
"HSFX1",0.00350135298559515
"ERVV-1",0.00323848384340328
"BTBD9",0.0117748590574987
"RP11-712L6.5",0.00350135298559515
"CDK10",0.00145291600064188
"AC004466.1",0.00350135298559515
"MNT",0.0045178277017863
"AC011308.1",0.00350135298559515
"CT45A1",0.00350135298559515
"KRT6C",0.00373637803767921
"CTAGE4",0.00350135298559515
"TCEB3CL",0.00350135298559515
"NBPF14",0.0872974477631823
"TBC1D1",0.0130866760352231
"TCEB3CL2",0.00350135298559515
"C1orf147",0.00350135298559515
"ARIH1",0.159502107726276
"POLR2J2",0.00438036961511417
"RP11-144F15.1",0.00350135298559515
"GOLGA8B",0.124839565216879
"USP33",0.160223560460517
"SPDYE2",0.00350135298559515
"RP11-321M21.3",0.00350135298559515
"ANKRD20A2",0.00350135298559515
"EZR",0.000357674826409611
"NBPF16",0.00350135298559515
"LRRC37A",0.00308941362424261
"BCLAF1",0.430249695101521
"LCE3C",0.00350135298559515
"AP1G2",0.0147118547707387
"AC018867.2",0.00350135298559515
"RFPL3S",0.00537917303091995
"SMN2",0.00350135298559515
"OPN1MW",0.00350135298559515
"AC103801.2",0.00350135298559515
"GOLGA8N",0.0273894065197176
"AMY1A",0.00350135298559515
"NEBL",0.0218787503281
"AL590714.1",0.00350135298559515
"DYRK3",0.0101520726823168
"SULT1A3",0.00350135298559515
"DDTL",0.0153782285195345
"KRT80",0.00334489274055823
"JADE2",0.00246737889131196
"DNAH17-AS1",0.0018845638538165
"AL589765.1",0.00350135298559515
"RP11-1055B8.6",0.00350135298559515
"TUBAL3",0.00351021267690024
"NPIPB9",0.00391549273490567
"LGALS7",0.00351909378984691
"RP11-156E8.1",0.00350135298559515
"AC037199.1",0.00350135298559515
"FGF8",0.00338462079059819
"CTD-2215E18.1",0.00350135298559515
"RP11-80A15.1",0.00350135298559515
"ABCE1",0.0133856177590055
"ANKRD20A1",0.00350135298559515
"PPIAL4B",0.00350135298559515
"FBXO10",0.00928837905937084
"MTRNR2L4",0.00243922373483288
"GOLGA6L10",0.004733871324642
"EFCAB10",0.00381699113088414
"OSBPL8",0.376997154311936
"DDX39B",0.00350135298559515
"TBC1D3",0.00350135298559515
"ZRANB2",0.202281462500495
"AC112205.1",0.00350135298559515
"FAM25C",0.00350135298559515
"AL136376.1",0.00350135298559515
"ACTR5",0.0029026809259645
"FLJ00418",0.00350135298559515
"EEF1A1",0.512705791053494
"AC073342.1",0.00350135298559515
"FNBP4",0.224953658090982
"CTAGE8",0.00350135298559515
"ARMC4",0.00286347062089178
"AL360181.1",0.00350135298559515
"GOLGA8O",0.00350135298559515
"POTEB",0.00350135298559515
"SCGB1C1",0.00350135298559515
"RHOXF2B",0.00350135298559515
"RP11-1055B8.7",0.00350135298559515
"BEND3",0.00143729637848585
"KRTAP21-3",0.00350135298559515
"MICU3",0.191412762235862
"IGIP",0.012277651467513
"NPIPA1",0.0746733146346048
"CAPN15",0.00875475455138865
"AC022400.2",0.00350135298559515
"GAGE12I",0.00350135298559515
"HDGFL2",0.00350135298559515
"AC079210.1",0.00350135298559515
"SLN",0.00210244238463508
"FADS3",0.0181414107073207
"SMIM3",0.00347927471708656
"OST4",0.0518021493303378
"RBL1",0.0080146928417903
"SPANXC",0.00350135298559515
"SPHAR",0.0325694021052724
"ARID4B",0.396586058869454
"SLX1A",0.00350135298559515
"KRT81",0.00363993223994153
"GTF2H2C",0.002793498607574
"SSX4",0.00350135298559515
"KRTAP22-2",0.00350135298559515
"RP11-867G23.8",0.00350135298559515
"AL022328.1",0.00350135298559515
"UPK3BL1",0.00350135298559515
"C17orf77",0.00423725543976886
"HILPDA",0.00123438210871243
"AC012123.1",0.00350135298559515
"ATP12A",0.00360337563609804
"AC061992.1",0.00350135298559515
"PRAMEF7",0.00350135298559515
"KCNU1",0.00408885698049785
"ST20",0.00212942982291519
"KDM4C",0.00739007215694598
"AC093157.1",0.00350135298559515
"AP000758.1",0.00350135298559515
"ALOX12-AS1",0.00359323827959928
"GAGE1",0.00350135298559515
"SMN1",0.00350135298559515
"AL161784.1",0.00350135298559515
"DDT",0.0165843422033314
"COX8C",0.00307504260726381
"OCLM",0.00262272533998197
"RASA4B",0.00362337164672633
"VCX3B",0.00350135298559515
"ERVV-2",0.00350135298559515
"TCP11X2",0.00350135298559515
"LCE3B",0.00350135298559515
"DEFB108B",0.00350135298559515
"CHTF8",0.00638923508613806
"LGALS7B",0.00368203799097301
"TPRX2P",0.00350135298559515
"STEAP3",0.00341296668211545
"BRCA1",0.00218356420787946
"CLK2",0.0375470783770592
"FAM72D",0.00408885698049785
"FSD2",0.00874597859769628
"LUZP6",0.252264365890716
"PGA3",0.00360590196096818
"CCDC66",0.109797950766018
"GAPVD1",0.126235552363211
"UNK",0.00463352945548396
"NPEPL1",0.0379883391114149
"KRT35",0.00351021267690024
"RPL39",0.320890162289401
"EIF5AL1",0.00442865161540612
"HMHB1",0.00350135298559515
"PRAMEF5",0.00350135298559515
"RGPD1",0.00351021267690024
"AC174470.1",0.00350135298559515
"ACSF3",0.00126182575959139
"EIF5",0.0861671285244006
"DDC",0.0609943365092532
"MPEG1",0.00136387421186145
"POTED",0.00350135298559515
"VCX3A",0.00350135298559515
"GOLGA6L1",0.00350135298559515
"LRFN5",0.0292969229565306
"CD52",0.000593349335413406
"FBXO24",0.00409135062845109
"CRELD1",0.00230471417915046
"KRTAP23-1",0.00350135298559515
"ARHGEF35",0.00351928533858666
"KRTAP20-3",0.00350135298559515
"ZC3H12A",0.00382260300132612
"HECTD2",0.0139088451895764
"RBM45",0.00767474350886168
"MSC-AS1",0.00358441880808444
"COX8A",0.114840679376997
"STMP1",0.00350135298559515
"NPY4R",0.00334215896595291
"SCGB3A2",0.00350135298559515
"AC114494.1",0.00350135298559515
"XKR6",0.0409993651537345
"GOLGA8A",0.489232959840938
"C8orf59",0.0211126119908763
"CSNK1E",0.504328225715987
"GTF2H2",0.0431640908221551
"USO1",0.00922654175171
"LZTR1",0.0155759602701719
"SPACA5B",0.00350135298559515
"SMIM10",0.00416873547920887
"AC026407.1",0.00350135298559515
"KBTBD4",0.0080678335607823
"FZD8",0.00584383569113434
"C2orf48",0.00303479852143605
"PODN",0.00309233337735644
"KCNA10",0.00350135298559515
"TP53TG3D",0.00351909378984691
"DAO",0.00342191633327581
"OXR1",0.0388549210813346
"GAGE12J",0.00350135298559515
"MYRF",0.00460129016092197
"PPIAL4A",0.00350135298559515
"UMODL1-AS1",0.00350135298559515
"KRTAP22-1",0.00350135298559515
"ZZZ3",0.00606432163698995
"TNFRSF21",0.0730323222041785
"MT1HL1",0.00352403514141634
"SLC45A1",0.0102304898773505
"ZNF263",0.00584619515066867
"AXL",0.00109439115009621
"SPANXN5",0.00350135298559515
"FOXF1",0.0037824060035459
"UQCRC1",0.0118097767224897
"KRTAP19-2",0.00350135298559515
"FAM13C",0.260524438961014
"ENHO",0.00665844754585608
"KRTAP19-6",0.00350135298559515
"CRHR1",0.00350135298559515
"KRTAP8-1",0.00350135298559515
"C15orf65",0.00225702246058041
"VCX2",0.00350135298559515
"PHGR1",0.00350135298559515
"ICOSLG",0.00266780912248737
"AC110615.1",0.00350135298559515
"KAAG1",0.00350381093308209
"RGPD2",0.00351021267690024
"SFTA2",0.00350135298559515
"SYT15",0.00166403421666042
"TMSB15A",0.227921983133547
"SLC2A10",0.0044747985003438
"ACTR6",0.0145311701205347
"DEFB114",0.00350135298559515
"SPANXN1",0.00350135298559515
"GAS2L1",0.00500675321802556
"KRTAP3-1",0.00350135298559515
"AP001362.1",0.00350135298559515
"BEX5",0.327641521649299
"TRIM74",0.00350135298559515
"RASGRP3",0.00513702026648362
"S100A7",0.00350135298559515
"S100A7L2",0.00350135298559515
"AC011997.1",0.00350135298559515
"SCGB3A1",0.00359347919473154
"FAM24A",0.00350135298559515
"KRTAP3-2",0.00298369811242765
"C6orf48",5.26344263951076e-05
"FAM86B2",0.00359599889285098
"C19orf73",0.00320128901658719
"PUS7",0.00336480340914528
"RP11-998D10.1",0.00350135298559515
"DEFB131A",0.00350135298559515
"NPS",0.00350135298559515
"CDK5RAP1",0.00243496872981748
"PYDC1",0.00726418761239289
"CGB8",0.00338070453403361
"SMR3B",0.00350135298559515
"MMP23B",0.00350135298559515
"CYP4F12",0.00350135298559515
"KRTAP21-1",0.00350135298559515
"GOLGA6D",0.00386174143704159
"MT1M",0.00490844777566908
"ITPR1",0.0253763128374699
"POLR2J3",0.0346518667891467
"KRTAP25-1",0.00350135298559515
"S100A7A",0.00350135298559515
"SMIM6",0.00350135298559515
"OCA2",0.00378857150074071
"SRSF7",0.143949530010705
"PIGY",0.00350135298559515
"EID2B",0.0132227417118594
"PRR21",0.00350135298559515
"KRTAP6-1",0.00350135298559515
"GUCY2D",0.00397679799264908
"METTL16",0.00992330883901204
"PYDC2",0.00350135298559515
"KRTAP20-2",0.00350135298559515
"C5orf58",0.00258091180600723
"PTH2",0.00375890245047194
"CT45A5",0.00350135298559515
"FBXO3",0.0689042850280983
"PLA2G10",0.00308286697858668
"KRTAP20-1",0.00350135298559515
"DEFB136",0.00351909378984691
"LCE1D",0.00351021267690024
"INPP5K",0.0275958274859209
"TMSB10",0.505715431068635
"SPIN2A",0.00362160989352048
"CHPF2",0.00674515521030579
"COX7B2",0.00350135298559515
"AGAP9",0.00353692047280244
"GTF2IRD2",0.00143398805795089
"LCE3A",0.00350135298559515
"SEPT10",0.0643312933168292
"MTHFR",0.0107290081694557
"SCGB2B2",0.00354839499608563
"EIF3C",0.00350135298559515
"CNOT6",0.132181911481012
"MEX3C",0.191481341471554
"PAGE2",0.00351021267690024
"S100A12",0.00350135298559515
"PRM3",0.00350135298559515
"DEFB134",0.00350135298559515
"AC093677.1",0.00350135298559515
"KRTAP19-7",0.00350135298559515
"FAM229B",0.031719672846598
"TCEAL7",0.251310543093194
"EDDM13",0.00350135298559515
"DIRC1",0.00387146950843907
"C2orf66",0.0039303302418152
"TOMM6",0.0485456571936152
"TMEM257",0.00790260840416994
"KRT25",0.00350135298559515
"GGT2",0.00350135298559515
"SCGB1A1",0.00358441880808444
"CBWD6",0.00197332989588289
"KRTAP19-4",0.00350135298559515
"MT1A",0.00339846605988797
"MINK1",0.00302248895319981
"SPIN2B",0.00225590321540616
"CAMK2N1",0.510750018663609
"GON7",0.00350135298559515
"DEFB1",0.00357538024354342
"SPRR2B",0.00350135298559515
"CTAGE15",0.00350135298559515
"C8orf34-AS1",0.0036957063688201
"LCE2C",0.00350135298559515
"LCE2B",0.00350135298559515
"MT1X",0.00104675616087113
"LYPD8",0.00350135298559515
"AP000349.1",0.00350135298559515
"TOGARAM2",0.00350135298559515
"KRTAP12-4",0.00350135298559515
"KRTAP12-3",0.00350135298559515
"LCE2D",0.00350135298559515
"NUTM2A",0.00436962273111889
"NACA",0.135423489880016
"SMIM1",0.00323951575135415
"C5orf66",0.00210367903283472
"EML2-AS1",0.00257431545718772
"GOLGA8K",0.0153764352260848
"FAM229A",0.00461710065576434
"S100A10",0.000606424959362748
"C16orf74",0.00306793974222343
"FAM25A",0.00350135298559515
"GNG4",0.021302962818379
"USP14",0.00420121706942921
"KRTAP12-1",0.00350135298559515
"DEFA6",0.00350135298559515
"DEFB121",0.00350135298559515
"CCL13",0.00350135298559515
"SLMAP",0.0308629446665319
"SCGB1D1",0.00350135298559515
"DEFB115",0.00350135298559515
"TNPO2",0.256155731487725
"COX7C",0.346074263997323
"C6orf226",0.00105221970705706
"MIF-AS1",0.00321295030506393
"TMEM133",0.0141963136021033
"KIAA0040",0.00358396370081132
"RP11-467N20.5",0.00350135298559515
"ANGPT2",0.0609491937747384
"SMIM5",0.00293534479786849
"FAM24B",0.00274227015387797
"PF4V1",0.00350135298559515
"SHC2",0.00947266503570817
"TMSB4X",0.512247582205957
"RP1-127H14.3",0.00350135298559515
"VCX",0.00349256331056387
"ASAH2B",0.00396897043564304
"PF4",0.00383525911278512
"SPATA31A6",0.00387146950843907
"S100A6",0.00155941046766968
"MLLT11",0.450200108771177
"COPS2",0.184417570072126
"KRTAP5-6",0.00350135298559515
"TRIM61",0.00423298823114876
"HEPN1",0.00821792413472934
"S100A8",0.001492729745095
"LCE4A",0.00350135298559515
"MALL",0.002035966456179
"NPIPB4",0.00350135298559515
"DEFB124",0.00350135298559515
"FOXD4L5",0.00478373624422333
"NBPF6",0.00436962273111889
"JMJD6",0.0141520378396936
"ANXA8L2",0.00350135298559515
"GNG8",0.000572746712172316
"MTRNR2L10",0.307041239475865
"DEC1",0.00350135298559515
"PCDH10",0.502639296602798
"SMIM20",0.00157167591215356
"PAGE2B",0.00350135298559515
"CCL8",0.00406655722627524
"TYMSOS",0.00202455172445289
"CCL2",0.00361330739875593
"LCE1A",0.00350135298559515
"SERTM1",0.00597506300523987
"FARP1",0.334193340281323
"S100A11",0.000386136285293739
"GNG7",0.000566356477105838
"LCE1B",0.00350135298559515
"KAT2B",0.0477272124951015
"C14orf178",0.0034142942598599
"HSBP1L1",0.00367304557205364
"LCE1C",0.0035279963724462
"SCGB2A1",0.00351021267690024
"GNG5",0.000340168145939531
"BTAF1",0.0205936275609371
"MTRNR2L3",0.00503103971923466
"SMIM2",0.00351909378984691
"AC131097.4",0.00350135298559515
"CFAP74",0.00260264670933963
"S100A13",0.00765213555777667
"C5orf46",0.00351909378984691
"CCDC179",0.0035014017457877
"LCE6A",0.00350135298559515
"FARSB",0.0265252529921567
"S100A5",0.00335332671670116
"FAM153A",0.00351909378984691
"AL645608.1",0.00350135298559515
"CGB5",0.00336363144337428
"KRTAP6-2",0.00350135298559515
"SPRR2E",0.00350135298559515
"KNCN",0.00351267656777942
"SPRR2G",0.00350135298559515
"ABCB6",0.0150646942290488
"ADIRF",0.00390018633288634
"LCE1E",0.00350135298559515
"SPRR2A",0.00351021267690024
"TBC1D3B",0.00351021267690024
"CHRM5",0.00483793908175045
"AC010327.2",0.00350135298559515
"NRG3",0.0175506076754743
"PPBP",0.00350135298559515
"SMR3A",0.00350135298559515
"MT4",0.00350135298559515
"C12orf75",0.00038365819728208
"NBPF15",0.00521218502823247
"IFI27L2",0.00582750011757824
"TIMM23B",0.0171508706205625
"AC135048.1",0.00350135298559515
"SPRR2F",0.00350135298559515
"GNG2",0.47282853987984
"CREBBP",0.262493959061209
"CXCL10",0.00335332671670116
"SLC26A1",0.00872598975770174
"SMCO4",0.000833482435985418
"S100A4",0.000726277778076438
"PRAMEF6",0.00350135298559515
"CXCL6",0.00348339213430002
"SPRR2D",0.0035279963724462
"SMLR1",0.00350135298559515
"HIST1H2BA",0.00350135298559515
"NUPR2",0.00350135298559515
"HTN3",0.00372279968552391
"KRT33A",0.00350135298559515
"LCE1F",0.00350135298559515
"DEFB133",0.00350135298559515
"ANKDD1A",0.00542555958160606
"SMIM18",0.00309894231584793
"TACC1",0.231446141706251
"TFF1",0.00350135298559515
"CXCL8",0.00287607548115712
"HBG1",0.00619863151960991
"C3orf36",0.0034226220495075
"CLLU1OS",0.00350135298559515
"C9orf153",0.00453330000888305
"CCL18",0.00350135298559515
"CTXN1",0.000492526480472711
"S100A14",0.00395950291531951
"DEFB127",0.00350135298559515
"HCST",0.000619524685165315
"KRTAP4-1",0.00351021267690024
"SVIP",0.00248145512381149
"UGGT1",0.0251635256424145
"SLC17A7",0.00214153007239445
"DLL1",0.0141913926238325
"CNPY1",0.0104378564281395
"COX17",0.0106023271289591
"TCEAL8",0.0060857746932102
"SPANXD",0.00350135298559515
"CXCL3",0.00414455285217543
"C2orf88",0.0033014747740302
"DEFB113",0.00351021267690024
"CCL20",0.00258091180600723
"SMIM17",0.0289717599330263
"KRTAP6-3",0.00350135298559515
"ATP5ME",0.00350135298559515
"SVBP",0.00350135298559515
"TEX46",0.00350135298559515
"PRR15L",0.00350135298559515
"ENTPD4",0.00706588537875257
"MYLK3",0.00479988434643066
"C19orf48",0.000179229916213838
"SYCE3",0.00368203799097301
"DEFB126",0.00350135298559515
"LEAP2",0.00900255161723687
"KCNA3",0.191128888312037
"LY6D",0.00350135298559515
"C18orf32",0.324220831411149
"CNTNAP3B",0.00929231932684176
"VMAC",0.00298261731772228
"CCL1",0.00350135298559515
"PRAC1",0.00350135298559515
"GNGT2",0.00209387205696324
"TP53RK",0.0112416969084132
"TMEM72",0.00350135298559515
"RASA4",0.0533512465698459
"IFI27",0.00191289637545865
"HRCT1",0.00350381093308209
"KRTAP9-6",0.00350135298559515
"SMPX",0.00350135298559515
"SMIM13",0.26548652223444
"KRT16",0.00397652734399163
"DEFB132",0.00351021267690024
"UAP1",0.0960750489352551
"TMEM88B",0.00350135298559515
"VPS52",0.00131376918866842
"ATP5MD",0.00350135298559515
"RAP1GAP2",0.0594485886516998
"SPRR1A",0.00350135298559515
"TEAD1",0.283630508879541
"FSIP2",0.00995679566916113
"KRTAP19-3",0.00350135298559515
"UQCC3",0.000581433398191064
"C19orf53",0.00368571124969545
"MT1H",0.00270731874900149
"KRTAP15-1",0.00350135298559515
"MILR1",0.000863131410106578
"SEC61G",0.165226469876791
"CGB3",0.00350135298559515
"IAPP",0.00389096584112672
"CXCL2",0.00624364592241571
"PIWIL4",0.0170726398673646
"HIST1H2BO",0.00327051572269165
"LELP1",0.00350135298559515
"KRTAP12-2",0.00349256331056387
"ZNF322",0.0620560422229885
"PCOTHP1",0.00350135298559515
"SEMA4A",0.0364616338209513
"RETNLB",0.00350135298559515
"GATB",0.00128627666103051
"KIF11",0.00163124634016709
"ATL2",0.00489605109506435
"ATXN7L3B",0.436548862507737
"TGFB1",0.00196173940143981
"FAM86B1",0.00314325625203256
"KRTAP1-4",0.00350135298559515
"TNP2",0.00350135298559515
"SPRN",0.0190009971801269
"FLYWCH2",0.00141050089983593
"C9orf129",0.00677145266487802
"KRTAP5-11",0.00350135298559515
"SCRG1",0.00315615311540787
"CCL19",0.00351909378984691
"CYP4F3",0.00678754439766016
"WFDC12",0.00351021267690024
"WFDC13",0.00350135298559515
"UQCR11",0.00594372720841554
"MRPS36",0.063276056132787
"MRPL57",0.000149362368664594
"SMKR1",0.00438048389859285
"CCL22",0.00367601275069011
"HMGN4",0.00415475854651073
"CEP104",0.0799891823857898
"TRIM39",0.00361221844813952
"MT1B",0.00335332671670116
"LENEP",0.00350135298559515
"C9orf92",0.00351021267690024
"GAGE2A",0.00350135298559515
"CXCL5",0.00570823927236901
"FOXD4L3",0.00409170684188091
"HIST1H1B",0.00307833406052588
"MZT1",0.0022022248140782
"WFDC6",0.00350135298559515
"SLC51B",0.0035279963724462
"PIRT",0.00350135298559515
"TMEM262",0.00350135298559515
"GNG10",0.064619777050678
"BOD1L2",0.00725707342341521
"DEFB123",0.00350135298559515
"AQP12B",0.00350135298559515
"C9orf16",7.40508587618278e-05
"CCL15",0.00350135298559515
"TNKS1BP1",0.0116010115628382
"C14orf177",0.00350135298559515
"CCDC167",0.00122709087779828
"KRTAP3-3",0.00350135298559515
"TMEM114",0.00350135298559515
"PET117",0.00430040919173147
"SCYL3",0.00553479450095896
"HRK",0.00347750385975841
"CT83",0.00350135298559515
"PAGE5",0.00350135298559515
"RPL39L",0.00321726114317623
"GNG12",0.0152128747945743
"TRIAP1",0.0193761723201562
"DMAC1",0.00350135298559515
"TMEM155",0.00330348298111481
"PI3",0.00351021267690024
"KRTAP4-3",0.00350135298559515
"MT1G",0.00359374374434376
"S100B",0.00230302339278064
"UQCR10",0.0765427033861522
"NCMAP",0.00373952738726289
"KRTAP4-2",0.00350135298559515
"TNP1",0.00350135298559515
"ARMS2",0.00351021267690024
"GOLGA6C",0.00491562815696018
"SNORC",0.00350135298559515
"HIST1H1D",0.000870658341218783
"RPL41",0.344566610430324
"KRTAP19-5",0.00350135298559515
"KRTAP5-7",0.00346793800724087
"SFTA3",0.00350135298559515
"MFN1",0.0593606561992384
"S100P",0.00138948377653274
"SNX13",0.0705057709555898
"CARD18",0.00350135298559515
"NT5C2",0.0216157449326284
"GNG3",0.154332466126065
"NDUFA1",0.275911954737792
"CMC4",0.00364171317071841
"UCN3",0.00350135298559515
"CDRT4",0.0362299767022246
"SPAG11A",0.0039737539204792
"SPRR1B",0.00354839499608563
"MRPL53",0.000718131059243129
"TMEM238",0.00355483341967133
"CCL4",0.000794331077788511
"MAP2K1",0.0339871603532745
"SNAPC5",0.00396426900441215
"C8orf44",0.00615252871494041
"SMAGP",0.00317658972058098
"TBC1D3G",0.00350135298559515
"FAM184A",0.114352403818651
"SPINK9",0.00357538024354342
"GTPBP3",0.00624833234209569
"SERP2",0.0168720737443772
