"","real.log.BF"
"SCN2A",-7.51722840444775
"CHD8",33.9616272317991
"ADNP",-3.7736565748604
"SHANK3",-3.4988118243511
"PTEN",5.49444440839082
"SYNGAP1",-10.3948738447109
"MECP2",-5.10856172041742
"KDM5B",-7.28410513032266
"FOXP1",-4.03160278635127
"ARID1B",-6.44130416476245
"POGZ",-4.80523002622811
"ASH1L",38.6382435049204
"KMT5B",-8.261481476705
"SLC6A1",-4.94789161725251
"GIGYF1",-5.43647747858821
"DYRK1A",-5.84824451678987
"CHD2",37.9617316887969
"ASXL3",9.29452215558572
"TAOK1",5.51863612524755
"DNMT3A",-6.582747446732
"GRIN2B",-4.77674999963789
"BRSK2",-2.18602578622552
"KMT2A",-7.28228896432534
"NF1",-11.3590646450978
"STXBP1",-3.34398744042525
"CUL3",-2.3444768652189
"MED13L",13.0938755116137
"ANK2",-8.91811775304659
"MYT1L",-3.99463182241369
"RORB",-7.29928565269155
"TBL1XR1",-0.781552581140022
"TBR1",-8.12492537573585
"DYNC1H1",-12.2089892729978
"WAC",5.81229503088902
"PHF21A",-4.7299304400818
"KDM6B",-6.68873631330164
"DDX3X",-3.81159665103174
"CTNNB1",-4.07161668951337
"MED13",-4.60292669426864
"ANKRD11",-5.41359791273037
"CTCF",-2.49843614399899
"RFX3",-1.64569757632782
"ARHGEF9",-3.33497152019612
"SHANK2",-4.01012457694755
"DEAF1",-5.49776914177207
"SMARCC2",2.52792005293766
"TLK2",-2.38710346369942
"TCF20",-5.52446135243635
"CNOT3",-4.99771518236746
"SYNCRIP",7.16472872640457
"SETD5",-6.61077522272654
"NAA15",-0.679345442185042
"SCN1A",-10.7128245245854
"EHMT1",-7.4984174805192
"TCF4",0.33800362531418
"SRPRA",-7.71124295859218
"MARK2",-9.6356627565431
"KMT2C",55.4289150081021
"MBD5",-6.6957817474143
"NRXN1",-5.91131462734377
"IRF2BPL",-2.48720280570423
"PHIP",-5.92556189072271
"NFE2L3",-6.44284575462806
"SKI",-4.45058837600879
"PSMD12",-6.25703918641212
"KCNB1",-5.01380296176887
"CSDE1",1.41210831871785
"TSC1",-5.13896464400125
"DMWD",-6.35885178278249
"CLCN4",-3.58054066768014
"MEIS2",-8.31805847762931
"PBX1",-0.401071640009628
"HNRNPD",-3.79824230575891
"BCL11A",-2.27423403585064
"TCF7L2",-9.3077697557597
"WDFY3",-7.11441152028616
"PHF3",-7.79849945293159
"SETBP1",-3.18298195368885
"TGM1",-7.94825017001049
"EBF3",-0.102675984385034
"PPP2R5D",-7.34570767350313
"TAF4",-5.462320906846
"KCNQ2",-4.36789518898422
"CAPRIN1",-3.92675938695697
