,0,1
SCN2A,15.0671015,6.6152544
CHD8,15.0671015,6.6152544
ADNP,15.0671015,6.6152544
SHANK3,15.0671015,6.6152544
PTEN,15.0671015,6.6152544
SYNGAP1,15.0671015,6.6152544
MECP2,15.0671015,6.6152544
KDM5B,15.0671015,6.6152544
FOXP1,15.0671015,6.6152544
ARID1B,15.0671015,6.6152544
POGZ,15.0671015,6.6152544
ASH1L,15.0671015,6.6152544
KMT5B,15.0671015,6.6152544
SLC6A1,15.0671015,6.6152544
GIGYF1,15.0671015,6.6152544
DYRK1A,15.0671015,6.6152544
CHD2,15.0671015,6.6152544
ASXL3,15.0671015,6.6152544
TAOK1,15.0671015,6.6152544
DNMT3A,15.0671015,6.6152544
GRIN2B,15.0671015,6.6152544
BRSK2,15.0671015,6.6152544
KMT2A,15.0671015,6.6152544
NF1,15.0671015,6.6152544
STXBP1,15.0671015,6.6152544
CUL3,15.0671015,6.6152544
MED13L,15.0671015,6.6152544
ANK2,15.0671015,6.6152544
MYT1L,15.0671015,6.6152544
RORB,15.0671015,6.6152544
TBL1XR1,15.0671015,6.6152544
TBR1,15.0671015,6.6152544
DYNC1H1,15.0671015,6.6152544
WAC,15.0671015,6.6152544
PHF21A,15.0671015,6.6152544
KDM6B,15.0671015,6.6152544
DDX3X,15.0671015,6.6152544
CTNNB1,15.0671015,6.6152544
MED13,15.0671015,6.6152544
ANKRD11,15.0671015,6.6152544
CTCF,15.0671015,6.6152544
RFX3,15.0671015,6.6152544
ARHGEF9,15.0671015,6.6152544
SHANK2,15.0671015,6.6152544
DEAF1,15.0671015,6.6152544
SMARCC2,15.0671015,6.6152544
TLK2,15.0671015,6.6152544
TCF20,15.0671015,6.6152544
CNOT3,15.0671015,6.6152544
SYNCRIP,15.0671015,6.6152544
SETD5,15.0671015,6.6152544
NAA15,15.0671015,6.6152544
SCN1A,15.0671015,6.6152544
EHMT1,15.0671015,6.6152544
TCF4,15.0671015,6.6152544
SRPRA,15.0671015,6.6152544
MARK2,15.0671015,6.6152544
KMT2C,15.0671015,6.6152544
MBD5,15.0671015,6.6152544
NRXN1,15.0671015,6.6152544
IRF2BPL,15.0671015,6.6152544
PHIP,15.0671015,6.6152544
NFE2L3,15.0671015,6.6152544
SKI,15.0671015,6.6152544
PSMD12,15.0671015,6.6152544
KCNB1,15.0671015,6.6152544
CSDE1,15.0671015,6.6152544
TSC1,15.0671015,6.6152544
DMWD,15.0671015,6.6152544
CLCN4,15.0671015,6.6152544
MEIS2,15.0671015,6.6152544
PBX1,15.0671015,6.6152544
HNRNPD,15.0671015,6.6152544
BCL11A,15.0671015,6.6152544
TCF7L2,15.0671015,6.6152544
WDFY3,15.0671015,6.6152544
PHF3,15.0671015,6.6152544
SETBP1,15.0671015,6.6152544
TGM1,15.0671015,6.6152544
EBF3,15.0671015,6.6152544
PPP2R5D,15.0671015,6.6152544
TAF4,15.0671015,6.6152544
KCNQ2,15.0671015,6.6152544
CAPRIN1,15.0671015,6.6152544
