,0
GW16.Neurons,0.07106067443147722
GW26.GABAergic.neurons,0.15910622778689062
GW23.GABAergic.neurons,0.007195640648892621
GW16.Stem.cells,0.19387089252393616
GW26.Neurons,-0.19292563987648814
GW10.Neurons,0.03829934499717349
GW23.Neurons,0.03559450703163164
GW10.Stem.cells,0.05137970277389109
GW16.GABAergic.neurons,0.00644126752400703
GW19.Neurons,0.009428026625451528
GW26.OPC,0.004814779743029045
GW26.Astrocytes,0.0787894710224715
GW12.Neurons,-0.08092660228284121
GW09.Stem.cells,-0.045709192100958654
GW26.Microglia,-0.03699345176558124
GW09.Neurons,-0.056298597027131414
GW23.OPC,0.015636795818525846
GW19.GABAergic.neurons,-0.08930760813448138
GW13.Neurons,-0.09868690848060792
GW08.Neurons,-0.15025315477907308
GW16.OPC,0.06867093518317452
GW12.Stem.cells,0.0427641771310142
GW16.Microglia,-0.08916472462577336
GW23.Microglia,-0.05042310399148771
week_10.hPeric,0.038306291207323394
week_10.hRgl2a,-0.042957425843070086
week_11.hRgl2a,-0.020590013863100408
week_10.Unk,-0.05240314938089934
week_11.hPeric,-0.012197457173536467
week_9.Unk,-0.0380693908067052
week_6.hProgFPM,0.03584507972296649
week_8.Unk,-0.05819089698238319
week_11.hRgl2b,-0.05125977658186719
week_9.hGaba,0.10352056252050652
week_6.hProgBP,-0.04666869644128693
week_8.hNbM,-0.07206847262316761
week_8.hNProg,-0.0539377985529784
week_11.hEndo,-0.019086632750558084
week_11.Unk,-0.0927044285429447
week_6.hProgM,0.027942910709413637
week_6.hProgFPL,0.0604691372389217
week_6.Unk,-0.03786935797431465
week_8.hProgBP,0.03302194279130269
week_8.hNbML1,-0.02032798003634347
week_9.hNbML5,0.039477177051285055
week_8.hOMTN,0.04599687443019445
week_6.hNProg,-0.01011817975684927
week_6.hOMTN,0.05245664950747802
week_11.hRgl3,0.016226548212878063
week_10.hEndo,0.04043500967012648
week_8.hProgFPM,-0.033066788571213306
week_8.hRN,-0.0011747819077209114
week_9.hOMTN,0.03251001322614926
week_10.hDA2,-0.03651434277744205
week_10.hRgl3,-0.0428848680225842
week_11.hOPC,-0.019798902882710637
week_11.hRgl2c,-0.09937218373502049
week_10.hNbM,0.03399911186438508
week_10.hDA1,0.0556771882418365
week_9.hProgBP,0.0050147570773134975
week_8.hProgM,-0.04507195062758535
week_10.hRgl2b,0.03803919883522585
week_7.hRgl2a,-0.02431737141573246
week_7.hOMTN,0.024434268127286114
week_7.Unk,-0.05418550690511873
week_10.hRgl1,-0.028412987139747162
week_7.hProgBP,-0.018386746049350176
week_10.hDA0,-0.01513317874638112
week_9.hNbGaba,0.0741563931528049
week_9.hDA0,0.07836131431682505
week_9.hDA1,0.10859538275003087
week_9.hNProg,-0.038317288525936
week_8.hProgFPL,0.028814322218068403
week_9.hRgl2a,-0.0022343486739181888
week_9.hDA2,-0.00990198729456908
week_6.hNbML1,-0.0252643923603749
week_9.hNbM,0.00044189850174385103
week_9.hNbML1,0.10361504136803143
week_6.hNbM,-0.04594899613794445
week_10.hGaba,0.0005365090406250494
dn.cls1,0.021646703151135243
dn.cls2,0.014043845128326038
