,GW16:Neurons,GW26:GABAergic neurons,GW23:GABAergic neurons,GW16:Stem cells,GW26:Neurons,GW10:Neurons,GW23:Neurons,GW10:Stem cells,GW16:GABAergic neurons,GW19:Neurons,GW26:OPC,GW26:Astrocytes,GW12:Neurons,GW09:Stem cells,GW26:Microglia,GW09:Neurons,GW23:OPC,GW19:GABAergic neurons,GW13:Neurons,GW08:Neurons,GW16:OPC,GW12:Stem cells,GW16:Microglia,GW23:Microglia
RHBDL1,16,37,4,2,13,2,0,4,1,0,8,8,1,0,1,1,1,0,0,0,0,0,1,0
RHBDL2,38,30,6,6,1,5,3,6,3,0,2,8,3,4,3,7,1,1,2,0,0,2,2,0
RHBDL3,37,22,8,13,4,9,2,24,5,2,7,7,3,5,2,3,3,0,0,1,1,2,0,1
RHBG,26,16,4,8,2,4,4,2,1,0,1,3,0,1,2,0,1,0,1,0,1,1,1,0
RHCE,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RHCG,17,20,4,7,5,0,2,2,4,0,3,6,1,1,1,0,2,1,0,0,0,0,0,0
RHD,40,46,6,12,16,6,2,3,3,3,8,10,2,0,8,0,1,0,1,1,0,0,1,0
RHEB,513,299,111,121,87,69,60,78,69,65,61,59,58,48,33,33,19,17,15,12,14,11,10,6
RHEBL1,8,9,3,5,0,0,2,7,1,0,2,1,0,2,0,2,1,0,0,0,0,0,0,0
RHNO1,368,181,62,99,40,48,31,55,44,30,39,37,26,34,19,22,14,11,5,9,6,6,6,4
RHO,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RHOA,510,298,108,118,95,78,65,78,70,71,65,60,52,45,38,32,25,16,15,14,14,12,10,8
RHOB,312,230,60,75,58,43,28,41,36,22,35,44,27,10,30,13,11,6,6,14,9,5,9,10
RHOBTB1,75,86,17,27,16,9,5,14,9,2,13,9,0,5,7,5,4,2,1,1,1,0,3,0
RHOBTB2,79,91,23,16,14,17,9,10,6,13,11,19,4,5,13,3,6,3,3,2,1,1,3,3
RHOBTB3,379,189,72,89,53,57,35,55,48,45,45,41,30,25,16,17,14,6,4,6,10,7,8,5
RHOC,154,197,51,69,52,19,25,34,20,25,55,49,10,12,26,9,14,8,11,6,8,4,7,6
RHOD,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
RHOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHOG,97,93,20,34,12,4,9,5,8,9,22,24,0,5,32,2,4,1,4,6,2,0,8,7
RHOH,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
RHOJ,100,62,6,44,15,7,7,9,10,9,14,30,1,1,9,0,6,3,0,0,3,2,3,1
RHOQ,138,88,17,43,14,18,7,22,15,13,19,19,2,5,17,1,6,2,0,3,4,0,5,4
RHOT1,251,158,30,55,37,21,19,35,27,25,30,31,16,12,23,12,6,7,5,5,6,1,6,4
RHOT2,332,216,76,85,57,49,40,59,39,33,40,47,22,26,19,12,15,6,3,11,9,7,6,7
RHOU,148,167,41,35,26,11,15,20,13,10,15,32,13,2,18,4,5,3,1,2,4,3,5,1
RHOV,20,51,17,5,7,1,9,3,2,5,5,5,4,0,3,1,1,0,1,1,0,2,2,0
RHOXF1,8,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RHOXF1-AS1,16,11,4,6,4,2,0,4,2,0,2,4,0,0,4,0,0,0,0,1,0,1,1,0
RHOXF1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHOXF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHOXF2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHPN1,76,69,6,36,11,13,6,17,4,5,13,19,0,9,5,1,4,1,2,4,1,0,3,0
RHPN1-AS1,1,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RHPN2,16,7,5,6,3,2,3,7,1,1,4,10,0,1,2,0,2,1,0,0,0,1,1,1
RIBC1,7,7,0,5,3,0,3,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
RIBC2,15,1,0,13,1,1,2,0,0,1,3,0,2,3,0,0,0,1,0,0,0,1,0,0
RIC1,88,52,14,24,11,9,8,15,12,10,8,14,5,2,5,1,1,0,0,1,3,0,3,0
RIC3,237,199,67,41,52,24,34,20,22,26,41,44,10,7,18,9,13,3,1,6,9,2,2,4
RIC8A,158,84,49,42,21,30,22,27,22,27,21,24,15,8,10,7,9,1,2,5,7,3,1,1
RIC8B,139,88,36,35,14,17,17,21,21,9,20,17,11,9,10,9,5,2,4,1,3,1,6,1
RICTOR,237,134,39,50,33,42,22,42,22,20,29,28,11,20,15,11,12,4,8,3,7,6,2,4
RIF1,305,205,97,86,52,52,41,62,41,46,39,36,21,28,22,17,13,11,7,7,8,10,8,7
RIIAD1,61,33,13,6,4,28,3,27,5,0,2,4,5,8,4,18,2,0,1,8,2,0,2,0
RILP,12,3,0,6,1,1,0,0,2,0,2,3,0,1,1,1,1,0,0,0,1,0,2,0
RILPL1,12,30,6,3,3,1,3,4,1,0,1,3,0,0,2,2,1,0,0,0,0,0,2,0
RILPL2,23,17,3,7,4,2,0,5,3,3,5,7,4,1,7,0,1,0,0,0,1,4,2,3
RIMBP2,177,172,54,38,36,1,21,11,21,24,18,30,0,0,16,0,5,5,0,0,2,2,2,2
RIMBP3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RIMBP3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIMBP3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIMKLA,146,165,54,40,24,17,13,17,20,5,21,27,10,3,17,5,5,4,1,0,1,2,2,2
RIMKLB,438,270,91,99,71,65,62,59,58,55,48,49,31,25,26,24,20,6,12,11,9,8,6,2
RIMS1,118,165,45,25,23,11,17,11,13,14,25,26,1,0,17,2,8,2,0,1,2,2,3,3
RIMS2,116,140,44,25,17,12,10,22,22,11,22,26,3,0,13,7,5,4,1,1,2,0,1,2
RIMS3,161,163,35,41,32,22,10,20,20,14,31,26,6,9,21,5,4,1,3,5,6,0,6,1
RIMS4,1,9,3,2,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
RIN1,10,19,4,2,1,2,0,1,2,2,3,5,0,0,2,0,1,0,0,0,0,0,1,0
RIN2,94,94,21,26,30,14,9,18,8,8,22,28,3,3,32,4,8,1,0,4,5,1,10,9
RIN3,8,18,3,0,2,0,0,0,0,0,4,2,0,0,16,1,0,0,0,0,0,0,4,1
RING1,158,109,36,33,31,13,21,29,14,12,19,18,9,11,12,10,4,1,1,5,4,5,4,3
RINL,62,36,9,15,8,6,6,12,8,11,2,9,7,5,6,3,2,0,1,0,1,2,1,2
RINT1,165,84,26,35,12,16,15,16,23,10,10,15,10,6,7,10,4,0,0,5,3,2,4,0
RIOK1,247,119,44,60,30,35,26,27,27,22,21,21,18,17,12,16,10,6,6,12,8,7,5,4
RIOK2,167,74,33,42,22,23,22,29,16,13,23,18,14,18,6,10,8,3,5,8,7,7,5,1
RIOK3,272,166,61,67,30,45,31,42,39,34,31,36,18,17,18,17,10,2,8,4,6,4,5,5
RIPK1,59,39,9,13,5,3,1,5,1,4,8,9,2,3,5,4,2,0,0,0,0,3,4,2
RIPK2,62,32,8,25,2,6,7,9,10,6,8,14,3,3,8,1,3,0,4,1,1,1,4,1
RIPK3,0,4,2,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
RIPK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RIPPLY1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPPLY2,120,68,23,27,26,9,22,9,15,19,15,8,17,1,4,3,6,5,2,2,4,3,1,0
RIPPLY3,25,21,5,3,4,2,3,5,4,1,3,2,2,0,0,1,0,0,1,0,0,1,2,0
RIT1,174,81,21,54,13,15,9,25,22,16,24,29,12,8,7,8,4,5,4,0,3,4,4,2
RIT2,105,166,24,28,31,6,21,4,13,8,36,41,1,0,18,1,9,2,3,0,9,0,2,3
RITA1,118,83,19,23,18,13,8,18,16,4,12,22,12,11,13,11,5,2,1,9,5,1,2,0
RLBP1,26,20,5,16,2,1,4,2,4,0,8,16,1,1,2,1,2,0,0,0,0,0,1,0
RLF,159,95,41,30,23,32,24,34,17,18,22,15,18,20,7,22,7,2,3,5,5,3,5,1
RLIM,277,167,47,69,39,50,12,49,34,25,26,30,16,18,20,20,13,3,5,5,5,4,5,5
RLN1,1,1,0,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RLN2,27,1,0,12,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0
RLN3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLTPR,28,43,5,4,2,1,1,1,1,2,5,4,1,0,2,0,0,0,0,0,0,0,0,1
RMDN1,184,97,32,65,25,23,16,39,27,22,23,19,12,18,13,16,10,2,4,3,3,5,5,4
RMDN2,31,30,6,12,8,1,2,2,4,2,5,6,0,0,2,0,0,0,0,0,1,0,1,0
RMDN2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMDN3,195,122,58,47,27,27,27,29,20,33,28,22,11,16,12,12,14,8,6,2,5,2,4,4
RMI1,181,69,31,57,10,23,13,44,25,13,14,15,18,19,6,5,6,5,5,2,4,10,4,1
RMI2,67,14,0,27,2,15,0,31,4,1,6,3,2,10,1,4,2,0,0,2,0,1,1,0
RMND1,165,81,30,37,25,23,16,26,21,16,20,20,12,17,7,13,6,2,8,9,6,3,2,1
RMND5A,244,156,52,61,33,38,19,47,30,26,38,28,29,28,19,22,12,4,7,7,6,4,4,5
RMND5B,225,94,35,49,21,27,15,37,29,30,22,21,10,15,12,14,7,4,3,6,6,4,3,2
RMRP,17,11,5,1,0,5,2,5,1,4,1,0,2,4,1,2,0,0,0,1,0,0,0,0
RMST,4,3,0,0,1,1,0,1,1,0,0,3,0,0,1,2,2,0,0,1,0,0,0,0
RNASE1,135,78,48,24,14,11,23,10,14,13,10,9,11,8,12,6,8,1,3,2,4,5,4,2
RNASE10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASE11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASE12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASE13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASE2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1
RNASE3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
RNASE4,49,32,8,30,9,0,6,9,6,7,13,13,2,1,5,3,2,1,0,1,3,4,1,1
RNASE6,33,29,10,10,10,0,1,0,1,0,3,7,0,2,22,1,2,0,0,2,3,0,8,8
RNASE7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASE8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASE9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASEH1,178,87,30,36,20,24,25,32,25,23,14,23,12,12,13,13,7,4,9,4,2,6,4,3
RNASEH1-AS1,121,68,15,29,20,16,12,32,8,23,7,15,24,11,5,5,7,3,2,4,2,7,3,0
RNASEH2A,328,122,41,95,29,47,22,71,34,35,37,25,27,43,15,19,9,7,9,13,9,8,7,1
RNASEH2B,315,165,62,97,48,39,30,61,42,28,39,27,39,26,25,13,8,8,10,3,9,10,7,1
RNASEH2B-AS1,0,1,2,3,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2
RNASEH2C,366,171,77,99,43,60,42,63,47,38,57,42,31,33,25,20,18,9,8,6,13,9,10,4
RNASEK,2,2,0,0,0,1,0,1,0,1,1,1,1,0,0,2,0,1,0,1,0,0,3,1
RNASEK-C17orf49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASEL,22,6,3,4,3,2,2,1,3,1,3,4,0,0,2,1,3,2,0,1,2,0,1,1
RNASET2,196,176,59,44,36,21,21,18,20,15,26,35,11,2,39,2,7,3,1,3,5,3,11,10
RND1,85,64,34,23,16,24,13,20,17,9,9,21,9,6,9,7,12,3,5,12,4,0,1,0
RND2,83,60,20,21,9,26,12,32,5,5,11,10,8,7,2,7,4,2,0,1,5,4,3,0
RND3,493,214,105,105,64,71,54,68,69,60,24,46,46,40,18,31,7,14,15,10,12,9,11,3
RNF10,402,262,110,99,62,67,64,63,56,59,52,51,43,26,30,29,18,11,9,14,9,10,8,7
RNF103,205,106,28,42,21,16,14,27,17,12,20,25,3,6,10,5,7,5,0,0,6,0,5,1
RNF103-CHMP3,4,2,4,1,2,0,1,4,2,1,2,1,0,1,1,1,1,0,0,0,1,0,0,0
RNF11,363,274,79,90,67,53,36,47,47,33,51,48,36,21,27,17,11,11,4,11,10,8,9,2
RNF111,193,124,45,47,26,29,11,30,26,17,21,25,8,1,9,8,5,3,3,2,3,4,5,1
RNF112,214,163,34,55,29,36,16,29,28,12,22,26,3,4,20,6,3,0,1,4,5,0,3,1
RNF113A,244,134,50,58,31,54,38,41,29,24,30,20,27,18,13,18,8,3,6,11,7,7,4,2
RNF113B,4,4,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RNF114,307,128,58,80,35,45,38,51,38,31,36,40,28,26,25,17,15,11,10,7,7,6,9,5
RNF115,183,120,38,39,25,16,16,25,31,22,26,24,13,13,11,10,3,5,6,3,5,3,5,3
RNF121,53,43,17,15,9,7,8,8,5,3,5,12,2,2,5,2,2,1,0,2,1,0,2,0
RNF122,114,39,22,30,11,23,9,14,8,13,6,6,5,11,6,15,1,1,4,8,5,0,1,0
RNF123,89,40,20,15,10,22,7,17,12,12,7,8,2,5,4,8,3,2,3,5,4,1,4,2
RNF125,48,44,11,9,2,4,2,8,3,3,8,3,2,1,7,1,7,0,0,1,3,0,5,3
RNF126,200,139,31,51,23,21,14,38,22,18,25,19,10,10,13,11,6,3,8,3,8,3,5,3
RNF126P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF128,5,5,2,0,1,3,1,1,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0
RNF13,178,154,67,57,38,36,31,33,26,26,47,39,13,13,30,11,18,7,8,6,10,5,8,9
RNF130,231,106,46,79,23,36,26,48,28,21,45,37,8,28,29,11,8,3,2,3,11,6,10,8
RNF133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RNF135,58,62,8,22,11,5,8,13,7,3,12,15,0,2,20,1,3,0,1,0,2,0,6,4
RNF138,347,173,57,94,52,40,36,45,46,41,34,33,42,32,22,17,17,7,10,11,9,9,5,7
RNF138P1,27,21,4,5,0,1,3,8,6,3,2,3,2,1,2,0,0,0,0,0,0,0,0,0
RNF139,172,89,14,49,26,16,10,16,22,14,17,25,7,5,16,5,1,2,2,2,3,1,3,3
RNF139-AS1,65,42,13,13,6,4,3,4,8,2,8,12,2,4,4,3,1,1,0,0,1,1,0,3
RNF14,239,130,51,55,28,36,32,21,21,32,21,23,27,10,15,14,10,4,2,3,3,3,4,3
RNF141,289,172,52,82,35,40,34,39,28,29,42,38,18,15,22,13,10,6,5,11,10,6,4,3
RNF144A,302,167,29,76,37,31,19,38,30,23,48,39,5,5,22,10,13,3,2,7,13,2,5,1
RNF144A-AS1,122,75,15,31,17,23,8,17,16,13,10,6,6,8,4,6,5,2,6,2,5,3,3,2
RNF144B,18,6,8,2,1,1,0,4,2,1,0,1,0,0,4,0,0,0,0,0,0,0,3,3
RNF145,333,203,76,83,41,45,34,54,39,41,36,42,22,20,30,15,11,4,3,7,8,7,8,9
RNF146,279,172,77,74,48,36,38,42,37,41,30,36,17,14,21,14,12,8,8,9,7,5,5,5
RNF148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF149,335,280,112,81,69,60,58,63,40,41,52,56,40,33,33,25,19,8,15,6,6,11,9,10
RNF150,115,83,23,24,9,7,9,15,14,12,7,16,6,0,8,3,2,4,1,0,0,0,3,0
RNF151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF152,2,4,2,1,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
RNF157,284,217,70,68,50,33,24,38,35,23,42,39,22,12,23,9,14,3,4,5,6,2,6,5
RNF157-AS1,15,2,1,5,0,3,0,4,2,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0
RNF165,330,206,72,68,56,39,48,36,40,28,21,26,25,20,22,16,9,2,6,2,7,7,7,5
RNF166,144,82,22,44,19,23,7,25,13,12,14,15,5,7,22,6,6,1,2,1,5,2,7,6
RNF167,303,203,65,85,54,50,58,49,35,48,47,45,24,35,23,23,17,10,10,9,7,7,5,4
RNF168,232,158,53,67,30,54,39,52,23,31,25,38,19,26,20,17,9,6,10,5,5,4,6,3
RNF169,31,38,9,10,5,5,7,4,1,3,7,6,3,3,4,1,1,0,0,0,0,0,0,1
RNF17,3,10,8,2,3,0,4,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1
RNF170,235,166,62,61,32,28,25,37,32,24,27,42,20,7,19,15,7,6,6,1,8,4,8,3
RNF175,191,128,22,49,27,17,15,26,25,7,25,19,10,17,10,8,4,1,3,5,7,2,3,1
RNF180,164,148,42,45,37,8,19,15,28,25,18,44,4,0,12,3,12,7,2,1,5,4,2,1
RNF181,472,261,100,108,74,80,53,75,58,62,54,53,45,41,33,34,15,16,16,14,12,12,10,8
RNF182,365,125,35,64,37,43,41,36,34,50,14,24,22,17,9,14,6,2,8,7,11,6,5,2
RNF183,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RNF185,183,97,42,47,25,33,29,34,20,23,27,24,25,7,12,16,11,4,6,5,8,6,3,3
RNF186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF187,411,297,81,97,81,55,29,65,52,44,50,51,18,11,31,15,14,12,2,8,11,6,8,6
RNF19A,176,146,62,46,30,21,24,24,21,17,25,36,16,8,20,8,9,7,6,4,3,4,3,0
RNF19B,100,90,17,18,14,8,8,14,12,3,12,24,6,4,11,3,5,0,0,4,1,2,3,2
RNF2,284,195,55,79,42,42,28,46,40,31,40,37,24,27,20,24,13,7,6,6,7,7,7,1
RNF20,258,146,62,67,31,44,34,51,31,28,20,25,22,18,21,16,11,7,6,7,8,5,9,5
RNF207,35,62,18,7,14,4,6,3,7,3,8,13,1,0,5,1,3,1,1,1,3,0,0,0
RNF208,121,146,18,23,23,14,7,28,6,13,17,21,4,2,12,2,4,3,3,6,4,0,4,0
RNF212,24,8,6,4,2,1,3,4,3,7,1,2,5,3,2,0,0,1,0,0,0,0,0,1
RNF212B,9,3,1,4,0,4,0,4,3,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0
RNF213,225,134,41,74,32,32,15,41,29,20,32,40,13,13,30,6,6,7,6,1,9,6,9,5
RNF214,147,87,34,39,23,25,14,27,19,17,17,25,9,17,10,7,5,3,3,5,1,4,3,1
RNF215,31,30,3,7,2,2,10,4,3,4,3,8,0,2,1,1,0,0,2,0,0,0,1,0
RNF216,246,142,54,62,34,42,30,51,25,35,35,30,12,18,15,14,9,9,8,7,7,4,3,2
RNF216-IT1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
RNF216P1,229,137,34,66,33,26,13,41,28,33,34,40,23,11,15,13,10,5,5,7,6,7,5,3
RNF217,16,32,10,7,6,2,1,5,5,0,3,7,1,3,3,3,1,0,2,0,3,0,2,2
RNF217-AS1,6,11,2,3,1,0,0,2,0,4,0,2,0,1,1,1,1,0,0,0,0,0,1,0
RNF219,279,150,60,64,31,33,35,32,34,38,28,22,20,13,15,10,7,11,6,6,6,3,5,2
RNF219-AS1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
RNF220,165,130,30,41,24,26,13,33,23,10,22,16,14,10,16,7,5,5,5,2,3,3,4,1
RNF222,21,12,9,3,4,3,2,3,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2
RNF223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF24,365,199,86,76,50,61,52,46,38,49,31,27,25,26,12,28,11,12,7,6,10,8,7,1
RNF25,147,74,27,37,13,19,22,16,20,10,14,13,7,10,7,6,4,2,2,5,0,2,4,2
RNF26,195,76,31,77,25,36,17,48,19,23,31,25,14,19,12,15,8,3,7,2,8,7,3,1
RNF31,112,68,8,25,11,7,6,12,12,2,13,16,3,4,8,4,2,0,1,1,3,0,2,1
RNF32,31,9,4,5,2,2,0,1,3,2,0,1,1,1,1,0,1,1,0,0,0,0,1,0
RNF34,276,145,44,74,41,37,33,42,43,32,31,29,19,15,18,19,8,6,6,8,8,8,2,4
RNF38,366,203,49,88,50,49,35,42,49,35,24,34,22,14,18,19,6,9,2,6,10,4,8,3
RNF39,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF4,302,161,35,81,39,34,21,32,30,26,31,34,14,13,19,7,8,4,8,9,8,4,7,3
RNF40,314,186,60,66,36,47,33,47,32,35,33,42,17,25,23,20,11,2,8,9,9,5,7,4
RNF41,287,178,62,76,45,50,33,44,37,30,31,38,29,22,18,20,8,6,7,10,7,10,7,4
RNF43,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RNF44,364,223,58,86,53,52,29,49,48,34,33,36,7,25,19,19,8,7,5,5,8,3,6,5
RNF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF5P1,30,9,4,13,2,9,7,6,2,3,2,3,1,3,3,2,2,0,0,0,0,2,1,0
RNF6,131,74,16,36,14,16,10,15,8,11,12,21,9,5,4,6,4,4,5,4,5,1,3,2
RNF7,462,257,82,113,60,65,53,65,58,57,54,53,39,36,31,27,16,8,11,10,11,8,10,6
RNF8,273,149,60,59,40,34,42,33,33,37,27,33,23,16,15,18,10,10,4,3,7,4,4,2
RNFT1,155,97,25,45,27,20,16,16,19,9,25,19,4,6,18,7,10,2,1,4,8,0,5,2
RNFT2,177,124,25,45,30,18,7,27,16,15,26,17,14,6,11,8,8,2,4,2,7,4,3,2
RNGTT,205,106,36,48,26,18,16,38,18,19,12,15,24,18,8,14,6,4,1,4,5,3,10,1
RNH1,445,225,86,107,68,57,46,60,54,53,48,48,43,40,25,28,15,8,11,12,12,12,9,7
RNLS,20,11,1,5,2,1,1,3,1,2,2,3,4,0,3,1,1,0,0,0,0,0,2,0
RNMT,336,221,89,84,51,55,34,58,49,49,37,32,44,19,19,17,14,13,6,11,10,6,8,9
RNMTL1,124,63,32,33,14,12,18,19,14,6,17,16,9,7,7,12,5,1,2,4,3,4,4,2
RNPC3,258,168,60,70,44,29,33,38,37,38,34,39,18,11,17,12,12,7,3,5,4,4,8,3
RNPEP,163,86,17,32,13,11,10,16,19,14,16,11,9,4,18,6,2,2,1,0,3,3,6,2
RNPEPL1,94,131,25,28,24,11,7,25,17,4,22,30,8,6,21,2,6,1,0,1,4,1,4,0
RNPS1,511,329,128,121,98,83,79,79,70,69,62,57,56,45,32,35,22,16,15,14,13,12,10,9
RNU1-13P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU11,15,5,1,0,2,9,1,13,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0
RNU12,1,0,0,0,2,0,1,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
RNU4ATAC,8,9,2,1,1,1,0,2,0,1,3,2,1,0,10,0,1,0,1,0,0,1,3,3
RNU5D-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU5E-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU5F-1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-16P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-19P,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RNU6-2,228,149,57,52,38,52,32,55,30,26,21,35,28,24,15,22,14,6,6,7,6,7,6,3
RNU6-28P,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
RNU6-31P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-33P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-34P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-35P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-48P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-52P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-53P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RNU6-57P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-64P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-66P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-67P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-69P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-71P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-72P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-76P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-78P,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-79P,6,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-81P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
