,0
GW16.Neurons,0.030106747079716275
GW26.GABAergic.neurons,0.16416658758260125
GW23.GABAergic.neurons,0.014726069978170147
GW16.Stem.cells,0.2185715071598473
GW26.Neurons,-0.16758631970580104
GW10.Neurons,0.011855592803178607
GW23.Neurons,0.05075069274292324
GW10.Stem.cells,0.0403408737901952
GW16.GABAergic.neurons,0.01644349222163397
GW19.Neurons,0.009954435908564286
GW26.OPC,-0.029289892200849686
GW26.Astrocytes,0.05129614711994425
GW12.Neurons,-0.07751617252813826
GW09.Stem.cells,-0.03312749116444016
GW26.Microglia,-0.014023628291637773
GW09.Neurons,-0.0653483321783266
GW23.OPC,0.008414410986219065
GW19.GABAergic.neurons,-0.07871168187456479
GW13.Neurons,-0.09615825597466691
GW08.Neurons,-0.13768853114544433
GW16.OPC,0.06988322303860457
GW12.Stem.cells,0.04165906480459737
GW16.Microglia,-0.07268251273512558
GW23.Microglia,-0.052334876851863686
week_10.hPeric,0.04475461125716934
week_10.hRgl2a,-0.047489685261139745
week_11.hRgl2a,-0.02634806367149417
week_10.Unk,-0.051071151359014653
week_11.hPeric,-0.019726652694398647
week_9.Unk,-0.028460147468436288
week_6.hProgFPM,0.034385855459951264
week_8.Unk,-0.053019665028640785
week_11.hRgl2b,-0.05176547081640522
week_9.hGaba,0.08896231008856231
week_6.hProgBP,-0.02748324119834181
week_8.hNbM,-0.06201256964184377
week_8.hNProg,-0.044083970763106606
week_11.hEndo,-0.01215757637550533
week_11.Unk,-0.09356782227738268
week_6.hProgM,0.021331166558003354
week_6.hProgFPL,0.0680678565707297
week_6.Unk,-0.026411620354123647
week_8.hProgBP,0.02687211338663477
week_8.hNbML1,-0.00835101351235828
week_9.hNbML5,0.03995781657149209
week_8.hOMTN,0.0320189402017012
week_6.hNProg,-0.006774751129912932
week_6.hOMTN,0.04123209675123441
week_11.hRgl3,0.022983461274133143
week_10.hEndo,0.03571333162116188
week_8.hProgFPM,-0.03747928325036169
week_8.hRN,-0.007359256120133446
week_9.hOMTN,0.030860768167159512
week_10.hDA2,-0.026227013209579125
week_10.hRgl3,-0.03407062910451228
week_11.hOPC,-0.0166643790587436
week_11.hRgl2c,-0.10241553725324701
week_10.hNbM,0.01804166866957054
week_10.hDA1,0.0440383185509702
week_9.hProgBP,0.0007420663540528391
week_8.hProgM,-0.049282930233858865
week_10.hRgl2b,0.04334735518066432
week_7.hRgl2a,-0.021583735700503055
week_7.hOMTN,0.01834680626159046
week_7.Unk,-0.04178600724848196
week_10.hRgl1,-0.03480275647456564
week_7.hProgBP,-0.018434108984700995
week_10.hDA0,-0.004079248901107988
week_9.hNbGaba,0.07301339543859234
week_9.hDA0,0.06916700014680403
week_9.hDA1,0.11293424111586997
week_9.hNProg,-0.04275125150203854
week_8.hProgFPL,0.014390054128494886
week_9.hRgl2a,0.0018708933724052924
week_9.hDA2,-0.01441772331770953
week_6.hNbML1,-0.021122376782819346
week_9.hNbM,-0.001506925307775652
week_9.hNbML1,0.08964814878361343
week_6.hNbM,-0.04349614084820107
week_10.hGaba,0.0011601624929774908
dn.cls1,0.02276380384707597
dn.cls2,0.01154877615447531
