,0,1
SCN2A,1.0136465,1.1460834
CHD8,1.0136465,1.1460834
ADNP,1.0136465,1.1460834
SHANK3,1.0136465,1.1460834
PTEN,1.0136465,1.1460834
SYNGAP1,1.0136465,1.1460834
MECP2,1.0136465,1.1460834
KDM5B,1.0136465,1.1460834
FOXP1,1.0136465,1.1460834
ARID1B,1.0136465,1.1460834
POGZ,1.0136465,1.1460834
ASH1L,1.0136465,1.1460834
KMT5B,1.0136465,1.1460834
SLC6A1,1.0136465,1.1460834
GIGYF1,1.0136465,1.1460834
DYRK1A,1.0136465,1.1460834
CHD2,1.0136465,1.1460834
ASXL3,1.0136465,1.1460834
TAOK1,1.0136465,1.1460834
DNMT3A,1.0136465,1.1460834
GRIN2B,1.0136465,1.1460834
BRSK2,1.0136465,1.1460834
KMT2A,1.0136465,1.1460834
NF1,1.0136465,1.1460834
STXBP1,1.0136465,1.1460834
CUL3,1.0136465,1.1460834
MED13L,1.0136465,1.1460834
ANK2,1.0136465,1.1460834
MYT1L,1.0136465,1.1460834
RORB,1.0136465,1.1460834
TBL1XR1,1.0136465,1.1460834
TBR1,1.0136465,1.1460834
DYNC1H1,1.0136465,1.1460834
WAC,1.0136465,1.1460834
PHF21A,1.0136465,1.1460834
KDM6B,1.0136465,1.1460834
DDX3X,1.0136465,1.1460834
CTNNB1,1.0136465,1.1460834
MED13,1.0136465,1.1460834
ANKRD11,1.0136465,1.1460834
CTCF,1.0136465,1.1460834
RFX3,1.0136465,1.1460834
ARHGEF9,1.0136465,1.1460834
SHANK2,1.0136465,1.1460834
DEAF1,1.0136465,1.1460834
SMARCC2,1.0136465,1.1460834
TLK2,1.0136465,1.1460834
TCF20,1.0136465,1.1460834
CNOT3,1.0136465,1.1460834
SYNCRIP,1.0136465,1.1460834
SETD5,1.0136465,1.1460834
NAA15,1.0136465,1.1460834
SCN1A,1.0136465,1.1460834
EHMT1,1.0136465,1.1460834
TCF4,1.0136465,1.1460834
SRPRA,1.0136465,1.1460834
MARK2,1.0136465,1.1460834
KMT2C,1.0136465,1.1460834
MBD5,1.0136465,1.1460834
NRXN1,1.0136465,1.1460834
IRF2BPL,1.0136465,1.1460834
PHIP,1.0136465,1.1460834
NFE2L3,1.0136465,1.1460834
SKI,1.0136465,1.1460834
PSMD12,1.0136465,1.1460834
KCNB1,1.0136465,1.1460834
CSDE1,1.0136465,1.1460834
TSC1,1.0136465,1.1460834
DMWD,1.0136465,1.1460834
CLCN4,1.0136465,1.1460834
MEIS2,1.0136465,1.1460834
PBX1,1.0136465,1.1460834
HNRNPD,1.0136465,1.1460834
BCL11A,1.0136465,1.1460834
TCF7L2,1.0136465,1.1460834
WDFY3,1.0136465,1.1460834
PHF3,1.0136465,1.1460834
SETBP1,1.0136465,1.1460834
TGM1,1.0136465,1.1460834
EBF3,1.0136465,1.1460834
PPP2R5D,1.0136465,1.1460834
TAF4,1.0136465,1.1460834
KCNQ2,1.0136465,1.1460834
CAPRIN1,1.0136465,1.1460834
DSCAM,1.0136465,1.1460834
GABBR2,1.0136465,1.1460834
PRKG2,1.0136465,1.1460834
UBN2,1.0136465,1.1460834
MEF2C,1.0136465,1.1460834
TRIP12,1.0136465,1.1460834
EP300,1.0136465,1.1460834
NR3C2,1.0136465,1.1460834
ARHGEF18,1.0136465,1.1460834
TNPO3,1.0136465,1.1460834
SMAD6,1.0136465,1.1460834
AMOT,1.0136465,1.1460834
AUTS2,1.0136465,1.1460834
NCKAP1,1.0136465,1.1460834
DLG4,1.0136465,1.1460834
ECPAS,1.0136465,1.1460834
PRKAR1B,1.0136465,1.1460834
FUBP3,1.0136465,1.1460834
GRIA2,1.0136465,1.1460834
CCDC40,1.0136465,1.1460834
GABRA1,1.0136465,1.1460834
