,0,1,2,3,4,5,6,7
SCN2A,0.27050588,0.5190731,1.1350484,0.6575998,0.49163532,0.60734874,0.8349236,0.83338857
CHD8,0.2409396,0.63156116,1.2070441,0.8359352,0.47960305,0.71559167,0.73860294,0.60875803
ADNP,0.24291825,0.6173604,1.0767814,0.7346355,0.47676092,0.6952411,0.73471653,0.77546036
SHANK3,0.32430318,0.67067456,1.4153774,0.8574387,0.4355209,0.71779597,0.72393227,0.59128934
PTEN,0.2813612,0.61523056,1.1111878,0.74883604,0.49686998,0.6681852,0.73544186,0.693881
SYNGAP1,0.30528206,0.7013594,1.5060394,1.0323789,0.4509729,0.7185765,0.7850343,0.53832495
MECP2,0.28887,0.69472265,1.4054381,0.90321857,0.44297895,0.7059516,0.6861768,0.651405
KDM5B,0.29280442,0.6182009,1.1227407,0.7319689,0.49507388,0.7640469,0.73633564,0.7556304
FOXP1,0.2202246,0.57568246,1.1128647,0.8079514,0.4344603,0.7275123,0.7174409,0.76049685
ARID1B,0.24724104,0.5730008,1.2352111,0.74105716,0.49195397,0.6964864,0.68624717,0.79730207
POGZ,0.25479573,0.58100504,1.1754102,0.74803853,0.4683147,0.6806203,0.7404458,0.73645455
ASH1L,0.25330928,0.66785055,1.1739812,0.7703929,0.45248073,0.7453591,0.6751884,0.7419544
KMT5B,0.229798,0.5816096,1.0814073,0.7322073,0.44152826,0.6884916,0.6752291,0.74565244
SLC6A1,0.23697506,0.66596884,1.0587432,0.78070813,0.39863694,0.6119919,0.60723424,0.7230524
GIGYF1,0.24677376,0.57994986,1.2262114,0.85695255,0.427128,0.73959494,0.6267601,0.6478558
DYRK1A,0.24551761,0.5905373,1.1905272,0.80224854,0.40445727,0.7776324,0.6444393,0.7255706
CHD2,0.24457295,0.61312294,1.2639625,0.7804747,0.4930993,0.7272325,0.7478785,0.6986465
ASXL3,0.33836892,0.6291473,1.0661377,0.72454405,0.4969951,0.6738892,0.7977928,0.75731385
TAOK1,0.23919518,0.6559398,1.0798869,0.7928825,0.44861913,0.7632073,0.66707796,0.79353726
DNMT3A,0.26300573,0.62577593,1.3262699,0.864404,0.50941336,0.6741455,0.8296912,0.6565398
GRIN2B,0.39923063,0.75177896,1.5534674,1.0054873,0.48537496,0.6449518,0.8043535,0.5204446
BRSK2,0.28285,0.51873404,1.3372663,0.7610303,0.46391916,0.6210989,0.8762969,0.5662521
KMT2A,0.24830963,0.5962497,1.0697484,0.6765565,0.49359775,0.7370198,0.7323006,0.75792867
NF1,0.25222126,0.6216569,1.3182997,0.8230458,0.4785027,0.722597,0.72852093,0.66927135
STXBP1,0.2803729,0.64063305,1.145797,0.78239244,0.4526406,0.78713953,0.6744067,0.7374294
CUL3,0.2559392,0.5787108,1.2188008,0.7875464,0.45779043,0.6337048,0.806836,0.6620883
MED13L,0.25240085,0.5533913,1.2653074,0.830036,0.46690643,0.7144438,0.70187604,0.7275864
ANK2,0.26364377,0.5662683,0.97434056,0.68339074,0.47200727,0.789964,0.6237929,0.7897948
MYT1L,0.24754497,0.5341992,1.0386634,0.65105045,0.491992,0.7327795,0.73109823,0.8137424
RORB,0.3393872,0.671012,1.3621008,1.0520811,0.45637614,0.7578225,0.7620633,0.58543533
TBL1XR1,0.23722714,0.57563615,1.2050616,0.75165194,0.48897925,0.69970053,0.7371636,0.757081
TBR1,0.48979393,0.89967155,1.6552212,1.077192,0.55182165,0.6691962,0.8781061,0.5953284
DYNC1H1,0.23928837,0.62844425,1.0454832,0.6995921,0.48892593,0.7639917,0.6907547,0.7629402
WAC,0.22331697,0.6482076,1.055973,0.7423529,0.46051705,0.76438576,0.6857802,0.7664725
PHF21A,0.2666272,0.7006903,1.3053262,0.81270736,0.43364596,0.73807466,0.6025699,0.61255366
KDM6B,0.28811818,0.63878053,1.2316968,0.7933825,0.46496087,0.6995379,0.82160115,0.6609622
DDX3X,0.23138595,0.60425436,1.124006,0.7640195,0.46494538,0.73149717,0.7315608,0.71529835
