,0,1
SCN2A,1.0783633,1.1509943
CHD8,1.0783633,1.1509943
ADNP,1.0783633,1.1509943
SHANK3,1.0783633,1.1509943
PTEN,1.0783633,1.1509943
SYNGAP1,1.0783633,1.1509943
MECP2,1.0783633,1.1509943
KDM5B,1.0783633,1.1509943
FOXP1,1.0783633,1.1509943
ARID1B,1.0783633,1.1509943
POGZ,1.0783633,1.1509943
ASH1L,1.0783633,1.1509943
KMT5B,1.0783633,1.1509943
SLC6A1,1.0783633,1.1509943
GIGYF1,1.0783633,1.1509943
DYRK1A,1.0783633,1.1509943
CHD2,1.0783633,1.1509943
ASXL3,1.0783633,1.1509943
TAOK1,1.0783633,1.1509943
DNMT3A,1.0783633,1.1509943
GRIN2B,1.0783633,1.1509943
BRSK2,1.0783633,1.1509943
KMT2A,1.0783633,1.1509943
NF1,1.0783633,1.1509943
STXBP1,1.0783633,1.1509943
CUL3,1.0783633,1.1509943
MED13L,1.0783633,1.1509943
ANK2,1.0783633,1.1509943
MYT1L,1.0783633,1.1509943
RORB,1.0783633,1.1509943
TBL1XR1,1.0783633,1.1509943
TBR1,1.0783633,1.1509943
DYNC1H1,1.0783633,1.1509943
WAC,1.0783633,1.1509943
PHF21A,1.0783633,1.1509943
KDM6B,1.0783633,1.1509943
DDX3X,1.0783633,1.1509943
CTNNB1,1.0783633,1.1509943
MED13,1.0783633,1.1509943
ANKRD11,1.0783633,1.1509943
CTCF,1.0783633,1.1509943
RFX3,1.0783633,1.1509943
ARHGEF9,1.0783633,1.1509943
SHANK2,1.0783633,1.1509943
DEAF1,1.0783633,1.1509943
SMARCC2,1.0783633,1.1509943
TLK2,1.0783633,1.1509943
TCF20,1.0783633,1.1509943
CNOT3,1.0783633,1.1509943
SYNCRIP,1.0783633,1.1509943
SETD5,1.0783633,1.1509943
NAA15,1.0783633,1.1509943
SCN1A,1.0783633,1.1509943
EHMT1,1.0783633,1.1509943
TCF4,1.0783633,1.1509943
SRPRA,1.0783633,1.1509943
MARK2,1.0783633,1.1509943
KMT2C,1.0783633,1.1509943
MBD5,1.0783633,1.1509943
NRXN1,1.0783633,1.1509943
IRF2BPL,1.0783633,1.1509943
PHIP,1.0783633,1.1509943
NFE2L3,1.0783633,1.1509943
SKI,1.0783633,1.1509943
PSMD12,1.0783633,1.1509943
KCNB1,1.0783633,1.1509943
CSDE1,1.0783633,1.1509943
TSC1,1.0783633,1.1509943
DMWD,1.0783633,1.1509943
CLCN4,1.0783633,1.1509943
MEIS2,1.0783633,1.1509943
PBX1,1.0783633,1.1509943
HNRNPD,1.0783633,1.1509943
BCL11A,1.0783633,1.1509943
TCF7L2,1.0783633,1.1509943
WDFY3,1.0783633,1.1509943
PHF3,1.0783633,1.1509943
SETBP1,1.0783633,1.1509943
TGM1,1.0783633,1.1509943
EBF3,1.0783633,1.1509943
PPP2R5D,1.0783633,1.1509943
TAF4,1.0783633,1.1509943
KCNQ2,1.0783633,1.1509943
CAPRIN1,1.0783633,1.1509943
DSCAM,1.0783633,1.1509943
GABBR2,1.0783633,1.1509943
PRKG2,1.0783633,1.1509943
UBN2,1.0783633,1.1509943
MEF2C,1.0783633,1.1509943
TRIP12,1.0783633,1.1509943
EP300,1.0783633,1.1509943
NR3C2,1.0783633,1.1509943
ARHGEF18,1.0783633,1.1509943
TNPO3,1.0783633,1.1509943
SMAD6,1.0783633,1.1509943
AMOT,1.0783633,1.1509943
AUTS2,1.0783633,1.1509943
NCKAP1,1.0783633,1.1509943
DLG4,1.0783633,1.1509943
ECPAS,1.0783633,1.1509943
PRKAR1B,1.0783633,1.1509943
FUBP3,1.0783633,1.1509943
GRIA2,1.0783633,1.1509943
CCDC40,1.0783633,1.1509943
GABRA1,1.0783633,1.1509943
TSC2,1.0783633,1.1509943
C1orf185,1.0783633,1.1509943
METTL23,1.0783633,1.1509943
HNRNPUL2,1.0783633,1.1509943
PAX5,1.0783633,1.1509943
ATF4,1.0783633,1.1509943
RERE,1.0783633,1.1509943
DHFR2,1.0783633,1.1509943
TMC4,1.0783633,1.1509943
FXYD5,1.0783633,1.1509943
EBAG9,1.0783633,1.1509943
ITGB5,1.0783633,1.1509943
INTS2,1.0783633,1.1509943
RAI1,1.0783633,1.1509943
FOXG1,1.0783633,1.1509943
PLEKHG6,1.0783633,1.1509943
MAVS,1.0783633,1.1509943
C1QC,1.0783633,1.1509943
TMEM116,1.0783633,1.1509943
SIN3A,1.0783633,1.1509943
ANP32A,1.0783633,1.1509943
PRR14L,1.0783633,1.1509943
CSNK2B,1.0783633,1.1509943
PMM2,1.0783633,1.1509943
PFN2,1.0783633,1.1509943
LMTK3,1.0783633,1.1509943
SPRY2,1.0783633,1.1509943
CMPK2,1.0783633,1.1509943
IQSEC2,1.0783633,1.1509943
RIPK1,1.0783633,1.1509943
TPK1,1.0783633,1.1509943
CASZ1,1.0783633,1.1509943
ZBTB45,1.0783633,1.1509943
NUDT17,1.0783633,1.1509943
FANCE,1.0783633,1.1509943
ZNF396,1.0783633,1.1509943
NR4A2,1.0783633,1.1509943
TBCEL,1.0783633,1.1509943
ADAM21,1.0783633,1.1509943
TCF3,1.0783633,1.1509943
AAAS,1.0783633,1.1509943
CELF6,1.0783633,1.1509943
INSC,1.0783633,1.1509943
ZMYND8,1.0783633,1.1509943
CLTC,1.0783633,1.1509943
TCHHL1,1.0783633,1.1509943
CTDSPL2,1.0783633,1.1509943
ZNF292,1.0783633,1.1509943
KCNQ3,1.0783633,1.1509943
RALGAPB,1.0783633,1.1509943
SRCAP,1.0783633,1.1509943
RAB11FIP4,1.0783633,1.1509943
ZNF865,1.0783633,1.1509943
CASKIN1,1.0783633,1.1509943
RANBP17,1.0783633,1.1509943
FBN1,1.0783633,1.1509943
ACTB,1.0783633,1.1509943
CNNM2,1.0783633,1.1509943
TSHZ1,1.0783633,1.1509943
UPF3B,1.0783633,1.1509943
PHF2,1.0783633,1.1509943
FMR1,1.0783633,1.1509943
MIB1,1.0783633,1.1509943
FADS1,1.0783633,1.1509943
FRMD7,1.0783633,1.1509943
LDB1,1.0783633,1.1509943
PCDH19,1.0783633,1.1509943
EIF3G,1.0783633,1.1509943
MYO1E,1.0783633,1.1509943
ZFAND5,1.0783633,1.1509943
CFAP410,1.0783633,1.1509943
BICRA,1.0783633,1.1509943
MYBL2,1.0783633,1.1509943
KIAA1958,1.0783633,1.1509943
GABRG2,1.0783633,1.1509943
SKIDA1,1.0783633,1.1509943
PSMA3,1.0783633,1.1509943
TTC37,1.0783633,1.1509943
PCYT1A,1.0783633,1.1509943
AP1G1,1.0783633,1.1509943
FEZF2,1.0783633,1.1509943
FGF19,1.0783633,1.1509943
MSL3,1.0783633,1.1509943
SON,1.0783633,1.1509943
DNAJC5,1.0783633,1.1509943
FBXO22,1.0783633,1.1509943
TNFRSF8,1.0783633,1.1509943
HDAC11,1.0783633,1.1509943
SSR2,1.0783633,1.1509943
ACTG1,1.0783633,1.1509943
PNN,1.0783633,1.1509943
RUNX1T1,1.0783633,1.1509943
APBB1,1.0783633,1.1509943
CERS4,1.0783633,1.1509943
CELF4,1.0783633,1.1509943
ZBTB14,1.0783633,1.1509943
ATAT1,1.0783633,1.1509943
RBBP5,1.0783633,1.1509943
G3BP1,1.0783633,1.1509943
WNT7B,1.0783633,1.1509943
BDP1,1.0783633,1.1509943
RNF217,1.0783633,1.1509943
CBX4,1.0783633,1.1509943
NME8,1.0783633,1.1509943
DCUN1D3,1.0783633,1.1509943
ENC1,1.0783633,1.1509943
UBB,1.0783633,1.1509943
NEO1,1.0783633,1.1509943
SLC4A10,1.0783633,1.1509943
BRF2,1.0783633,1.1509943
PSMD11,1.0783633,1.1509943
NR2F1,1.0783633,1.1509943
CASK,1.0783633,1.1509943
SARM1,1.0783633,1.1509943
TPST2,1.0783633,1.1509943
FPGS,1.0783633,1.1509943
QRICH1,1.0783633,1.1509943
LRP10,1.0783633,1.1509943
CD101,1.0783633,1.1509943
INTS7,1.0783633,1.1509943
SMAD4,1.0783633,1.1509943
STARD10,1.0783633,1.1509943
CNTNAP3,1.0783633,1.1509943
DHX37,1.0783633,1.1509943
GABRB3,1.0783633,1.1509943
NDNF,1.0783633,1.1509943
FARP2,1.0783633,1.1509943
SLF1,1.0783633,1.1509943
HDAC4,1.0783633,1.1509943
CNGB3,1.0783633,1.1509943
PCDHGA8,1.0783633,1.1509943
TSPAN4,1.0783633,1.1509943
FUK,1.0783633,1.1509943
SULT1A1,1.0783633,1.1509943
NTS,1.0783633,1.1509943
MAN1A1,1.0783633,1.1509943
FAM57B,1.0783633,1.1509943
RFX8,1.0783633,1.1509943
NACC1,1.0783633,1.1509943
ZSWIM4,1.0783633,1.1509943
PPCS,1.0783633,1.1509943
SUSD4,1.0783633,1.1509943
TMEM165,1.0783633,1.1509943
RIMBP2,1.0783633,1.1509943
PSMD6,1.0783633,1.1509943
ITPKA,1.0783633,1.1509943
MSL2,1.0783633,1.1509943
RNF146,1.0783633,1.1509943
NSD2,1.0783633,1.1509943
SOX11,1.0783633,1.1509943
SLC34A1,1.0783633,1.1509943
ADPGK,1.0783633,1.1509943
TCERG1,1.0783633,1.1509943
ZBTB18,1.0783633,1.1509943
TAF6,1.0783633,1.1509943
BCL11B,1.0783633,1.1509943
PPM1M,1.0783633,1.1509943
PUF60,1.0783633,1.1509943
CUX2,1.0783633,1.1509943
GPC5,1.0783633,1.1509943
SERPINI1,1.0783633,1.1509943
SATB2,1.0783633,1.1509943
CRISPLD1,1.0783633,1.1509943
ZMYM2,1.0783633,1.1509943
DBF4,1.0783633,1.1509943
ZMYND11,1.0783633,1.1509943
TNFAIP8L3,1.0783633,1.1509943
PCDHGA12,1.0783633,1.1509943
ARHGEF2,1.0783633,1.1509943
CFAP70,1.0783633,1.1509943
HPS6,1.0783633,1.1509943
JARID2,1.0783633,1.1509943
SNCA,1.0783633,1.1509943
KDM6A,1.0783633,1.1509943
ASB14,1.0783633,1.1509943
CALU,1.0783633,1.1509943
HNRNPL,1.0783633,1.1509943
KLHL25,1.0783633,1.1509943
AHDC1,1.0783633,1.1509943
CTR9,1.0783633,1.1509943
B9D1,1.0783633,1.1509943
SPAST,1.0783633,1.1509943
EIF4G2,1.0783633,1.1509943
LRRFIP1,1.0783633,1.1509943
TUBB2A,1.0783633,1.1509943
GGNBP2,1.0783633,1.1509943
ARHGAP44,1.0783633,1.1509943
CARD14,1.0783633,1.1509943
CIC,1.0783633,1.1509943
DIP2C,1.0783633,1.1509943
RIPOR3,1.0783633,1.1509943
CCNT2,1.0783633,1.1509943
ZC3H14,1.0783633,1.1509943
PER2,1.0783633,1.1509943
DCAF7,1.0783633,1.1509943
MAP2K7,1.0783633,1.1509943
AMOTL1,1.0783633,1.1509943
HBD,1.0783633,1.1509943
PSMC5,1.0783633,1.1509943
FOXP2,1.0783633,1.1509943
DACT1,1.0783633,1.1509943
PAPOLG,1.0783633,1.1509943
FBXW5,1.0783633,1.1509943
POTEH,1.0783633,1.1509943
CTB-186H2.3,1.0783633,1.1509943
FLJ00273,1.0783633,1.1509943
CD93,1.0783633,1.1509943
MFHAS1,1.0783633,1.1509943
BTRC,1.0783633,1.1509943
FBH1,1.0783633,1.1509943
ANO9,1.0783633,1.1509943
SETD1A,1.0783633,1.1509943
WNT9B,1.0783633,1.1509943
LRRC4,1.0783633,1.1509943
NPIPB5,1.0783633,1.1509943
ZNF462,1.0783633,1.1509943
ZMAT5,1.0783633,1.1509943
TLE3,1.0783633,1.1509943
CYP17A1,1.0783633,1.1509943
EFR3A,1.0783633,1.1509943
ULK1,1.0783633,1.1509943
S100G,1.0783633,1.1509943
TRERF1,1.0783633,1.1509943
IFRD2,1.0783633,1.1509943
EIF2A,1.0783633,1.1509943
MOB4,1.0783633,1.1509943
ANKS4B,1.0783633,1.1509943
FAM72A,1.0783633,1.1509943
PARN,1.0783633,1.1509943
GSTM1,1.0783633,1.1509943
DNTT,1.0783633,1.1509943
SNTA1,1.0783633,1.1509943
KRTAP2-2,1.0783633,1.1509943
HECTD4,1.0783633,1.1509943
DEFB128,1.0783633,1.1509943
TGM6,1.0783633,1.1509943
NBPF12,1.0783633,1.1509943
KLHDC10,1.0783633,1.1509943
HTN1,1.0783633,1.1509943
SLC28A1,1.0783633,1.1509943
KATNAL2,1.0783633,1.1509943
ING1,1.0783633,1.1509943
MGRN1,1.0783633,1.1509943
SLC25A46,1.0783633,1.1509943
CHN2,1.0783633,1.1509943
C19orf33,1.0783633,1.1509943
WWC2,1.0783633,1.1509943
TOP3B,1.0783633,1.1509943
PRR12,1.0783633,1.1509943
TTC12,1.0783633,1.1509943
KCNT1,1.0783633,1.1509943
MCPH1,1.0783633,1.1509943
GSS,1.0783633,1.1509943
MOGS,1.0783633,1.1509943
PRAMEF10,1.0783633,1.1509943
HMGN2,1.0783633,1.1509943
KRTAP5-2,1.0783633,1.1509943
EIF2AK1,1.0783633,1.1509943
PPP1R17,1.0783633,1.1509943
ERI1,1.0783633,1.1509943
NRG4,1.0783633,1.1509943
EMSY,1.0783633,1.1509943
TCEAL1,1.0783633,1.1509943
MBNL1,1.0783633,1.1509943
KIAA0232,1.0783633,1.1509943
DUS1L,1.0783633,1.1509943
TMEM140,1.0783633,1.1509943
GRIN1,1.0783633,1.1509943
SLC16A1,1.0783633,1.1509943
IFNA5,1.0783633,1.1509943
HIST1H1A,1.0783633,1.1509943
TCF24,1.0783633,1.1509943
RYBP,1.0783633,1.1509943
HIST1H2BK,1.0783633,1.1509943
RPS6KA3,1.0783633,1.1509943
HIST1H1E,1.0783633,1.1509943
MYH2,1.0783633,1.1509943
TOMM7,1.0783633,1.1509943
TMEM14C,1.0783633,1.1509943
RIPPLY1,1.0783633,1.1509943
SMIM15,1.0783633,1.1509943
TPBGL,1.0783633,1.1509943
BDKRB2,1.0783633,1.1509943
NRSN2,1.0783633,1.1509943
IFITM1,1.0783633,1.1509943
ARF1,1.0783633,1.1509943
MSH2,1.0783633,1.1509943
SCNN1D,1.0783633,1.1509943
RAC3,1.0783633,1.1509943
RPS12,1.0783633,1.1509943
SMIM22,1.0783633,1.1509943
NBPF20,1.0783633,1.1509943
ZNF71,1.0783633,1.1509943
EFCAB9,1.0783633,1.1509943
C2orf72,1.0783633,1.1509943
