"","GW16.Neurons","GW26.GABAergic.neurons","GW23.GABAergic.neurons","GW16.Stem.cells","GW26.Neurons","GW10.Neurons","GW23.Neurons","GW10.Stem.cells","GW16.GABAergic.neurons","GW19.Neurons","GW26.OPC","GW26.Astrocytes","GW12.Neurons","GW09.Stem.cells","GW26.Microglia","GW09.Neurons","GW23.OPC","GW19.GABAergic.neurons","GW13.Neurons","GW08.Neurons","GW16.OPC","GW12.Stem.cells","GW16.Microglia","GW23.Microglia","week_10.hPeric","week_10.hRgl2a","week_11.hRgl2a","week_10.Unk","week_11.hPeric","week_9.Unk","week_6.hProgFPM","week_8.Unk","week_11.hRgl2b","week_9.hGaba","week_6.hProgBP","week_8.hNbM","week_8.hNProg","week_11.hEndo","week_11.Unk","week_6.hProgM","week_6.hProgFPL","week_6.Unk","week_8.hProgBP","week_8.hNbML1","week_9.hNbML5","week_8.hOMTN","week_6.hNProg","week_6.hOMTN","week_11.hRgl3","week_10.hEndo","week_8.hProgFPM","week_8.hRN","week_9.hOMTN","week_10.hDA2","week_10.hRgl3","week_11.hOPC","week_11.hRgl2c","week_10.hNbM","week_10.hDA1","week_9.hProgBP","week_8.hProgM","week_10.hRgl2b","week_7.hRgl2a","week_7.hOMTN","week_7.Unk","week_10.hRgl1","week_7.hProgBP","week_10.hDA0","week_9.hNbGaba","week_9.hDA0","week_9.hDA1","week_9.hNProg","week_8.hProgFPL","week_9.hRgl2a","week_9.hDA2","week_6.hNbML1","week_9.hNbM","week_9.hNbML1","week_6.hNbM","week_10.hGaba"
"DNMT3A",0.357798165137615,0.305970149253731,0.275862068965517,0.414634146341463,0.152542372881356,0.548387096774194,0.2,0.523809523809524,0.289156626506024,0.146341463414634,0.402777777777778,0.349206349206349,0.253968253968254,0.52,0.375,0.485714285714286,0.24,0.363636363636364,0.125,0.533333333333333,0.285714285714286,0.333333333333333,0.363636363636364,0.3,0.191304347826087,0.18,0.225,0.135135135135135,0.140845070422535,0.138461538461538,0.298245614035088,0.203703703703704,0.229166666666667,0.304347826086957,0.239130434782609,0.372093023255814,0.186046511627907,0.232558139534884,0.0769230769230769,0.324324324324324,0.5,0.181818181818182,0.21875,0.233333333333333,0.275862068965517,0.413793103448276,0.259259259259259,0.538461538461538,0.28,0.166666666666667,0.217391304347826,0.318181818181818,0.333333333333333,0.142857142857143,0.19047619047619,0.19047619047619,0.2,0.315789473684211,0.277777777777778,0.277777777777778,0.333333333333333,0.166666666666667,0.470588235294118,0.294117647058824,0.0588235294117647,0.117647058823529,0.1875,0.125,0.375,0.333333333333333,0.461538461538462,0.307692307692308,0.384615384615385,0,0.0833333333333333,0.333333333333333,0.166666666666667,0.3,0.2,0.4
"GRIN2B.1",0.0275229357798165,0.0970149253731343,0.0459770114942529,0.0487804878048781,0.0338983050847458,0,0.0444444444444444,0.0238095238095238,0.036144578313253,0,0.0416666666666667,0.0158730158730159,0.0158730158730159,0,0.05,0,0.08,0,0,0,0,0,0,0,0.00869565217391304,0,0,0.0540540540540541,0,0,0,0.0185185185185185,0,0.0217391304347826,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0344827586206897,0,0,0,0,0,0,0,0.0952380952380952,0.0476190476190476,0.0476190476190476,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0.0769230769230769,0.166666666666667,0,0,0,0,0
"ASXL3.1",0.401834862385321,0.380597014925373,0.183908045977011,0.341463414634146,0.194915254237288,0.236559139784946,0.166666666666667,0.154761904761905,0.289156626506024,0.25609756097561,0.180555555555556,0.285714285714286,0.126984126984127,0.02,0.35,0.257142857142857,0.16,0.181818181818182,0.0625,0.4,0.357142857142857,0,0.363636363636364,0.1,0.0608695652173913,0.07,0.0125,0.121621621621622,0.0563380281690141,0.123076923076923,0.0526315789473684,0.0925925925925926,0.0416666666666667,0.326086956521739,0.108695652173913,0.255813953488372,0.0465116279069767,0,0.153846153846154,0.108108108108108,0.0588235294117647,0.0303030303030303,0.125,0.3,0.172413793103448,0.379310344827586,0,0.230769230769231,0.04,0,0.0869565217391304,0.272727272727273,0.380952380952381,0.285714285714286,0.0952380952380952,0.0952380952380952,0,0.210526315789474,0.222222222222222,0.111111111111111,0.0555555555555556,0.0555555555555556,0.0588235294117647,0,0.176470588235294,0.0588235294117647,0.0625,0.125,0.4375,0.2,0.538461538461538,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0833333333333333,0.333333333333333,0.25,0.5,0.3,0.2
"CUL3.1",0.464220183486239,0.460199004975124,0.298850574712644,0.51219512195122,0.338983050847458,0.483870967741935,0.255555555555556,0.619047619047619,0.44578313253012,0.280487804878049,0.513888888888889,0.46031746031746,0.26984126984127,0.26,0.6,0.4,0.16,0.136363636363636,0.25,0.133333333333333,0.357142857142857,0.333333333333333,0.454545454545455,0.1,0.295652173913043,0.33,0.35,0.216216216216216,0.169014084507042,0.2,0.368421052631579,0.203703703703704,0.291666666666667,0.326086956521739,0.304347826086957,0.209302325581395,0.186046511627907,0.209302325581395,0.205128205128205,0.324324324324324,0.5,0.0909090909090909,0.15625,0.3,0.379310344827586,0.172413793103448,0.222222222222222,0.461538461538462,0.28,0.25,0.304347826086957,0.181818181818182,0.333333333333333,0.285714285714286,0.238095238095238,0.285714285714286,0.15,0.473684210526316,0.444444444444444,0.277777777777778,0.222222222222222,0.222222222222222,0.294117647058824,0.176470588235294,0.117647058823529,0.0588235294117647,0.0625,0.3125,0.25,0.133333333333333,0.307692307692308,0.384615384615385,0.307692307692308,0.153846153846154,0.333333333333333,0.333333333333333,0.416666666666667,0.5,0.2,0.3
"BRSK2",0.44954128440367,0.407960199004975,0.224137931034483,0.463414634146341,0.26271186440678,0.387096774193548,0.222222222222222,0.476190476190476,0.253012048192771,0.195121951219512,0.319444444444444,0.476190476190476,0.222222222222222,0.22,0.375,0.314285714285714,0.2,0.0909090909090909,0.25,0.133333333333333,0.357142857142857,0.25,0.181818181818182,0.1,0.11304347826087,0.18,0.0875,0.22972972972973,0.112676056338028,0.215384615384615,0.245614035087719,0.166666666666667,0.125,0.347826086956522,0.304347826086957,0.418604651162791,0.232558139534884,0.0697674418604651,0.153846153846154,0.324324324324324,0.264705882352941,0.0606060606060606,0.21875,0.333333333333333,0.413793103448276,0.206896551724138,0.37037037037037,0.461538461538462,0.12,0.0416666666666667,0.173913043478261,0.272727272727273,0.333333333333333,0.333333333333333,0.19047619047619,0.0952380952380952,0.15,0.368421052631579,0.444444444444444,0.166666666666667,0.222222222222222,0.277777777777778,0.117647058823529,0.411764705882353,0.0588235294117647,0.352941176470588,0.125,0.3125,0.0625,0.0666666666666667,0.230769230769231,0.230769230769231,0.307692307692308,0,0,0.25,0.0833333333333333,0.4,0.2,0.3
"TAOK1",0.721100917431193,0.686567164179104,0.448275862068966,0.804878048780488,0.516949152542373,0.602150537634409,0.5,0.714285714285714,0.662650602409639,0.524390243902439,0.680555555555556,0.825396825396825,0.619047619047619,0.42,0.75,0.571428571428571,0.52,0.409090909090909,0.375,0.266666666666667,0.714285714285714,0.833333333333333,0.909090909090909,0.5,0.495652173913044,0.68,0.75,0.432432432432432,0.492957746478873,0.338461538461538,0.298245614035088,0.388888888888889,0.395833333333333,0.521739130434783,0.434782608695652,0.325581395348837,0.372093023255814,0.348837209302326,0.435897435897436,0.540540540540541,0.441176470588235,0.242424242424242,0.59375,0.466666666666667,0.586206896551724,0.482758620689655,0.333333333333333,0.576923076923077,0.56,0.666666666666667,0.521739130434783,0.409090909090909,0.619047619047619,0.285714285714286,0.666666666666667,0.476190476190476,0.6,0.526315789473684,0.611111111111111,0.5,0.444444444444444,0.555555555555556,0.529411764705882,0.235294117647059,0.294117647058824,0.411764705882353,0.3125,0.4375,0.625,0.6,0.615384615384615,0.538461538461538,0.769230769230769,0.846153846153846,0.666666666666667,0.5,0.666666666666667,0.9,0.3,0.4
"STXBP1",0.891743119266055,0.783582089552239,0.752873563218391,0.853658536585366,0.796610169491525,0.849462365591398,0.766666666666667,0.702380952380952,0.795180722891566,0.75609756097561,0.763888888888889,0.857142857142857,0.841269841269841,0.34,0.9,0.914285714285714,0.72,0.681818181818182,0.8125,0.8,0.857142857142857,0.75,0.636363636363636,0.6,0.278260869565217,0.15,0.0125,0.324324324324324,0.211267605633803,0.215384615384615,0.087719298245614,0.037037037037037,0.0416666666666667,0.543478260869565,0.0217391304347826,0.27906976744186,0.116279069767442,0.302325581395349,0.230769230769231,0.0540540540540541,0.147058823529412,0.0303030303030303,0.0625,0.233333333333333,0.344827586206897,0.413793103448276,0.037037037037037,0.307692307692308,0.12,0.458333333333333,0,0.5,0.523809523809524,0.380952380952381,0.285714285714286,0.238095238095238,0,0.157894736842105,0.444444444444444,0.111111111111111,0.0555555555555556,0.222222222222222,0,0.411764705882353,0.235294117647059,0.0588235294117647,0,0.3125,0.5625,0.333333333333333,0.461538461538462,0.230769230769231,0,0.307692307692308,0.333333333333333,0.333333333333333,0.416666666666667,0.4,0.3,0.4
"NF1",0.407339449541284,0.415422885572139,0.264367816091954,0.536585365853659,0.347457627118644,0.387096774193548,0.233333333333333,0.476190476190476,0.27710843373494,0.25609756097561,0.472222222222222,0.682539682539683,0.126984126984127,0.3,0.525,0.285714285714286,0.32,0.136363636363636,0.25,0.4,0.5,0.333333333333333,0.636363636363636,0.3,0.408695652173913,0.46,0.6375,0.22972972972973,0.47887323943662,0.338461538461538,0.315789473684211,0.203703703703704,0.375,0.173913043478261,0.347826086956522,0.302325581395349,0.348837209302326,0.255813953488372,0.282051282051282,0.459459459459459,0.352941176470588,0.212121212121212,0.15625,0.266666666666667,0.206896551724138,0.482758620689655,0.333333333333333,0.461538461538462,0.36,0.208333333333333,0.260869565217391,0.227272727272727,0.523809523809524,0.0952380952380952,0.428571428571429,0.285714285714286,0.35,0.315789473684211,0.333333333333333,0.611111111111111,0.277777777777778,0.5,0.235294117647059,0.411764705882353,0.117647058823529,0.235294117647059,0.25,0.375,0.3125,0.4,0.307692307692308,0.307692307692308,0.384615384615385,0.307692307692308,0.166666666666667,0.666666666666667,0.416666666666667,0.4,0.1,0.4
"CTCF",0.535779816513761,0.378109452736318,0.390804597701149,0.560975609756098,0.279661016949153,0.516129032258065,0.266666666666667,0.654761904761905,0.433734939759036,0.475609756097561,0.416666666666667,0.444444444444444,0.317460317460317,0.42,0.425,0.457142857142857,0.32,0.181818181818182,0.25,0.266666666666667,0.5,0.416666666666667,0.636363636363636,0.4,0.2,0.24,0.25,0.175675675675676,0.295774647887324,0.246153846153846,0.298245614035088,0.240740740740741,0.375,0.260869565217391,0.369565217391304,0.302325581395349,0.255813953488372,0.325581395348837,0.358974358974359,0.378378378378378,0.529411764705882,0.272727272727273,0.25,0.4,0.241379310344828,0.379310344827586,0.296296296296296,0.461538461538462,0.16,0.125,0.304347826086957,0.227272727272727,0.428571428571429,0.238095238095238,0.380952380952381,0.285714285714286,0.25,0.473684210526316,0.333333333333333,0.222222222222222,0.277777777777778,0.444444444444444,0.411764705882353,0.117647058823529,0.117647058823529,0.294117647058824,0.3125,0.125,0.375,0.333333333333333,0.846153846153846,0.230769230769231,0.384615384615385,0.307692307692308,0.166666666666667,0.583333333333333,0.666666666666667,0.6,0.4,0.4
"RORB",0.302752293577982,0.305970149253731,0.114942528735632,0.268292682926829,0.211864406779661,0.118279569892473,0.0777777777777778,0.0833333333333333,0.192771084337349,0.170731707317073,0.222222222222222,0.349206349206349,0.19047619047619,0.02,0.275,0.2,0.16,0.0454545454545455,0.25,0,0.142857142857143,0.0833333333333333,0.272727272727273,0.1,0.00869565217391304,0.08,0.0875,0.0405405405405405,0.028169014084507,0.0923076923076923,0.0526315789473684,0.037037037037037,0,0.0434782608695652,0.0652173913043478,0.0465116279069767,0.0465116279069767,0.0232558139534884,0.0256410256410256,0.027027027027027,0,0.0606060606060606,0.15625,0.0333333333333333,0.103448275862069,0.0689655172413793,0,0.0384615384615385,0,0,0.0434782608695652,0.136363636363636,0.0476190476190476,0,0,0,0,0.0526315789473684,0,0,0.0555555555555556,0.0555555555555556,0,0,0.176470588235294,0.0588235294117647,0.0625,0,0.0625,0,0.0769230769230769,0,0,0.153846153846154,0.0833333333333333,0,0.0833333333333333,0.1,0,0
"MYT1L.1",0.943119266055046,0.865671641791045,0.78735632183908,0.886178861788618,0.855932203389831,0.774193548387097,0.733333333333333,0.607142857142857,0.855421686746988,0.902439024390244,0.708333333333333,0.873015873015873,0.873015873015873,0.48,0.875,0.857142857142857,0.64,0.636363636363636,0.6875,0.666666666666667,0.928571428571429,0.916666666666667,0.727272727272727,0.8,0.191304347826087,0.23,0.0125,0.621621621621622,0.0985915492957746,0.415384615384615,0.0350877192982456,0.0925925925925926,0.0625,0.717391304347826,0.108695652173913,0.302325581395349,0.186046511627907,0.0232558139534884,0.230769230769231,0.027027027027027,0.0294117647058824,0.0606060606060606,0.0625,0.433333333333333,0.689655172413793,0.344827586206897,0.037037037037037,0.307692307692308,0.12,0.125,0.0869565217391304,0.272727272727273,0.619047619047619,0.714285714285714,0.238095238095238,0.0476190476190476,0.05,0.578947368421053,0.777777777777778,0.111111111111111,0.0555555555555556,0.222222222222222,0.0588235294117647,0.705882352941177,0.294117647058824,0.294117647058824,0.0625,0.625,0.9375,0.533333333333333,0.692307692307692,0.153846153846154,0.230769230769231,0.307692307692308,0.666666666666667,0.416666666666667,0.583333333333333,0.7,0,0.5
"TBL1XR1.1",0.818348623853211,0.631840796019901,0.64367816091954,0.829268292682927,0.694915254237288,0.634408602150538,0.688888888888889,0.785714285714286,0.650602409638554,0.719512195121951,0.75,0.761904761904762,0.571428571428571,0.64,0.75,0.714285714285714,0.64,0.590909090909091,0.5,0.4,0.857142857142857,0.833333333333333,0.727272727272727,0.8,0.373913043478261,0.62,0.675,0.364864864864865,0.450704225352113,0.323076923076923,0.526315789473684,0.333333333333333,0.5625,0.565217391304348,0.565217391304348,0.441860465116279,0.348837209302326,0.441860465116279,0.358974358974359,0.621621621621622,0.852941176470588,0.242424242424242,0.46875,0.466666666666667,0.482758620689655,0.586206896551724,0.37037037037037,0.538461538461538,0.56,0.416666666666667,0.391304347826087,0.272727272727273,0.666666666666667,0.19047619047619,0.523809523809524,0.380952380952381,0.45,0.684210526315789,0.611111111111111,0.388888888888889,0.666666666666667,0.388888888888889,0.352941176470588,0.352941176470588,0.235294117647059,0.764705882352941,0.4375,0.3125,0.375,0.4,0.615384615384615,0.461538461538462,0.769230769230769,0.384615384615385,0.75,0.5,0.583333333333333,0.7,0.1,0.6
"MED13L.1",0.58348623853211,0.514925373134328,0.333333333333333,0.51219512195122,0.26271186440678,0.397849462365591,0.211111111111111,0.416666666666667,0.373493975903614,0.317073170731707,0.527777777777778,0.571428571428571,0.46031746031746,0.3,0.6,0.342857142857143,0.36,0.409090909090909,0.25,0.333333333333333,0.571428571428571,0.25,0.545454545454545,0.6,0.347826086956522,0.3,0.375,0.108108108108108,0.267605633802817,0.323076923076923,0.192982456140351,0.12962962962963,0.125,0.5,0.173913043478261,0.209302325581395,0.186046511627907,0.255813953488372,0.102564102564103,0.189189189189189,0.352941176470588,0.181818181818182,0.28125,0.266666666666667,0.413793103448276,0.275862068965517,0.296296296296296,0.230769230769231,0.2,0.416666666666667,0.173913043478261,0.227272727272727,0.571428571428571,0.142857142857143,0.333333333333333,0.0952380952380952,0.25,0.157894736842105,0.277777777777778,0.388888888888889,0.222222222222222,0.222222222222222,0.117647058823529,0.117647058823529,0.0588235294117647,0.176470588235294,0.125,0.1875,0.5,0.4,0.384615384615385,0.230769230769231,0.461538461538462,0.153846153846154,0.25,0.25,0.333333333333333,0.2,0,0.2
"KMT2A.1",0.788990825688073,0.771144278606965,0.660919540229885,0.796747967479675,0.652542372881356,0.763440860215054,0.688888888888889,0.845238095238095,0.674698795180723,0.707317073170732,0.694444444444444,0.857142857142857,0.444444444444444,0.58,0.8,0.6,0.68,0.5,0.5625,0.666666666666667,0.785714285714286,0.583333333333333,0.545454545454545,0.8,0.521739130434783,0.71,0.7375,0.540540540540541,0.436619718309859,0.569230769230769,0.473684210526316,0.388888888888889,0.625,0.782608695652174,0.5,0.465116279069767,0.325581395348837,0.372093023255814,0.564102564102564,0.621621621621622,0.470588235294118,0.333333333333333,0.625,0.7,0.655172413793103,0.758620689655172,0.444444444444444,0.653846153846154,0.76,0.583333333333333,0.478260869565217,0.636363636363636,0.761904761904762,0.666666666666667,0.523809523809524,0.714285714285714,0.65,0.736842105263158,0.722222222222222,0.555555555555556,0.611111111111111,0.555555555555556,0.588235294117647,0.588235294117647,0.470588235294118,0.705882352941177,0.375,0.625,0.6875,0.8,0.923076923076923,0.538461538461538,0.692307692307692,0.692307692307692,0.666666666666667,0.666666666666667,0.75,0.8,0.3,0.6
"TBR1.1",0.273394495412844,0.0796019900497512,0.0689655172413793,0.16260162601626,0.110169491525424,0.43010752688172,0.255555555555556,0.261904761904762,0.0843373493975904,0.170731707317073,0.0416666666666667,0.0476190476190476,0.19047619047619,0.16,0.025,0.685714285714286,0.08,0.0454545454545455,0,0.2,0,0.0833333333333333,0.363636363636364,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFX3",0.532110091743119,0.487562189054726,0.28735632183908,0.569105691056911,0.415254237288136,0.43010752688172,0.244444444444444,0.511904761904762,0.397590361445783,0.402439024390244,0.486111111111111,0.714285714285714,0.285714285714286,0.24,0.45,0.485714285714286,0.36,0.181818181818182,0.25,0.266666666666667,0.571428571428571,0.583333333333333,0.454545454545455,0.4,0.243478260869565,0.73,0.6125,0.27027027027027,0.225352112676056,0.307692307692308,0.43859649122807,0.185185185185185,0.4375,0.434782608695652,0.41304347826087,0.488372093023256,0.418604651162791,0.302325581395349,0.307692307692308,0.648648648648649,0.588235294117647,0.212121212121212,0.34375,0.233333333333333,0.586206896551724,0.310344827586207,0.333333333333333,0.423076923076923,0.72,0.333333333333333,0.260869565217391,0.409090909090909,0.476190476190476,0.380952380952381,0.761904761904762,0.380952380952381,0.7,0.421052631578947,0.444444444444444,0.5,0.611111111111111,0.555555555555556,0.352941176470588,0.294117647058824,0.176470588235294,0.823529411764706,0.4375,0.1875,0.375,0.266666666666667,0.538461538461538,0.230769230769231,0.461538461538462,0.461538461538462,0.416666666666667,0.166666666666667,0.5,0.3,0.5,0.5
"ANK2.1",0.842201834862385,0.91044776119403,0.758620689655172,0.886178861788618,0.88135593220339,0.537634408602151,0.755555555555556,0.654761904761905,0.783132530120482,0.792682926829268,0.847222222222222,0.984126984126984,0.619047619047619,0.24,0.9,0.314285714285714,0.8,0.636363636363636,0.5,0.4,0.857142857142857,0.666666666666667,0.818181818181818,0.7,0.217391304347826,0.55,0.5125,0.554054054054054,0.154929577464789,0.461538461538462,0.12280701754386,0.240740740740741,0.291666666666667,0.760869565217391,0.173913043478261,0.627906976744186,0.209302325581395,0.116279069767442,0.358974358974359,0.162162162162162,0.117647058823529,0.121212121212121,0.125,0.833333333333333,0.620689655172414,0.620689655172414,0.222222222222222,0.615384615384615,0.56,0.333333333333333,0.304347826086957,0.818181818181818,0.80952380952381,0.523809523809524,0.476190476190476,0.285714285714286,0.35,0.684210526315789,0.833333333333333,0.277777777777778,0.277777777777778,0.777777777777778,0.294117647058824,0.647058823529412,0.411764705882353,0.294117647058824,0.375,0.5625,0.9375,0.8,0.846153846153846,0.692307692307692,0.461538461538462,0.384615384615385,0.666666666666667,0.666666666666667,1,0.7,0.7,0.4
"WAC.1",0.761467889908257,0.701492537313433,0.609195402298851,0.853658536585366,0.652542372881356,0.666666666666667,0.633333333333333,0.869047619047619,0.72289156626506,0.609756097560976,0.708333333333333,0.841269841269841,0.507936507936508,0.7,0.625,0.8,0.6,0.454545454545455,0.6875,0.733333333333333,0.714285714285714,0.833333333333333,0.818181818181818,0.6,0.617391304347826,0.69,0.675,0.527027027027027,0.450704225352113,0.430769230769231,0.508771929824561,0.314814814814815,0.458333333333333,0.543478260869565,0.673913043478261,0.465116279069767,0.534883720930233,0.558139534883721,0.461538461538462,0.567567567567568,0.617647058823529,0.454545454545455,0.59375,0.5,0.482758620689655,0.448275862068966,0.333333333333333,0.576923076923077,0.72,0.666666666666667,0.521739130434783,0.590909090909091,0.523809523809524,0.380952380952381,0.666666666666667,0.666666666666667,0.6,0.631578947368421,0.722222222222222,0.611111111111111,0.611111111111111,0.444444444444444,0.647058823529412,0.647058823529412,0.470588235294118,0.529411764705882,0.75,0.6875,0.75,0.533333333333333,0.615384615384615,0.846153846153846,0.846153846153846,0.769230769230769,0.75,0.666666666666667,0.583333333333333,0.7,0.5,0.5
"PHF21A",0.418348623853211,0.415422885572139,0.35632183908046,0.471544715447154,0.305084745762712,0.387096774193548,0.255555555555556,0.392857142857143,0.337349397590361,0.317073170731707,0.361111111111111,0.380952380952381,0.238095238095238,0.14,0.325,0.228571428571429,0.44,0.0454545454545455,0.125,0.2,0.5,0.416666666666667,0.363636363636364,0.4,0.234782608695652,0.41,0.475,0.148648648648649,0.126760563380282,0.184615384615385,0.245614035087719,0.148148148148148,0.166666666666667,0.260869565217391,0.326086956521739,0.232558139534884,0.116279069767442,0.186046511627907,0.205128205128205,0.459459459459459,0.205882352941176,0.212121212121212,0.1875,0.166666666666667,0.379310344827586,0.241379310344828,0.333333333333333,0.384615384615385,0.64,0.458333333333333,0.260869565217391,0.181818181818182,0.333333333333333,0.0952380952380952,0.428571428571429,0.333333333333333,0.3,0.368421052631579,0.611111111111111,0.333333333333333,0.222222222222222,0.444444444444444,0.235294117647059,0.176470588235294,0.117647058823529,0.294117647058824,0.0625,0.3125,0.0625,0.0666666666666667,0.307692307692308,0.615384615384615,0.461538461538462,0.384615384615385,0.166666666666667,0.416666666666667,0.416666666666667,0.4,0.2,0.3
"SMARCC2.1",0.763302752293578,0.669154228855721,0.637931034482759,0.821138211382114,0.567796610169492,0.666666666666667,0.677777777777778,0.833333333333333,0.614457831325301,0.707317073170732,0.75,0.793650793650794,0.444444444444444,0.5,0.725,0.6,0.6,0.363636363636364,0.75,0.733333333333333,0.785714285714286,0.666666666666667,0.818181818181818,0.5,0.304347826086957,0.54,0.7125,0.418918918918919,0.464788732394366,0.369230769230769,0.403508771929825,0.185185185185185,0.583333333333333,0.739130434782609,0.347826086956522,0.465116279069767,0.418604651162791,0.418604651162791,0.384615384615385,0.459459459459459,0.470588235294118,0.272727272727273,0.4375,0.566666666666667,0.586206896551724,0.655172413793103,0.333333333333333,0.5,0.68,0.583333333333333,0.608695652173913,0.545454545454545,0.523809523809524,0.666666666666667,0.476190476190476,0.428571428571429,0.5,0.473684210526316,0.722222222222222,0.333333333333333,0.666666666666667,0.555555555555556,0.411764705882353,0.470588235294118,0.411764705882353,0.588235294117647,0.4375,0.3125,0.8125,0.733333333333333,0.538461538461538,0.461538461538462,0.692307692307692,0.615384615384615,0.5,0.666666666666667,0.583333333333333,0.7,0.3,0.6
"KDM6B",0.588990825688073,0.450248756218905,0.293103448275862,0.552845528455285,0.355932203389831,0.559139784946237,0.311111111111111,0.535714285714286,0.457831325301205,0.402439024390244,0.375,0.492063492063492,0.380952380952381,0.3,0.4,0.571428571428571,0.16,0.318181818181818,0.375,0.6,0.642857142857143,0.416666666666667,0.727272727272727,0.3,0.252173913043478,0.16,0.25,0.216216216216216,0.28169014084507,0.107692307692308,0.105263157894737,0.0925925925925926,0.208333333333333,0.369565217391304,0.173913043478261,0.302325581395349,0.162790697674419,0.348837209302326,0.128205128205128,0.189189189189189,0.205882352941176,0.0909090909090909,0.125,0.266666666666667,0.241379310344828,0.344827586206897,0.148148148148148,0.269230769230769,0.24,0.416666666666667,0.173913043478261,0.318181818181818,0.285714285714286,0.285714285714286,0.333333333333333,0.142857142857143,0.15,0.526315789473684,0.388888888888889,0.222222222222222,0.0555555555555556,0.0555555555555556,0.0588235294117647,0.117647058823529,0.0588235294117647,0.117647058823529,0,0.3125,0.125,0.266666666666667,0.384615384615385,0.153846153846154,0.230769230769231,0.0769230769230769,0.0833333333333333,0.416666666666667,0.166666666666667,0.2,0.4,0.3
"ARHGEF9",0.411009174311927,0.365671641791045,0.218390804597701,0.382113821138211,0.322033898305085,0.376344086021505,0.266666666666667,0.321428571428571,0.36144578313253,0.353658536585366,0.402777777777778,0.492063492063492,0.396825396825397,0.14,0.5,0.285714285714286,0.12,0.0454545454545455,0.1875,0.466666666666667,0.142857142857143,0.416666666666667,0.363636363636364,0.4,0.139130434782609,0.23,0.2625,0.175675675675676,0.112676056338028,0.153846153846154,0.105263157894737,0.111111111111111,0.270833333333333,0.347826086956522,0.152173913043478,0.116279069767442,0.162790697674419,0.13953488372093,0.230769230769231,0.189189189189189,0.205882352941176,0.0909090909090909,0.15625,0.0333333333333333,0.172413793103448,0.137931034482759,0.222222222222222,0.423076923076923,0.2,0.0416666666666667,0.217391304347826,0.0909090909090909,0.476190476190476,0.19047619047619,0.238095238095238,0.19047619047619,0.15,0.473684210526316,0.388888888888889,0.0555555555555556,0.222222222222222,0.0555555555555556,0.176470588235294,0.235294117647059,0.117647058823529,0.294117647058824,0.0625,0.375,0.25,0.133333333333333,0.307692307692308,0.307692307692308,0.153846153846154,0.384615384615385,0.25,0.166666666666667,0,0.3,0.2,0.1
"DDX3X.1",0.889908256880734,0.786069651741294,0.67816091954023,0.951219512195122,0.779661016949153,0.78494623655914,0.644444444444444,0.880952380952381,0.843373493975904,0.768292682926829,0.930555555555556,0.968253968253968,0.682539682539683,0.8,0.95,0.771428571428571,0.76,0.636363636363636,0.75,0.933333333333333,0.857142857142857,0.833333333333333,0.909090909090909,0.8,0.8,0.79,0.775,0.432432432432432,0.746478873239437,0.369230769230769,0.631578947368421,0.537037037037037,0.625,0.630434782608696,0.760869565217391,0.534883720930233,0.534883720930233,0.837209302325581,0.461538461538462,0.702702702702703,0.823529411764706,0.575757575757576,0.625,0.766666666666667,0.379310344827586,0.724137931034483,0.444444444444444,0.653846153846154,0.76,0.958333333333333,0.826086956521739,0.590909090909091,0.714285714285714,0.428571428571429,0.714285714285714,0.523809523809524,0.8,0.684210526315789,0.722222222222222,0.888888888888889,0.611111111111111,0.666666666666667,0.705882352941177,0.470588235294118,0.352941176470588,0.823529411764706,0.5625,0.625,0.5,0.4,0.384615384615385,0.615384615384615,1,0.692307692307692,0.416666666666667,0.5,0.5,0.6,0.6,0.7
"DYNC1H1",0.858715596330275,0.830845771144279,0.810344827586207,0.951219512195122,0.771186440677966,0.903225806451613,0.811111111111111,0.892857142857143,0.771084337349398,0.841463414634146,0.791666666666667,0.952380952380952,0.714285714285714,0.6,0.875,0.771428571428571,0.64,0.863636363636364,0.8125,0.8,0.928571428571429,0.916666666666667,0.818181818181818,0.9,0.582608695652174,0.69,0.6625,0.554054054054054,0.676056338028169,0.538461538461538,0.543859649122807,0.351851851851852,0.541666666666667,0.826086956521739,0.608695652173913,0.697674418604651,0.465116279069767,0.767441860465116,0.564102564102564,0.621621621621622,0.735294117647059,0.363636363636364,0.5625,0.766666666666667,0.620689655172414,0.655172413793103,0.481481481481481,0.961538461538462,0.8,0.75,0.565217391304348,0.818181818181818,0.80952380952381,0.761904761904762,0.476190476190476,0.666666666666667,0.7,0.789473684210526,0.777777777777778,0.666666666666667,0.555555555555556,0.611111111111111,0.411764705882353,0.764705882352941,0.529411764705882,0.705882352941177,0.5625,0.6875,0.8125,0.866666666666667,0.846153846153846,0.615384615384615,0.769230769230769,0.615384615384615,0.416666666666667,0.833333333333333,0.833333333333333,0.9,0.5,0.4
